,scrapped_jobs,official_match_title,match_code,distance
1189,Theory of Quantum Matter Scientist (Scientist 2/3),"Agricultural Sciences Teachers, Postsecondary",25-1041.00,160.5066
1190,Research Engineer in Cloud - Research Lab,Web Developers,15-1254.00,120.21344
1191,Research Engineer in Cloud - Research Lab,Telecommunications Engineering Specialists,15-1241.01,130.41173
1192,Research Engineer in Cloud - Research Lab,Computer Network Architects,15-1241.00,143.1029
1193,Research Engineer in Cloud - Research Lab,Network and Computer Systems Administrators,15-1244.00,143.14468
1194,Research Engineer in Cloud - Research Lab,Search Marketing Strategists,13-1161.01,148.11151
1195,Research Engineer in Cloud - Research Lab,Computer Systems Engineers/Architects,15-1299.08,148.74391
1196,Research Engineer in Cloud - Research Lab,Statisticians,15-2041.00,149.0755
1197,Research Engineer in Cloud - Research Lab,Biostatisticians,15-2041.01,149.39655
1198,Research Engineer in Cloud - Research Lab,"Electronics Engineers, Except Computer",17-2072.00,150.57251
1199,Research Engineer in Cloud - Research Lab,Energy Auditors,47-4011.01,151.56499
1200,Quantum Error Correction Researcher,Physicists,19-2012.00,202.50699
1201,Quantum Error Correction Researcher,Materials Scientists,19-2032.00,216.47449
1202,Quantum Error Correction Researcher,Astronomers,19-2011.00,218.29688
1203,Quantum Error Correction Researcher,Forensic Science Technicians,19-4092.00,230.3185
1204,Quantum Error Correction Researcher,Telecommunications Engineering Specialists,15-1241.01,230.4968
1205,Quantum Error Correction Researcher,Nanosystems Engineers,17-2199.09,232.21262
1206,Quantum Error Correction Researcher,Atmospheric and Space Scientists,19-2021.00,236.75943
1207,Quantum Error Correction Researcher,Statisticians,15-2041.00,237.11914
1208,Quantum Error Correction Researcher,"Electronics Engineers, Except Computer",17-2072.00,242.6289
1209,Quantum Error Correction Researcher,Biostatisticians,15-2041.01,244.24612
1210,Research Scientist - IBM Research,Biostatisticians,15-2041.01,108.02935
1211,Research Scientist - IBM Research,Telecommunications Engineering Specialists,15-1241.01,120.83597
1212,Research Scientist - IBM Research,Web Developers,15-1254.00,122.47311
1213,Research Scientist - IBM Research,Statisticians,15-2041.00,123.54988
1214,Research Scientist - IBM Research,Bioinformatics Scientists,19-1029.01,123.64915
1215,Research Scientist - IBM Research,Materials Scientists,19-2032.00,124.058075
1216,Research Scientist - IBM Research,Health Informatics Specialists,15-1211.01,127.02174
1217,Research Scientist - IBM Research,Physicists,19-2012.00,131.27173
1218,Research Scientist - IBM Research,Web Administrators,15-1299.01,135.80492
1219,Research Scientist - IBM Research,Database Administrators,15-1242.00,135.88068
1220,FAST Labs - Quantum Scientist Intern,Materials Scientists,19-2032.00,123.29764
1221,FAST Labs - Quantum Scientist Intern,Astronomers,19-2011.00,126.7912
1222,FAST Labs - Quantum Scientist Intern,Nanosystems Engineers,17-2199.09,132.44243
1223,FAST Labs - Quantum Scientist Intern,Physicists,19-2012.00,135.42854
1224,FAST Labs - Quantum Scientist Intern,Telecommunications Engineering Specialists,15-1241.01,138.14691
1225,FAST Labs - Quantum Scientist Intern,Bioinformatics Scientists,19-1029.01,145.20651
1226,FAST Labs - Quantum Scientist Intern,Biostatisticians,15-2041.01,149.5563
1227,FAST Labs - Quantum Scientist Intern,"Electronics Engineers, Except Computer",17-2072.00,152.7779
1228,FAST Labs - Quantum Scientist Intern,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,153.86395
1229,FAST Labs - Quantum Scientist Intern,Microsystems Engineers,17-2199.06,154.4113
