,Unnamed: 0,Title,Organisation ID,Organisation Name,Organisation Profile,Posted By - Name,Posted By - Profile,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry.1,Link,key,real_link,title,location,company,position,type,description
1325,1325,Consultant Energiespeicher / Batterie (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 03:20:31,2022-10-05 14:15:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295196302,www.linkedin.com,https://www.linkedin.com/jobs/view/3295196302,Consultant Energiespeicher / Batterie (all genders),"Berlin, Berlin, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1338,1338,Quantum Optics Engineer,b3JnOjE2MDgyMzc=,EVONA,,,,-,"Singapore, Singapore",,,Hybrid,,,,,2022-09-15 15:50:55,2022-10-05 14:15:27,,,NO,,,https://www.linkedin.com/jobs/view/3269377106,www.linkedin.com,https://www.linkedin.com/jobs/view/3269377106,Quantum Optics Engineer,"Singapour, Singapour",EVONA,,Temps plein,"Quantum Optics Engineer - Space Sector - Singapore - S$7000/Month - Hybrid Working

Are you a physicist with experience with quantum optics?
Do you have an interest in the Space Sector?"
1365,1365,Adjoint administratif,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-28 20:43:56,2022-10-05 14:15:32,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3280635165,www.linkedin.com,https://www.linkedin.com/jobs/view/3280635165,Adjoint administratif,"Montréal, Québec, Canada",Les Services de gestion Quantum ltée,,Temps plein,"Poste : adjoint(e) administratif(ive)

Lieu de travail : Montréal

Vous avez de l'expérience en administration ? Vous recherchez un poste à Westmount ? Vous avez de solides compétences en communication en anglais ?

Notre client, une synagogue réputée, est à la recherche de !










Veuillez envoyer votre CV au format Word à Guillermo Ovalle à l'adresse guillermo.ovalle@quantum.ca .

Pour plus d’informations, cliquez ici .

En plus, vous passerez les entrevues à domicile grâce à différentes applications Web! Alors, contactez-nous dès aujourd’hui pour relever votre prochain défi professionnel."
1368,1368,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Rhineland-Palatinate, Germany",,,Hybrid,,,,,2022-09-30 08:09:26,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291901483,www.linkedin.com,https://www.linkedin.com/jobs/view/3291901483,Modern Work Cloud Specialist for Lifesciences and Chemicals,"Rhénanie-Palatinat, Allemagne",Microsoft,,Temps plein,"Are you inspired to help customers empower their employees, maximize the employee experience, and do great work using the devices and apps they love? We are looking for someone to help customers who are undergoing significant changes to the way they work as we continue to shift into a truly hybrid work model. Microsoft is at the forefront of this transformation come and help organizations rethink aspects of their business in a way that sets them and their people up for success in this new world of work.

In the MW Specialists team we are looking for passionate, experienced, and credible specialist sellers with a drive for developing and winning strategic opportunities that deliver end-to-end Modern Work thought leadership driving significant customer value and enabling transformational customer outcomes. As a MW Specialist you will build digital transformation modern work strategies with customers, collaborating across different groups inside the Customer environment to successfully enable customers to drive transition to Digital transformation in a hybrid work environment. You will lead consultative customer conversations and collaborate on the planning, orchestration and execution of end-to-end Frontline worker, employee experience, Teams Rooms and Phone, and Next Generation Windows Experiences opportunities with internal stakeholders and partners to cross-sell and up-sell. This opportunity will allow you to learn and accelerate your career growth, honing your solution sales and collaboration skills and deepening your modern worker end-to-end expertise.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

#NextPlay





Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
1369,1369,Ingenieur kerntechnische Entsorgung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Aachen, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 03:20:27,2022-10-05 14:15:32,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295199043,www.linkedin.com,https://www.linkedin.com/jobs/view/3295199043,Ingenieur kerntechnische Entsorgung (all genders),"Aix-la-Chapelle, Rhénanie du Nord-Westphalie, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1370,1370,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Thuringia, Germany",,,Hybrid,,,,,2022-09-30 08:09:52,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291698663,www.linkedin.com,https://www.linkedin.com/jobs/view/3291698663,Modern Work Cloud Specialist for Lifesciences and Chemicals,"Thuringe, Allemagne",Microsoft,,Temps plein,"Are you inspired to help customers empower their employees, maximize the employee experience, and do great work using the devices and apps they love? We are looking for someone to help customers who are undergoing significant changes to the way they work as we continue to shift into a truly hybrid work model. Microsoft is at the forefront of this transformation come and help organizations rethink aspects of their business in a way that sets them and their people up for success in this new world of work.

In the MW Specialists team we are looking for passionate, experienced, and credible specialist sellers with a drive for developing and winning strategic opportunities that deliver end-to-end Modern Work thought leadership driving significant customer value and enabling transformational customer outcomes. As a MW Specialist you will build digital transformation modern work strategies with customers, collaborating across different groups inside the Customer environment to successfully enable customers to drive transition to Digital transformation in a hybrid work environment. You will lead consultative customer conversations and collaborate on the planning, orchestration and execution of end-to-end Frontline worker, employee experience, Teams Rooms and Phone, and Next Generation Windows Experiences opportunities with internal stakeholders and partners to cross-sell and up-sell. This opportunity will allow you to learn and accelerate your career growth, honing your solution sales and collaboration skills and deepening your modern worker end-to-end expertise.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

#NextPlay





Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
1405,1405,September 2023 Start Business Development Graduate Development Programme (GDP),b3JnOjExNTc0Nw==,Raytheon Intelligence & Space,,,,-,"Harlow, England, United Kingdom",,,,,,,,2022-09-22 23:58:53,2022-10-05 14:15:35,,careers.rtx.com,NO,,,https://www.linkedin.com/jobs/view/3274289202,www.linkedin.com,https://www.linkedin.com/jobs/view/3274289202,September 2023 Start Business Development Graduate Development Programme (GDP),"Harlow, Angleterre, Royaume-Uni",Raytheon Intelligence & Space,,Temps plein,"Job Title: Business Development Graduate Development Programme (GDP)

Role Type: Permanent

Start Date: August/September 2023 (there may be an opportunity to start earlier depending on role requirements)


Harlow / Hybrid




The Business Development & Strategy Graduate will report to the Head of Capture Management. This position will support BD operational needs from research and analysis through to pipeline maintenance to support informed decision making and ensure best practice within the Function.






“Shortly after Graduating university in July 2020, I onboarded upon the Graduate Development Programme (GDP) within Business Development. The GDP facilitates the transition between university and the working world and since my arrival, I have been given the opportunity to develop professionally through an array of experiences – both internally through Raytheon as well as externally through exposure to industry. For example, I was provided with the opportunity to go on Secondment with the Royal Navy for seven months within the International Defence Training team, I have also been able to rotate around the business areas and grasp a cross-functional understanding of the organisation. The GDP also gives the opportunity to develop interpersonally due to the external training provided by Apex, as well as the internal training provided by the different functions within Raytheon UK.”







With facilities in Broughton, Waddington, Glenrothes, Harlow, Gloucester, Manchester and a presence across customer sites together with remote working practices. Raytheon UK is invested in the British workforce and the development of UK technology. Across the country Raytheon UK employs over 2,000 people and supports 8,000 jobs. As a prime contractor and major supplier to the UK Ministry of Defence, Raytheon continues to invest in research and development, supporting innovation and technological advances across its core mission areas Weapons & Sensors, and Cyber, Space & Training.

Raytheon UK is a landed company, part of the Raytheon Technologies organisation and sits within the Raytheon Intelligence & Space business.


Raytheon Technologies Corporation is an aerospace and defence company that provides advanced systems and services for commercial, military and government customers worldwide. It comprises four industry-leading businesses – Collins Aerospace Systems, Pratt & Whitney, Raytheon Intelligence & Space and Raytheon Missiles & Defence. It’s 195,000 employees enable the company to operate at the edge of known science as they imagine and deliver solutions that push the boundaries in quantum physics, electric propulsion, directed energy, hypersonics, avionics and cyber security. The company, formed in 2020 through the combination of Raytheon Company and the United Technologies Corporation aerospace businesses, is headquartered in Waltham, Massachusetts.


Raytheon has a wealth of resources available to help you develop your career from the moment you join. Activities range from on-line learning modules, to external training and support for taking professional qualifications relevant to your role.




At Raytheon UK, we’re committed to be building a workforce that represents the true diversity of Britain where all of our colleagues feel enabled to deliver the best work of their lives. We’re proud to be an equal opportunities employer who selects the very best candidates for the job. We truly value the diversity of our workforce work hard to create an inclusive environment where our colleagues can bring the unique skills, experiences and ideas to the table to help us grow our business, create innovative solutions and develop our people.

Our Employee Resource Groups (ERGs) act as the eyes and ears into the community they represent and support us in building a truly inclusive business. Our ERGs are open to all colleagues, regardless of background, and include: Raytheon Women’s Network, RayPride, Young Employees Success Network, Raytheon Veterans Network, Raytheon Alliance for Diverse Abilities and RayBAME.

We’re also delighted to have been recognised as a Gold Award Employer as part of the HM’s Armed Forces Covenant and the Human Rights Campaign’s 2021 Corporate Equality Index as a ‘best place to work for LGBTQ Equality’.

All applicants will receive consideration for employment regardless of race, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other characteristic.

If you need us to make any adjustments to support you during our recruitment process, speak to our recruitment team who will be happy to help."
1424,1424,Intelligent Automation - Research and Development - Associate,b3JnOjE1NTMz,JPMorgan Chase & Co.,,,,-,"Warsaw, Mazowieckie, Poland",,,,,,,,2022-09-21 23:01:29,2022-10-05 14:15:35,,ars2.equest.com,NO,,,https://www.linkedin.com/jobs/view/3167441778,pl.linkedin.com,https://pl.linkedin.com/jobs/view/intelligent-automation-research-and-development-associate-at-jpmorgan-chase-co-3313806610,Intelligent Automation - Research and Development - Associate,"Varsovie, Mazovie, Pologne",JPMorgan Chase & Co.,,Temps plein,"Key Responsibilities

Drive discovery, adoption and implementation of new tools / technologies in partnership technology and innovation teams
Partnering with business and technology teams to develop pilot automations which unlock business value and demonstrate the potential of new technologies being introduced








J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs."
1426,1426,Senior Critical Environment Technician,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Middenmeer, North Holland, Netherlands",,,On-site,,,,,2022-09-23 14:10:51,2022-10-05 14:15:35,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3283904135,www.linkedin.com,https://www.linkedin.com/jobs/view/3283904135,Senior Critical Environment Technician,"Middenmeer, Hollande Septentrionale, Pays-Bas",Microsoft,,Temps plein,"In alignment with our Microsoft values, we are committed to cultivating an inclusive work environment for all employees to positively impact our culture every day and we need you as a Senior Data Center Critical Environment Technician (CET IV).

Microsoft’s Cloud Operations & Innovation (CO+I) is the engine that powers our cloud services. As a CO+I Critical Environment Technician, you will perform a key role in delivering the core infrastructure and foundational technologies for Microsoft's online services including Bing, Office 365, Xbox, OneDrive, and the Microsoft Azure platform. As a group, CO+I is focused on the personal and professional development of all employees and offers trainings and opportunities including Career Rotation Programs, Diversity & Inclusion trainings and events, and professional certifications.

Our infrastructure is comprised of a large global portfolio of more than 100 datacenters and 1 million servers. Our foundation is built upon and managed by a team of subject matter experts working to support services for more than 1 billion customers and 20 million businesses in over 90 countries worldwide.

With environmental sustainability and optimization at the forefront of our datacenter design and operations, we continue to grow and evolve as we meet the ever-changing business demands that hold Microsoft as a world-class cloud provider.

Do you want to empower billions across the world? Come and join us in CO+I and be at the forefront of the action! #COICareers

# and Learn more about the role in this video:

At Microsoft, we’re committed to excellence – so your experience counts. - YouTube



As a successful , your success is measured by:

As a successful , your day-to-day work will include:





For this role, you are welcome to apply if you meet the following :

While not required, we also look for the following



At Microsoft, we’re committed to excellence – so your experience counts. - YouTube



Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
1466,1466,Data Services Executive,b3JnOjU0NjU5OTE4,Walnut Unlimited,,,,-,"London Area, United Kingdom",,,On-site,,,,,2022-08-04 15:02:35,2022-10-05 14:15:39,,apply.workable.com,NO,,,https://www.linkedin.com/jobs/view/3242052625,uk.linkedin.com,https://uk.linkedin.com/jobs/view/data-services-executive-at-walnut-unlimited-3333715526,Data Services Executive,"Londres et périphérie, Royaume-Uni",Walnut Unlimited,,Temps plein,"We have a great opportunity for a Data Services Executive to join the team. If you’re looking for an interesting challenge, want to develop your career within Data insight and have a real passion for Market Research, this may well be the ideal role you.

You will be helping the Researchers in the implementation of consumer research studies, working with some of our big brand clients. You’ll assist in the collection and analysis of survey data, helping transform data into insights for our research teams to provide powerful insights to our clients

I

It’s all about choosing the best environment for you, your team, your manager and the business on any given working day…













Blending neuroscience, behavioural science and data science, we uncover the truth behind our human experiences.

Our people are key to our success. Human understanding is what we do, both in terms of understanding people but also understanding our people. Whether this is investing in training and development, improving staff benefits or funding a really great day out, people are the heart and soul of everything we do.



- Respect for self, for each other and the work that we do.

– Demonstrate spark-y, charismatic, positive & energetic behaviour. (can-do / will-do / go-getting).

– Brave and bold. Prepared to stretch self and boundaries.

– Partnership across colleagues, across the Group, with suppliers and clients to achieve the best outcome.

– Evolve with the times, market trends, staff, clients and consumers.

If you have a hunger to better understand people and a desire to help brands help us all, get in touch.


Need a flavour of what to expect as part of our team, visit out Instagram channel @WalnutUnlimited to see what we’re up to…

We are an Equal Opportunities Employer and welcome applications from all sections of the community. All candidates will be considered equally, however, unfortunately we are unable to offer sponsorship.

As an equal opportunities workplace, we have a commitment to ensuring equal employment opportunity regardless of race, colour, ancestry, religion, socio-economic status, sex, national origin, sexual orientation, age, citizenship, marital status, neuro divergence, disability, gender, gender identity or expression. Whether you’re just getting your foot in the door, or you are an experienced employee whose life circumstances are shifting, we are committed to creating a workplace that reflects the world we want to live in and are therefore flexible to accommodate each individual's needs as best as we can.

By submitting your CV, you consent to our Privacy Policy which can be seen in full at https://www.walnutunlimited.com/gdpr-candidate-privacy-notice-uk/ If you would prefer us not to store your details or contact you please let us know."
1470,1470,(Junior) Consultant Agile Methoden / Scrum Master (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-10-01 03:19:27,2022-10-05 14:15:39,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296784745,www.linkedin.com,https://www.linkedin.com/jobs/view/3296784745,(Junior) Consultant Agile Methoden / Scrum Master (all genders),"Cologne, Rhénanie du Nord-Westphalie, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!











































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail con-recruiting@umlaut.com

Wir freuen uns auf deine Bewerbung!"
1476,1476,Consultant Compliance (m/w/d) in Stuttgart,b3JnOjE2MjQ3,Deloitte,,,,-,"Stuttgart, Baden-Württemberg, Germany",,,On-site,,,,,2022-09-21 23:07:26,2022-10-05 14:15:39,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3278703051,www.linkedin.com,https://www.linkedin.com/jobs/view/3278703051,Consultant Compliance (m/w/d) in Stuttgart,"Stuttgart, Bade-Wurtemberg, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich innovative Lösungen entwickeln? Unser Team berät unsere Kunden bei der Entwicklung von Strategien und Maßnahmen, um in einer Welt mit ständig steigender regulatorischer Dichte und Komplexität erfolgreich bestehen zu können. Sichere unseren gemeinsamen Erfolg und mache mit uns den Unterschied: als .

Standorte: .


Als Consultant Compliance (m/w/d) begleitest du spannende Projekte und arbeitest in einem Team, das mit Leidenschaft berät. Werde Teil davon und leiste deinen Beitrag zu unserem Purpose „Making a global impact that matters – through smart solutions to navigate regulatory complexity”.







Unser Recruiting-Team freut sich auf deine Bewerbungsunterlagen (CV sowie Abitur-, Hochschul- und Arbeitszeugnisse) über unser Online-Formular. Ein Anschreiben ist nicht notwendig.

Wir freuen uns über Bewerbungen von Menschen, die so vielfältig sind wie wir – unabhängig von Alter, Behinderung, ethnischer Herkunft und Nationalität, Geschlecht, Religion, sexueller Orientierung oder sozialer Herkunft. Alle Infos zu unserem Bewerbungsprozess findest du in unseren

Job-ID: 44550"
1506,1506,Research Program Manager,b3JnOjY3NzkwNw==,Allen Recruitment Consulting,,,,-,"Dublin, County Dublin, Ireland",,,Hybrid,,,,,2022-09-19 11:36:16,2022-10-05 14:15:43,,,NO,,,https://www.linkedin.com/jobs/view/3275020282,www.linkedin.com,https://www.linkedin.com/jobs/view/3275020282,Sustainability Specialist,"Dublin, Comté de Dublin, Irlande",Allen Recruitment Consulting,,Travail temporaire,"Sustainability Research Program Manager
Our client is one of the most famous names in the IT industry who has for several decades been a pioneer in the industries, remaining as one of the world’s top IT companies and employers. With an EMEA Headquarters in Dublin 18, they continuously improve work processes, employee experience, and the tools they use to be successful."
1515,1515,Multiple Faculty Positions in Mechanical Engineering at The University of Texas at Austin-Fall 2023,b3JnOjI1OTE5,The University of Texas at Austin,,,,-,"Austin, TX",,,On-site,,,,,2022-09-21 19:17:43,2022-10-05 14:15:43,,faculty.utexas.edu,NO,,,https://www.linkedin.com/jobs/view/3278061216,www.linkedin.com,https://www.linkedin.com/jobs/view/multiple-faculty-positions-in-mechanical-engineering-at-the-university-of-texas-at-austin-fall-2023-at-the-university-of-texas-at-austin-3323419149,Multiple Faculty Positions in Mechanical Engineering at The University of Texas at Austin-Fall 2023,"Austin, Texas, États-Unis",The University of Texas at Austin,,Temps plein,"Description

The Walker Department of Mechanical Engineering at The University of Texas at Austin seeks applicants for multiple tenure-track positions at the rank of Assistant Professor. Candidates in the following areas of mechanical engineering will be considered. (Candidates are encouraged to view these areas of emphasis in the broadest sense in determining whether they match their research skills and interests.)

Applicants are encouraged to review the department’s strategic areas of research: https://www.me.utexas.edu/research/research-areas .



The department and the Cockrell School of Engineering are committed to building a diverse and inclusive environment. We encourage applications from candidates who will contribute to diversity and equal opportunity in higher education through their teaching, research, and service.

Candidates must have completed a Ph.D. degree in Engineering or a related field prior to their start date. Successful candidates will also be expected to teach our diverse undergraduate and graduate population, develop a strong sponsored research program, mentor graduate students, collaborate with other faculty from a wide range of backgrounds, and contribute to service to the university and the profession.



Applicants should submit the following: 1) a cover letter, 2) curriculum vitae, 3) statement of research interests, 4) statement of teaching philosophy and experience, and 5) a statement describing past contributions and future plans for promoting diversity and inclusion through research, teaching, and/or service, and 6) a list of three references. Robotics Candidates: If your research area is robotics, please also send your cover letter and CV to faculty_jobs_robotics@utlists.utexas.edu along with an indication that you have applied to the ME department. This will ensure that your application is connected to the university-wide robotics search.

Evaluation of applications will begin on continue until suitable candidates are identified. Information about the Walker Department of Mechanical Engineering may be found at www.me.utexas.edu . Successful candidates will be required to complete an Employment Eligibility Verification form, a background check, and provide documents to verify identity and eligibility to work in the U.S.A.

The University of Texas at Austin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, age, citizenship status, Vietnam era or special disabled veteran’s status, or sexual orientation.



The University of Texas at Austin, as an equal opportunity/affirmative action employer, complies with all applicable federal and state laws regarding nondiscrimination and affirmative action. The University is committed to a policy of equal opportunity for all persons and does not discriminate on the basis of race, color, national origin, age, marital status, sex, sexual orientation, gender identity, gender expression, disability, religion, or veteran status in employment, educational programs and activities, and admissions."
1538,1538,Technicien en calibration,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Urban agglomeration of Montreal, Quebec, Canada",,,On-site,,,,,2022-09-30 14:43:44,2022-10-05 14:15:43,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3283399911,www.linkedin.com,https://www.linkedin.com/jobs/view/3283399911,Technicien en calibration,"Agglomération de Montréal, Québec, Canada",Les Services de gestion Quantum ltée,,Temps plein,"Poste : technicien en calibration

Lieux de travail : Lachine

Salaire : 50 000 $ à 70 000 $ par an + gamme complète d'avantages sociaux

8 h à 17 h

Nous sommes à la recherche d'un pour notre client situé dans l'ouest de l'île de Montréal.

La personne sélectionnée aura la capacité d'étalonner des équipements de niveau supérieur et d'étalonner des équipements dans un minimum de trois disciplines (pharmaceutique, mécanique, électrique).







Les candidats ayant de l'expérience dans les domaines suivants : PMEL, PME, TMDE, métrologie, étalonnage, ASQ CCT, METCAL, GPETE, électronique, GCAMS ou avionique sont vivement souhaités.




Veuillez envoyer votre CV à Marie-Claude Rollin à marie.rollin@quantum.ca .

Pour plus d’informations, cliquez ici .

En plus, vous passerez les entrevues à domicile grâce à différentes applications Web! Alors, contactez-nous dès aujourd’hui pour relever votre prochain défi professionnel."
1543,1543,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Saarland, Germany",,,Hybrid,,,,,2022-09-30 08:08:59,2022-10-05 14:15:47,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291699676,www.linkedin.com,https://www.linkedin.com/jobs/view/3291699676,Modern Work Cloud Specialist for Lifesciences and Chemicals,"Sarre, Allemagne",Microsoft,,Temps plein,"Are you inspired to help customers empower their employees, maximize the employee experience, and do great work using the devices and apps they love? We are looking for someone to help customers who are undergoing significant changes to the way they work as we continue to shift into a truly hybrid work model. Microsoft is at the forefront of this transformation come and help organizations rethink aspects of their business in a way that sets them and their people up for success in this new world of work.

In the MW Specialists team we are looking for passionate, experienced, and credible specialist sellers with a drive for developing and winning strategic opportunities that deliver end-to-end Modern Work thought leadership driving significant customer value and enabling transformational customer outcomes. As a MW Specialist you will build digital transformation modern work strategies with customers, collaborating across different groups inside the Customer environment to successfully enable customers to drive transition to Digital transformation in a hybrid work environment. You will lead consultative customer conversations and collaborate on the planning, orchestration and execution of end-to-end Frontline worker, employee experience, Teams Rooms and Phone, and Next Generation Windows Experiences opportunities with internal stakeholders and partners to cross-sell and up-sell. This opportunity will allow you to learn and accelerate your career growth, honing your solution sales and collaboration skills and deepening your modern worker end-to-end expertise.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

#NextPlay





Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
