,countRef,openDate,sector,employer,employerType,jobTitle,type,countries
1289,1290,20210508,,Emerson,O,Manager Technology R&D,A,GB
1290,1291,20220315,,Adva Optical Networking,O,Senior Engineer Advanced Technology (M/F/D),A,DE
1291,1292,20220412,independent quantum computing company,Cambridge Quantum Computing,O,"Enterprise Sales Executive, Quantum Software",A,DE
1292,1293,20220203,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Digital Design Engineer,A,GB
1293,1294,20211018,British luxury automobile maker,Rolls-Royce,O,Quantum Computational Science Specialist,A,GB
1294,1295,20221207,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Researcher / Doctoral candidate in the field of Data Protection & IT Security,P,DE
1295,1296,20210625,independent quantum computing company,Cambridge Quantum Computing,O,Quantum Algorithms and Machine Learning Scientist,A,GB
1296,1297,20220807,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,Technical Project Manager - Quantum Machine Learning,A,GB
1297,1298,20210830,university,Heriot Watt University,U,Research Associate/ Assistant in NanoSat engineering model comprising optoelectronic components,A,GB
1298,1299,20210603,university,University of Bristol,U,Senior Lecture/Associate Professor in Quantum Communication Technologies,F,GB
1299,1300,20220509,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,HR Admin Assistant,A,GB
1300,1301,20220923,university,Universitat Hamburg,U,Research Associate for the project Cluster of Excellence Quantum Universe Platform for Innovation in Detector science,A,DE
1301,1302,20211209,university,King's College London,U,Research Associate,A,GB
1302,1303,20211113,,kiutra GmbH,O,Software Developer (m/f/x),A,DE
1303,1304,20220217,aims to make the technology of quantum computing accessible to users in research and industry,QAR-Lab – Quantum Applications and Research Laboratory,O,Research assistant (m/f/d) with a focus on quantum computing optimization problems,A,DE
1304,1305,20220624,independent quantum computing company,Cambridge Quantum Computing,O,"Research Scientist, Quantum Error Correction",A,GB
1305,1306,20210805,,IC Resources,O,Quantum Engineer,A,GB
1306,1307,20220124,a technology company,IBM,O,R&D Development Engineer Processor Logic Designer (m/f/x),A,DE
1307,1308,20220116,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Strategic Business Development Manager,A,GB
1308,1309,20220209,a leading IT service provider for network performance and data security in the DACH region,dacoso data communication solutions GmbH,O,Solution Consultant (m/w/d) - Quantum Safe Communications im Bereich Carrier,A,DE
1309,1310,20220129,a quantum computing hardware and software company,Oxford Quantum Circuits,O,QCaaS Developer,A,GB
1310,1311,20220225,,Helmholtz-Zentrum Dresden-Rossendorf,O,PhD Student (f/m/d) developing a highly efficient GPU implementation of the ab initio path integral Monte Carlo (PIMC) method,A,DE
1311,1312,20210807,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,DLR - DAAD Doctoral Fellowship - Materials Science & Quantum Computing,A,DE
1312,1313,20211026,university,Technical University of Munich (TUM),U,We are looking for a full-time research assistant (m/f/d) on the topic of &quot;Quantum Communication in 6G Networks&quot;,A,DE
1313,1314,20211003,a cutting edge technology company,Quantum Detectors,O,FPGA Engineer,A,GB
1314,1315,20210318,independent quantum computing company,Cambridge Quantum Computing,O,"Research Scientist, Quantum Error Correction",A,GB
1315,1316,20210629,"a German educational
institution focused on research, teaching, and innovation",Karlsruhe Institute of Technology (KIT),O,Tenure-Track-Professorship on Quantum Control of Spins on Surfaces (W1) at the Physikalisches Institut,F,DE
1316,1317,20210312,quantum computing hardware company,IQM,O,"Quantum Engineer/Grant Manager - Munich, Germany (m/f/d)",A,DE
1317,1318,20220204,Recruitment Agency,Amazing Prospects Ltd,O,Technology Sales Consultant Machine Learning Quantum Graduate,A,GB
1318,1319,20220607,university,Universitt zu Koln,U,PhD position in Sub-THz spectroscopy of quantum materials (f/m/d) CRC 1238 | Control and dynamics of quantum materials,A,DE
1319,1320,20220330,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Postdoc - Ultra-high vacuum lithography of high-performance superconducting qubits,P,DE
1320,1321,20220530,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Senior Digital Design Engineer,A,GB
1321,1322,20210324,,Max Planck Institute for the Science of Light,O,PhD student position (f/m/d) | Quantum Optics and Quantum Technologies,A,DE
1322,1323,20211018,a research institute in which scientists and engineers work together,Leibniz Institute for Solid State and Materials Research Dresden (IFW Dresden),O,PhD position (m/f/d) 630-21-40000,A,DE
1323,1324,20220620,university,Newcastle University,U,Lecturer/Senior Lecturer in Astrophysics,F,GB
1324,1325,20220401,university,University of Bristol,U,Lecturer/Senior Lecturer/Associate Professor in Quantum Computing Theory,F,GB
1325,1326,20211009,independent quantum computing company,Cambridge Quantum Computing,O,Research Scientist (Quantum Algorithms),A,GB
1326,1327,20220218,university,University of Sheffield,U,Research Associate,A,GB
1327,1328,20210909,university,University of Oxford,U,Postdoctoral Research Associate in Computational Chemistry,P,GB
1328,1329,20220212,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,DevOps Engineer und Linux Administrator (m/w/d),A,DE
1329,1330,20220703,,Qruise,O,Senior Scientific Python Developer,A,DE
1330,1331,20220827,a technology company,IBM,O,IBM Quantum Industry Consultant Communications (f/m/x),A,DE
1331,1332,20220511,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,PhD Vacancy - Visualising thermal and spin currents at the nanoscale,A,GB
1332,1333,20220523,symmetric encryption reborn for the cloud,ArQit Limited,O,Technical Security Engineer,A,GB
1333,1334,20220215,university,University of Glasgow,U,Research Associate in Cryoelectronics x 3,A,GB
1334,1335,20210508,,Bosch Group,O,Research Scientist Quantum Sensors,A,DE
1335,1336,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,HR Specialist,A,GB
1336,1337,20220414,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,IT Operations Manager DevOps,A,DE
1337,1338,20210909,university,University of Oxford,U,Postdoctoral Research Associate in Advanced Numerical Optimisation in Magnetic Resonance,P,GB
1338,1339,20211201,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Application-oriented algorithm and software development for quantum computers,A,DE
1339,1340,20210319,,Helmholtz-Zentrum Dresden-Rossendorf,O,Postdoctoral Researcher (f/m/d) Noisy Quantum Computing for Matter under Extreme Conditions,P,DE
1340,1341,20210326,university,University of Bristol,U,"Post-Doctoral Research Associate / Senior Research Associate in quantum imaging, ranging and sensing",P,GB
1341,1342,20211215,a forefront research organizations in the fields of quantum physics and photonics,Max Planck Institute of Quantum Optics (MPQ),O,PhD Positions |Quantum science and technology,A,DE
1342,1343,20210706,university,University of Sheffield,U,Research Associate,A,GB
1343,1344,20210501,university,Saarland University,U,Academic research assistant (m/f/x),A,DE
1344,1345,20210612,offshore and onshore contract drilling and drilling-related services,Parker Drilling Company,O,Engineer Electronics for Quantum Sensors,A,DE
1345,1346,20220930,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Speculative application for the department of Micro- and Nanostructured Optics (IOF-2022-57),A,DE
1346,1347,20220904,university,University of Kent,U,Lecturer in Physics,F,GB
1347,1348,20220921,university,Berlin Institute of Technology (Technische Universitat Berlin),U,Wiss. Employee in (postdoc) (d/m/f),P,DE
1348,1349,20211122,university,University of Cambridge,U,Leigh Trapnell Professorship of Quantum Physics,F,GB
1349,1350,20220724,,Nature Research,O,"Team Manager (Quantum, Atomic, Molecular and Optical physics), Nature Communications",A,GB
1350,1351,20220305,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,Cloud Developer (m/f/d),A,DE
1351,1352,20220730,a technology company,IBM,O,Quantum Industry Consultant Manufacturing (f/m/x),A,DE
1352,1353,20220306,university,Universitat Hamburg,U,Research Associates (2 positions) in Higgs physics at ATLAS and CMS,A,DE
1353,1354,20210828,,Infineon Technologies,O,Principal System Architect Quantum Computing (f/m/div)*,A,DE
1354,1355,20220810,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Project Manager Quantum Technologies (IOF-2022-3),A,DE
1355,1356,20210925,symmetric encryption reborn for the cloud,ArQit Limited,O,Software Engineers - all levels,A,GB
1356,1357,20210414,independent quantum computing company,Cambridge Quantum Computing,O,Senior Software Developer,A,GB
1357,1358,20220429,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,Cloud developer / software developer (m/f/d),A,DE
1358,1359,20211104,independent quantum computing company,Cambridge Quantum Computing,O,Senior Product Manager - Cybersecurity,A,GB
1359,1360,20221105,university,Technische Universitt Hamburg,U,Office assistant (m/f/d),A,DE
1360,1361,20210615,university,University of Nottingham,U,Research Associate/Fellow: Diamond based quantum sensing (Fixed term),A,GB
1361,1362,20210217,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,Assistant in Personnel Management (German-Language),A,DE
1362,1363,20220715,university,Universitat Hamburg,U,Research Associate for the Project Engineering many-body states atom by atom and exploring non-equilibrium dynamics therein,A,DE
1363,1364,20210727,a manufacturer,Teledyne e2V Space Imaging,O,Principle Engineer - Systems and Quantum,A,GB
1364,1365,20220228,,Physikalisch-Technische Bundesanstalt (PTB),O,PhD student (m/f/d) in the field of quantum technologies,A,DE
1365,1366,20220805,university,University of Warwick,U,Research Fellow,A,GB
1366,1367,20221205,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Project coordinator & science communicator photonic quantum technologies (IOF-2022-123),A,DE
1367,1368,20220614,university,University of Oxford,U,Postdoctoral Research Associate in Mathematical Physics,P,GB
1368,1369,20220517,major German automobile manufacturer,Volkswagen AG,O,Internship or writing a master's thesis (f/m/d) in the field of quantum computing,I,DE
1369,1370,20220408,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Master Thesis - Simulating topological material-based quantum information processing devices,A,DE
1370,1371,20220113,Recruitment Agency,Amazing Prospects Ltd,O,Machine Learning Consultant PhD,A,GB
1371,1372,20210409,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,RF/Electrical engineer or physicist - Superconducting Quantum Computing,A,GB
1372,1373,20220830,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,PRAKTIKANT*IN- Quantum Computing for Circuits,A,DE
1373,1374,20211013,,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,Expert (m/f/d) in High Performance and Parallel Computing for Life Science,A,DE
1374,1375,20211029,university,Technical University of Munich (TUM),U,Optimizing Compilers for Digital Quantum Computing,A,DE
1375,1376,20210622,university,University of Oxford,U,Marie Skodowska-Curie Early-stage researcher in experimental quantum and optical technology,A,GB
1376,1377,20220705,symmetric encryption reborn for the cloud,ArQit Limited,O,Integration and Test Engineer,A,GB
1377,1378,20210605,global professional services company,Accenture,O,Blockchain Solution Architect,A,GB
1378,1379,20220220,aims to make the technology of quantum computing accessible to users in research and industry,QAR-Lab – Quantum Applications and Research Laboratory,O,Project coordinator (m/f/d) in the field of quantum computing,A,DE
1379,1380,20210306,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Communications & Marketing Specialist,A,GB
1380,1381,20210727,global pharmatech company,Exscientia,O,Research Scientist - Quantum Mechanics,A,GB
1381,1382,20220913,university,Carl von Ossietzky Universitt Oldenburg,U,"Postdoc-position in Electrophysiology (m,f,d), E13",P,DE
1382,1383,20210326,integrated systems company,Rigetti,O,Infrastructure Software Engineer,A,GB
1383,1384,20211030,symmetric encryption reborn for the cloud,ArQit Limited,O,Systems Engineering Manager,A,GB
1384,1385,20210531,university,University of Edinburgh,U,Senior Research Programmer,A,GB
1385,1386,20211201,"a German educational
institution focused on research, teaching, and innovation",Karlsruhe Institute of Technology (KIT),O,Postdoctoral Researcher (f/m/d) Project A11 Electromagnetic fields interacting with Quantum matter,P,DE
1386,1387,20220822,university,University of Glasgow,U,Research Associate,A,GB
1387,1388,20210623,university,Saarland University,U,W2-Professor of Physical and Theoretical Chemistry (Reference W1913),F,DE
1388,1389,20220325,independent quantum computing company,Cambridge Quantum Computing,O,Software Quality Assurance Engineer,A,GB
1389,1390,20210228,,Q-CTRL,O,Senior Quantum Control Engineer,A,DE
1390,1391,20220715,,Infleqtion / ColdQuanta,O,Office Manager,A,GB
1391,1392,20220329,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Project management of quantum computing with a focus on software engineering and machine learning,A,DE
1392,1393,20220830,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position Multi-Qubit Control,A,DE
1393,1394,20210414,,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,Quantum Computing Specialist (f/m/d),A,DE
1394,1395,20220423,independent quantum computing company,Cambridge Quantum Computing,O,"Partner Manager, Quantum Software",A,GB
1395,1396,20220108,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Quantum Hardware Engineer,A,GB
1396,1397,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,RF Electronics Engineer,A,GB
1397,1398,20220212,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Executive Recruiter,A,DE
1398,1399,20220429,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position Computational quantum many-body physics,A,DE
1399,1400,20220810,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student Assistant - Quantum Machine Learning / Quantum Circuit Compilation,I,DE
1400,1401,20211116,university,University of Bristol,U,Research Associate / Senior Research Associate in Quantum Communications Systems,A,GB
1401,1402,20221208,,IC Resources,O,Senior Software Engineer,A,DE
1402,1403,20220430,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Diamond Process Lead Scientist,A,DE
1403,1404,20220523,a leading-edge photonics company,UniKLasers,O,Senior Optical Engineer,A,GB
1404,1405,20200926,integrated systems company,Rigetti,O,Quantum Engineer,A,GB
1405,1406,20210731,university,Rheinische Friedrich-Wilhelms-Universitt Bonn,U,W2 professorship for Quantum Computing and in personal union head of a working group at the Fraunhofer Institute for Algorithms and Scientific Computing SCAI,F,DE
1406,1407,20220424,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Partnerships Specialist,A,GB
1407,1408,20210511,symmetric encryption reborn for the cloud,ArQit Limited,O,DevOps Engineer,A,GB
1408,1409,20211011,,KETS Quantum Security Ltd,O,Principal Production Engineer,A,GB
1409,1410,20220810,"an independent, non-profit research organization",Max Planck Institute for Nuclear Physics,O,"PhD, Postdoc, and Group-Leader positions (m/f/d) | Quantum dynamics and control",P,DE
1410,1411,20221102,university,Georg-August-Universitat Gottingen,U,PhD Position (all genders welcome),A,DE
1411,1412,20220322,laboratoire de recherche allemand,Helmholtz-Zentrum Berlin fr Materialien und Energie GmbH,O,PhD student in physics for the research group Quantum Information with Solid State Spins,A,DE
1412,1413,20210316,,Physikalisch-Technische Bundesanstalt (PTB),O,Doktorand / Doktorandin (m/w/d) mit dem Fokus auf Quantensensorik,A,DE
1413,1414,20220614,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Digital Design Engineer,A,GB
1414,1415,20211030,,Fraunhofer-Institut fr Integrierte Schaltungen,O,Technical project manager,A,DE
1415,1416,20210902,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Head of Quantum Materials,A,DE
1416,1417,20211011,,KETS Quantum Security Ltd,O,Head of Tech & Engineering,A,GB
1417,1418,20220118,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Quantum Computing Internship Scheme for PhD Students,I,GB
1418,1419,20210722,university,University of Glasgow,U,Reasearch Associate,A,GB
1419,1420,20220322,the world's leading applied research organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student assistant in the field of optical systems,A,DE
1420,1421,,the company developing III-V semiconductor-based quantum photonics,AegiQ,O,Quantum Technology Internships 2022,I,GB
1421,1422,20210918,,Max-Planck-Institut fr Festkrperforschung,O,PhD positions (PhD students / research assistants) at the Max Planck Graduate Center for Quantum Materials (f / m / d),A,DE
1422,1423,20210417,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Junior Project Engineer,A,GB
1423,1424,20210306,Developer of quantum computing technologies,Oxford Ionics,O,Grant Writer,A,GB
1424,1425,20220331,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Graduate Recruitment Scheme,A,GB
1425,1426,20220218,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Master Thesis - Investigation of magnetic topological insulator superconductor devices,A,DE
1426,1427,20220509,university,University of Birmingham,U,Research Fellow - Ultracold Atoms and Quantum Gases - Physics and Astronomy - 99564,A,GB
1427,1428,20211029,university,Technical University of Munich (TUM),U,PhD position in microwave quantum sensing,A,DE
1428,1429,20220406,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,IT Operations Manager,A,DE
1429,1430,20220816,university,University of Cambridge,U,Research Coordinator & PA to Head of Photonics and Quantum Technologies Theme,A,GB
1430,1431,20220518,quantum technologies,QuantrolOx Ltd,O,Applied Researcher,A,GB
1431,1432,20220630,independent quantum computing company,Cambridge Quantum Computing,O,Senior Compiler Engineer (Quantum Software),A,GB
1432,1433,20221027,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Senior Software Engineer,A,DE
1433,1434,20210830,a forefront research organizations in the fields of quantum physics and photonics,Max Planck Institute of Quantum Optics (MPQ),O,Public Outreach Manager (m/w/d),A,DE
1434,1435,20210324,university,University of York,U,Technical Specialist,A,GB
1435,1436,20220319,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Recruitment Assistant,A,GB
1436,1437,20221130,,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,HPC Systems Software Engineer (f/m/d) for HPC-Quantum Hybrid Software Stack,A,DE
1437,1438,20211216,,Adva Optical Networking,O,Engineer Advanced Technology (M/F/D),A,DE
1438,1439,20210615,,KETS Quantum Security Ltd,O,Electronics Engineer,A,GB
1439,1440,20220221,independent quantum computing company,Cambridge Quantum Computing,O,Machine Learning Engineer,A,GB
1440,1441,20220110,multi-sector recruitment company,1-1 Recruitment,O,Photonics Engineer,A,GB
1441,1442,20220209,a cutting edge technology company,Quantum Detectors,O,Technical Sales Engineer,A,GB
1442,1443,20220608,university,Aarhus University (AU),U,Research assistant in Ultrashort pulse generation and low temperature measurements,A,DK
1443,1444,20220523,"an application-oriented research institute in the fields of high-frequency electronics, photonics and quantum physics","Ferdinand Braun Institute, Leibniz Institute for High Frequency Technology (FBH)",O,Mechanical engineer / (m/f/d),A,DE
1444,1445,20201115,,ML4Q,O,ML4Q Undergraduate Research Internship Program,I,DE
1445,1446,20220414,automotive company,Continental,O,Sales & Business Development Manager Quantum Inventions (m/f/diverse),A,DE
1446,1447,20220424,cybersecurity company,PQShield,O,Hardware Verification Engineer,A,GB
1447,1448,20220402,symmetric encryption reborn for the cloud,ArQit Limited,O,Senior QA Engineer / Automation Engineer,A,GB
1448,1449,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Financial Controller,A,GB
1449,1450,20210603,,Physikalisch-Technische Bundesanstalt (PTB),O,Doktorand / Doktorandin (m/w/d) auf dem Gebiet der Quantentechnologien,A,DE
1450,1451,20220305,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,"Safety, Health and Environment (SHE) Advisor",A,GB
1451,1452,20220126,an international pioneer in the aerospace industry,Airbus,O,Laser Optical Communications Solutions + Quantum Key Distribution (QKD) (d/m/w),A,DE
1452,1453,20220308,a leading global financial services firm,JP Morgan Chase,O,FLARE R&D Research Lead (Vice President) in EMEA,A,GB
1453,1454,20210311,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Optimal Control for Experimental Quantum Technologies,A,DE
1454,1455,20220523,Developer of quantum computing technologies,Oxford Ionics,O,Senior Engineering Lab Technician,A,GB
1455,1456,20210526,software solutions,EASYRECRUE,O,Engineer Electronics for Quantum Sensors,A,DE
1456,1457,20220623,,KETS Quantum Security Ltd,O,FPGA Engineer,A,GB
1457,1458,20220426,major Japanese manufacturer of computers and electronic devices for consumers and industry,Toshiba,O,Research Scientist - Quantum Light Detectors,A,GB
1458,1459,20220630,university,Technical University of Munich (TUM),U,Manager Venturing & Network (m/f/d) full-time,A,DE
1459,1460,20220201,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Executive Assistant,A,GB
1460,1461,20220503,university,University of Dundee,U,Senior Computational Chemist,A,GB
1461,1462,20220620,,Quantum Technologies UG (limited liability),O,Physicist (m/f/d) in the field of quantum technology,A,DE
1462,1463,20220504,university,Universitt Freiburg,U,PostDoc Position: Miniaturization of optically pumped alkali magnetometers (OPM),P,DE
1463,1464,20220630,a cutting edge technology company,Quantum Detectors,O,Electronic Engineer,A,GB
1464,1465,20221011,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe X-ray astronomy,A,DE
1465,1466,20220624,,Freistaat Sachsen,O,Project assistant (m/f/d),A,DE
1466,1467,20210418,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Quantum Software Engineer,A,GB
1467,1468,20210326,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Quantum Scientist (Solid-State Chemistry),A,GB
1468,1469,20210925,university,Technical University of Munich (TUM),U,Masters on biophysical characterization of biomagnetic structures using a quantum diamond microscope,A,DE
1469,1470,20220404,university,Carl von Ossietzky Universitt Oldenburg,U,"Research Assistant (m/f/d), E13",A,DE
1470,1471,20220424,Recruitment Agency,Amazing Prospects Ltd,O,C++ Quantum Computing Software Engineer,A,GB
1471,1472,20221205,a multinational team specialized in cross-border recruiting,people-s-place GmbH,O,Accountant - German & English,A,DE
1472,1473,20220118,hybrid quantum computing,Quantum Business Network UG (haftungsbeschrnkt),O,Project Manager and Executive Assistant (m/f/d),A,DE
1473,1474,20210811,university,University of York,U,Research Associate,A,GB
1474,1475,20210518,international state-of-the-art competence center for science & technology as well as service & transfer for innovations in and by crystalline materials,Leibniz Institute for Crystal Growth (IKZ),O,Junior Research Group Leader (m/f/d),A,DE
1475,1476,20220624,symmetric encryption reborn for the cloud,ArQit Limited,O,Global Cloud Service Director,A,GB
1476,1477,20220601,university,Heriot Watt University,U,Research Associate in Electromagnetic Compatibility Testing for Quantum Technology,A,GB
1477,1478,20210501,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Research Scientist,A,GB
1478,1479,20221102,American tech multinational,Amazon,O,"Sr. Applied Scientist, Devices and Services Cryptography Team",A,DE
1479,1480,20220831,university,University of Copenhagen,U,Coordinator for new quantum research hub,A,DK
1480,1481,20220625,a technology company,IBM,O,"Research Software Engineer, Accelerated Discovery",A,GB
1481,1482,20211117,,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,HPC Software Engineer for Quantum Computing (f/m/d),A,DE
1482,1483,20220708,university,University of Copenhagen,U,Coordinator for start-up of new quantum research hub,A,DK
1483,1484,20220411,university,Queens University Belfast,U,Senior Research Fellow in Integrated Photonic Design,A,GB
1484,1485,20220409,independent quantum computing company,Cambridge Quantum Computing,O,Quantum Research Scientist - Circuit Synthesis,A,DE
1485,1486,20220206,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Senior Technical Project Manager,A,GB
1486,1487,20220615,independent quantum computing company,Cambridge Quantum Computing,O,Personal Assistant (PA) and Office Manager,A,GB
1487,1488,20211117,university,Durham University,U,Post Doctoral Research Associate in Quantum Light and Matter,P,GB
1488,1489,20210615,develops and manufactures high-end laser systems for scientific and industrial applications,TOPTICA Photonics,O,Sales Manager Europe (m/f/d) - Quantum Technologies,A,DE
1489,1490,20220816,,NORBLIS,O,Engineers for Developing Novel Mid-Infrared and Quantum Imaging Systems,A,DK
1490,1491,20220415,,Siemens Energy,O,Contract Manager (f/m/d) Project Execution/ Delay and Quantum Expert,A,DE
1491,1492,20220510,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Recruiter,A,GB
1492,1493,20210714,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Photon sources for optical quantum computing,A,DE
1493,1494,20220511,a high-tech startup,Q.ANT GmbH,O,Laboratory Engineer New Product Introduction (m/f/d),A,DE
1494,1495,20210920,university,Imperial College London,U,Research Associate,A,GB
1495,1496,20220622,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student assistants (m/f/d) for the field of quantum computing,I,DE
1496,1497,20210417,technology company,Microsoft,O,Molecular Beam Epitaxy Engineer - Quantum Team,A,DK
1497,1498,20210416,university,University of Bristol,U,Research Associate / Senior Research Associate in QET Labs,A,GB
1498,1499,20221207,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Initiative Application (m/w/d),A,DE
1499,1500,20210825,artificial intelligence company,Mind Foundry,O,Research Scientist (Quantum),A,GB
1500,1501,20220223,university,Heriot Watt University,U,Project Manager,A,GB
1501,1502,20210605,university,Technical University of Braunschweig,U,PhD student in theoretical atomic physics,A,DE
1502,1503,20220118,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Product Design Intern,I,GB
1503,1504,20210310,university,University of Glasgow,U,Professor in Manufacturing Engineering,F,GB
1504,1505,20210521,a global hospitality company,The One Group,O,Detector Scientist,A,GB
1505,1506,20210918,Scientific institute,Max Planck Institute for Solid State Research,O,PhD positions at Max Planck Graduate Center for Quantum Materials,A,DE
1506,1507,20210306,university,Heriot Watt University,U,Research Associate in Novel quantum memory platforms with stoichiometric rare earth crystals,A,GB
1507,1508,20221115,a technology company,IBM,O,"Internship: ) FPGA Designer - Quantum Computing (m,w,x)",I,DE
1508,1509,20220216,science research institute,Fritz Haber Institute of the Max Planck Society,O,PhD Position | Exploring ultrafast dynamics in strained quantum materials,A,DE
1509,1510,20220921,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Research Associate for Quantum Computing,A,DE
1510,1511,20211030,,Crypto Quantique,O,Product Manager,A,GB
1511,1512,20210618,diamond company,De Beers Group of Companies,O,Intern,I,GB
1512,1513,20220511,a high-tech startup,Q.ANT GmbH,O,Quantum Algorithm Developer (m/f/d),A,DE
1513,1514,20220219,"SaaS platform for Clubs, Federations, Coaches, Scouts and Agents to manage scouting, players, teams",TALENTspy,O,(Senior) Specialist Quantum Computing (m/f/d),A,DE
1514,1515,20211108,"a leading global provider of audit and assurance, consulting, financial advisory, risk advisory, tax, and related services",Deloitte,O,(Senior) Consultant (m/w/d) The Garage - Quantum.Link - Schwerpunkt Quantencomputing,A,DE
1515,1516,20220905,university,Universitat Hamburg,U,Consultant (f/m/d) for diversity and equality,A,DE
1516,1517,20210825,Technology and Professional Recruitment Services,SoCode,O,Quantum Algorithm Developer - Cambridge - Competitive Salary,A,GB
1517,1518,20200718,a quantum computing hardware and software company,Oxford Quantum Circuits,O,FPGA Design Engineer,A,GB
1518,1519,20211202,university,University of Rostock,U,P 277/2021 Research Assistant (m/f/d),A,DE
1519,1520,20220703,"technology, software and digital recruitment consultancy",Understanding Recruitment,O,Applied Researcher,A,GB
1520,1521,20220922,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,ML/AI Developer | C++ (m/w/d),A,DE
1521,1522,20211231,symmetric encryption reborn for the cloud,ArQit Limited,O,Senior Systems Engineer - Space and Quantum,A,GB
1522,1523,20220421,university,Technical University of Munich (TUM),U,Research assistant (HiWi) in project management as part of the Munich Quantum Valley Initiative (m/f/d),A,DE
1523,1524,20211118,university,Technical University of Munich (TUM),U,Research Coordinator Quantum Computing (m / f / d),A,DE
1524,1525,20211126,major German automobile manufacturer,Volkswagen AG,O,Quantum Computing Expert (w/m/d),A,DE
