,0,1,2,3,4,5,6
2081,countRef,openDate,employer,employerType,jobTitle,type,countries
2082,001042,20210710,IBM,O,Development Engineer Processor Development (m / f / x),A,DE
2083,countRef,openDate,employer,employerType,jobTitle,type,countries
2084,001043,20211201,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Application research in a quantum computing project,A,DE
2085,countRef,openDate,employer,employerType,jobTitle,type,countries
2086,001044,20210923,Universitat Hamburg,U,Research Associate for the Project Quantum information with Yb Rydberg atoms,A,DE
2087,countRef,openDate,employer,employerType,jobTitle,type,countries
2088,001045,20220514,Accenture,O,Junior Quantum Computing Software Engineer (all genders),A,DE
2089,countRef,openDate,employer,employerType,jobTitle,type,countries
2090,001046,20220920,Quantistry GmbH,O,(Junior) Sales Manager (m/f/d),A,DE
2091,countRef,openDate,employer,employerType,jobTitle,type,countries
2092,001047,20211209,Universitat Konstanz,U,Three Postdoctoral positions (2021/309),P,DE
2093,countRef,openDate,employer,employerType,jobTitle,type,countries
2094,001048,2022-09-03,Infineon Technologies,O,Doctoral Thesis: Quantum Technology (f/m/div),A,DE
2095,countRef,openDate,employer,employerType,jobTitle,type,countries
2096,001049,20211020,Queens University Belfast,U,Research Fellow,A,GB
2097,countRef,openDate,employer,employerType,jobTitle,type,countries
2098,001050,20220521,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Nanoscale study of superconductors for qubits,A,DE
2099,countRef,openDate,employer,employerType,jobTitle,type,countries
2100,001051,20210522,University of Nottingham,U,Research Associate/Fellow in non-equilibrium physics (Fixed-term),A,GB
2101,countRef,openDate,employer,employerType,jobTitle,type,countries
2102,001052,2022-11-06,Infineon Technologies,O,"Director Strategy and M&A, Focus: Quantum Industry Consortium (f/m/div)",A,DE
2103,countRef,openDate,employer,employerType,jobTitle,type,countries
2104,001053,20220815,Quantum Machines,O,RF Electronics Engineer/Physicist,A,DK
2105,countRef,openDate,employer,employerType,jobTitle,type,countries
2106,001054,20210403,Quantum Brilliance,O,Managing Director (m / f / d) (Germany),A,DE
2107,countRef,openDate,employer,employerType,jobTitle,type,countries
2108,001055,20220714,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Generative Models for simulating complex detectors,A,DE
2109,countRef,openDate,employer,employerType,jobTitle,type,countries
2110,001056,20220319,Amazing Prospects Ltd,O,Python C++ Quantum Computing Software Engineer,A,GB
2111,countRef,openDate,employer,employerType,jobTitle,type,countries
2112,001057,20220308,ArQit Limited,O,Head of Finance Systems,A,GB
2113,countRef,openDate,employer,employerType,jobTitle,type,countries
2114,001058,2022-11-19,Oxford Ionics,O,Senior Software Engineer,A,GB
2115,countRef,openDate,employer,employerType,jobTitle,type,countries
2116,001059,20211120,Technical University of Munich (TUM),U,PostDoc in Quantum Computing (m/f/d),P,DE
2117,countRef,openDate,employer,employerType,jobTitle,type,countries
2118,001060,20210709,Infleqtion / ColdQuanta,O,Embedded Software Engineer,A,GB
2119,countRef,openDate,employer,employerType,jobTitle,type,countries
2120,001061,20220805,JP Morgan Chase,O,Future Lab For Applied Research And Engineering - VP or Associate,A,GB
2121,countRef,openDate,employer,employerType,jobTitle,type,countries
2122,001062,20210612,Cambridge Quantum Computing,O,Photonics Internship,I,GB
2123,countRef,openDate,employer,employerType,jobTitle,type,countries
2124,001063,20220129,Cambridge Quantum Computing,O,Senior IT Systems & Network Analyst,A,GB
2125,countRef,openDate,employer,employerType,jobTitle,type,countries
2126,001064,20220122,Riverlane,O,Senior Embedded Software Engineer,A,GB
2127,countRef,openDate,employer,employerType,jobTitle,type,countries
2128,001065,20211120,Durham University,U,Assistant Professor in Quantum Light and Matter (PHYS22-3),F,GB
2129,countRef,openDate,employer,employerType,jobTitle,type,countries
2130,001066,20220106,Oxford Quantum Circuits,O,IT and Network Engineer,A,GB
2131,countRef,openDate,employer,employerType,jobTitle,type,countries
2132,001067,20220212,Quantum Brilliance,O,Executive Assistant (Managing Director's Office),A,DE
2133,countRef,openDate,employer,employerType,jobTitle,type,countries
2134,001068,20210513,Technical University of Munich (TUM),U,PhD student position,A,DE
2135,countRef,openDate,employer,employerType,jobTitle,type,countries
2136,001069,20211023,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Optimal Control Theory for Emerging Quantum Technologies,A,DE
2137,countRef,openDate,employer,employerType,jobTitle,type,countries
2138,001070,20220615,Dresden University of Technology,U,3 Research Associates (m/f/x),A,DE
2139,countRef,openDate,employer,employerType,jobTitle,type,countries
2140,001071,20210220,Vodafone,O,Quantum Researcher,A,GB
2141,countRef,openDate,employer,employerType,jobTitle,type,countries
2142,001072,20220830,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Nanoscale study of superconductors for qubits,A,DE
2143,countRef,openDate,employer,employerType,jobTitle,type,countries
2144,001073,20220827,Imperial College London,U,Research Assistant / Associate in Quantum Algorithms for the Simulation of Turbulent Flows,A,GB
2145,countRef,openDate,employer,employerType,jobTitle,type,countries
2146,001074,20220905,Science and Technology Facilities Council (STFC),O,Novel Quantum Materials Industrial Placement,A,GB
2147,countRef,openDate,employer,employerType,jobTitle,type,countries
2148,001075,20210513,Cambridge Quantum Computing,O,"IT Systems & Network Administrator London, Victoria",A,GB
2149,countRef,openDate,employer,employerType,jobTitle,type,countries
2150,001076,20210414,Riverlane,O,FPGA Design Engineer,A,GB
2151,countRef,openDate,employer,employerType,jobTitle,type,countries
2152,001077,20210714,Karlsruhe Institute of Technology (KIT),O,Research Associate (f/m/d),A,DE
2153,countRef,openDate,employer,employerType,jobTitle,type,countries
2154,001078,20211021,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Optimal Control Theory for Open Quantum Systems,A,DE
2155,countRef,openDate,employer,employerType,jobTitle,type,countries
2156,001079,20210722,Amazon,O,Senior Quantum Research Scientist,A,DE
2157,countRef,openDate,employer,employerType,jobTitle,type,countries
2158,001080,20220215,Helmholtz-Zentrum Berlin fr Materialien und Energie GmbH,O,PhD Student (f/m/d) with M.Sc. in Physics,A,DE
2159,countRef,openDate,employer,employerType,jobTitle,type,countries
2160,001081,20220806,Infleqtion / ColdQuanta,O,Mechanical Engineer,A,GB
2161,countRef,openDate,employer,employerType,jobTitle,type,countries
2162,001082,20220114,Technical University of Munich (TUM),U,PhD-Studentships: Deterministic Entangled Photon Sources built using Semiconductor Quantum Dot Molecules,A,DE
2163,countRef,openDate,employer,employerType,jobTitle,type,countries
2164,001083,20210427,Toshiba,O,Research Scientist - Chip-based Quantum Communications,A,GB
2165,countRef,openDate,employer,employerType,jobTitle,type,countries
2166,001084,2022-11-19,Atos,O,HPC System Engineer HW (m/f/d),A,DE
2167,countRef,openDate,employer,employerType,jobTitle,type,countries
2168,001085,20210626,Quantum-Futures,O,Quantum Research Scientist,A,DE
2169,countRef,openDate,employer,employerType,jobTitle,type,countries
2170,001086,20201109,Cambridge Quantum Computing,O,Patent Lawyer (Patent Attorney/In-House Counsel),A,GB
2171,countRef,openDate,employer,employerType,jobTitle,type,countries
2172,001087,20211014,Friedrich-Schiller-Universitt Jena,U,Scientific: r Employee: in IT (m / f / d),A,DE
2173,countRef,openDate,employer,employerType,jobTitle,type,countries
2174,001088,20210310,University of York,U,Research Associate in Quantum Communications,A,GB
2175,countRef,openDate,employer,employerType,jobTitle,type,countries
2176,001089,20210814,Lancaster University,U,Cleanroom Manager,A,GB
2177,countRef,openDate,employer,employerType,jobTitle,type,countries
2178,001090,20211127,Julich Supercomputing Centre / Forschungszentrum Julich,O,Bachelor/Master Student,A,DE
2179,countRef,openDate,employer,employerType,jobTitle,type,countries
2180,001091,20220512,ANGOKA,O,Graduate Marketing & Events Assistant,A,GB
2181,countRef,openDate,employer,employerType,jobTitle,type,countries
2182,001092,20210612,University of Cologne,U,PhD position (f/m/d),A,DE
2183,countRef,openDate,employer,employerType,jobTitle,type,countries
2184,001093,20210513,University of Oxford,U,Postdoctoral Research Assistant in Nanocluster Engineering of Topological Quantum Materials,P,GB
2185,countRef,openDate,employer,employerType,jobTitle,type,countries
2186,001094,20210623,Saarland University,U,Academic research assistent (m/f/x),A,DE
2187,countRef,openDate,employer,employerType,jobTitle,type,countries
2188,001095,20220702,Science and Technology Facilities Council (STFC),O,Outreach and Engagement Officer,A,GB
2189,countRef,openDate,employer,employerType,jobTitle,type,countries
2190,001096,20220506,Imperial College London,U,Research Associate the synthesis of two-dimensional (2D) Janus transition metal dichacolgenides for quantum technologies,A,GB
2191,countRef,openDate,employer,employerType,jobTitle,type,countries
2192,001097,20220913,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,"PhD, PostDoc and Nonscientific Staff in Quantum Computing",P,DE
2193,countRef,openDate,employer,employerType,jobTitle,type,countries
2194,001098,20221027,Universal Quantum,O,"Operations Lead, Germany",A,DE
2195,countRef,openDate,employer,employerType,jobTitle,type,countries
2196,001099,20210830,Cambridge Consultants Ltd,O,Senior Technologist - Cyber / Digital security,A,GB
2197,countRef,openDate,employer,employerType,jobTitle,type,countries
2198,001100,20210529,Oxford Quantum Circuits,O,"Software Engineer, Quantum Control Systems",A,GB
2199,countRef,openDate,employer,employerType,jobTitle,type,countries
2200,001101,20220424,Oxford Quantum Circuits,O,Senior Software Engineer,A,GB
2201,countRef,openDate,employer,employerType,jobTitle,type,countries
2202,001102,20220812,Airbus,O,Optical Instruments Performance Engineer (d/f/m),A,DE
2203,countRef,openDate,employer,employerType,jobTitle,type,countries
2204,001103,20220922,Quantagonia,O,Working Student: QA & Test Engineer (m/w/d),I,DE
2205,countRef,openDate,employer,employerType,jobTitle,type,countries
2206,001104,20210402,Karlsruhe Institute of Technology (KIT),O,Masterthesis: Development and optimization of a signal processing scheme suitable for multi-qubit applications,A,DE
2207,countRef,openDate,employer,employerType,jobTitle,type,countries
2208,001105,20211107,IBM,O,DevOps/Infrastructure Engineer (m/w/x),A,DE
2209,countRef,openDate,employer,employerType,jobTitle,type,countries
2210,001106,20211120,Quantistry GmbH,O,(Senior) Scientific Consultant (m/f/d),A,DE
2211,countRef,openDate,employer,employerType,jobTitle,type,countries
2212,001107,20210515,Crypto Quantique,O,Product Manager,A,GB
2213,countRef,openDate,employer,employerType,jobTitle,type,countries
2214,001108,20220110,University of Glasgow,U,Research Assistant/Associate,A,GB
2215,countRef,openDate,employer,employerType,jobTitle,type,countries
2216,001109,20210501,UK Research & Innovation (UKRI),O,Facilities Manager,A,GB
2217,countRef,openDate,employer,employerType,jobTitle,type,countries
2218,001110,20220528,IBM,O,Quantum Hardware Engineer (m/f/x),A,DE
2219,countRef,openDate,employer,employerType,jobTitle,type,countries
2220,001111,20220826,Walther Meissner Institute,O,Team Lead Quantum Computing Demonstrator (m/f/d),A,DE
2221,countRef,openDate,employer,employerType,jobTitle,type,countries
2222,001112,20211110,University of Liverpool,U,Lecturer in High-Performance / Quantum Computing Grade 8 (2 Posts),P,GB
2223,countRef,openDate,employer,employerType,jobTitle,type,countries
2224,001113,11/14/2022,University of Exeter,U,Postdoctoral Research Fellow - Quantum Computing and Simulation,P,GB
2225,countRef,openDate,employer,employerType,jobTitle,type,countries
2226,001114,20220805,Oxford Quantum Circuits,O,Purchase Ledger Assistant,A,GB
2227,countRef,openDate,employer,employerType,jobTitle,type,countries
2228,001115,20220303,Quantagonia,O,Senior Research Engineer (Computational Science),A,DE
2229,countRef,openDate,employer,employerType,jobTitle,type,countries
2230,001116,20220825,Infineon Technologies,O,Doctoral Thesis: Quantum Technology (f/m/div)*,A,DE
2231,countRef,openDate,employer,employerType,jobTitle,type,countries
2232,001117,20210505,Max Planck Institute of Quantum Optics (MPQ),O,Mechanical engineer (f/m/d),A,DE
2233,countRef,openDate,employer,employerType,jobTitle,type,countries
2234,001118,20220810,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student Assistants* - HHI-PC,A,DE
2235,countRef,openDate,employer,employerType,jobTitle,type,countries
2236,001119,20220106,Oxford Quantum Circuits,O,Senior Quantum Engineer,A,GB
2237,countRef,openDate,employer,employerType,jobTitle,type,countries
2238,001120,20210324,Quantum Brilliance,O,Geschftsfhrer (m/w/d) ( Deutschland),A,DE
2239,countRef,openDate,employer,employerType,jobTitle,type,countries
2240,001121,20220411,Queens University Belfast,U,Senior Research Fellow in Integrated Photonic Fabrication,A,GB
2241,countRef,openDate,employer,employerType,jobTitle,type,countries
2242,001122,20210417,Max Planck Institute for Nuclear Physics,O,Postdoctoral Researcher (f/m/d) | Non-thermal astrophysics | 07-2021,P,DE
2243,countRef,openDate,employer,employerType,jobTitle,type,countries
2244,001123,20210805,University of Cologne,U,PhD position (f/m/d),A,DE
2245,countRef,openDate,employer,employerType,jobTitle,type,countries
2246,001124,20211118,University of Cambridge,U,Research Associate/Assistant in solid-state quantum optics,A,GB
2247,countRef,openDate,employer,employerType,jobTitle,type,countries
2248,001125,20220614,Riverlane,O,Software Engineer/Senior Software Engineer,A,GB
2249,countRef,openDate,employer,employerType,jobTitle,type,countries
2250,001126,20201107,ORCA Computing,O,Optical Engineer,A,GB
2251,countRef,openDate,employer,employerType,jobTitle,type,countries
2252,001127,20221031,RWTH Aachen,O,Research Assistant with Bachelor Degree (m/w/d) Laboratory Course Quantum Technology,A,DE
2253,countRef,openDate,employer,employerType,jobTitle,type,countries
2254,001128,20220819,Karlsruhe Institute of Technology (KIT),O,3 PhD Students Researchers in Superconducting Qubits,A,DE
2255,countRef,openDate,employer,employerType,jobTitle,type,countries
2256,001129,20210709,IBM,O,Development engineer hardware verification (m / f / x),A,DE
2257,countRef,openDate,employer,employerType,jobTitle,type,countries
2258,001130,20210421,Heriot Watt University,U,Research Associate in Ground Stations for Satellite Quantum Communications,A,GB
2259,countRef,openDate,employer,employerType,jobTitle,type,countries
2260,001131,20210524,University of Bristol,U,Senior Lecturer/ Associate Professor in Optical Communications,F,GB
2261,countRef,openDate,employer,employerType,jobTitle,type,countries
2262,001132,20210603,Helmholtz-Zentrum Dresden-Rossendorf,O,Postdoctoral Scientist (f/m/d) Semiconductor Physics,P,DE
2263,countRef,openDate,employer,employerType,jobTitle,type,countries
2264,001133,20220922,Quantagonia,O,Internships - PhD students from relevant fields (m/w/d),I,DE
2265,countRef,openDate,employer,employerType,jobTitle,type,countries
2266,001134,20210730,Oxford Quantum Circuits,O,Finance Assistant,A,GB
2267,countRef,openDate,employer,employerType,jobTitle,type,countries
2268,001135,20211030,Oxford Ionics,O,Operations Lead,A,GB
2269,countRef,openDate,employer,employerType,jobTitle,type,countries
2270,001136,20221028,Julich Supercomputing Centre / Forschungszentrum Julich,O,Lead developer and system architect for full quantum computer software stack,A,DE
2271,countRef,openDate,employer,employerType,jobTitle,type,countries
2272,001137,20211026,University of Southampton,U,Research Fellow in Coherent Diffraction Imaging,A,GB
2273,countRef,openDate,employer,employerType,jobTitle,type,countries
2274,001138,20220305,Microsoft,O,Senior Quantum Hardware Development Engineer,A,DK
2275,countRef,openDate,employer,employerType,jobTitle,type,countries
2276,001139,20220118,CHARM Tx,O,(Senior) Computational Chemist,A,GB
2277,countRef,openDate,employer,employerType,jobTitle,type,countries
2278,001140,20220423,Oxford Quantum Circuits,O,Cryogenic Systems Engineer,A,GB
2279,countRef,openDate,employer,employerType,jobTitle,type,countries
2280,001141,20210918,Infleqtion / ColdQuanta,O,Opto-Mechanical / Prototype Engineer,A,GB
2281,countRef,openDate,employer,employerType,jobTitle,type,countries
2282,001142,20220627,Deutsches Elektronen-Synchrotron (DESY),O,Postdoc Position in Quantum Machine Learning,P,DE
2283,countRef,openDate,employer,employerType,jobTitle,type,countries
2284,001143,20220601,Universitat Hamburg,U,Scientific coordination of the Wolfgang Pauli Center for Theoretical Physics and the Quantum Universe Research School,A,DE
2285,countRef,openDate,employer,employerType,jobTitle,type,countries
2286,001144,20210916,Amazon,O,"Senior Research Scientist - Optimization, Operations Research",A,GB
2287,countRef,openDate,employer,employerType,jobTitle,type,countries
2288,001145,20220225,Technical University of Munich (TUM),U,Full-Time Research Assistant Post-Doc (m/f/d): Quantum Walks and Quantum Machine Learning on Graph Structures,P,DE
2289,countRef,openDate,employer,employerType,jobTitle,type,countries
2290,001146,20220513,Quantagonia,O,Working Student - Operations Research (m/w/d),A,DE
2291,countRef,openDate,employer,employerType,jobTitle,type,countries
2292,001147,20211123,Science and Technology Facilities Council (STFC),O,Hardware Engineer,A,GB
2293,countRef,openDate,employer,employerType,jobTitle,type,countries
2294,001148,20211224,Technical University of Munich (TUM),U,Professor in Quantum Algorithms and Applications,F,DE
2295,countRef,openDate,employer,employerType,jobTitle,type,countries
2296,001149,20210220,Universal Quantum,O,Analog IC Layour Engineer,A,GB
2297,countRef,openDate,employer,employerType,jobTitle,type,countries
2298,001150,20220727,VDI Technologiezentrum GmbH,O,Science Communication and Public Affairs Expert (m/f/d),A,DE
2299,countRef,openDate,employer,employerType,jobTitle,type,countries
2300,001151,20220410,Lancaster University,U,Senior Research Associate in semiconductor materials and devices,A,GB
2301,countRef,openDate,employer,employerType,jobTitle,type,countries
2302,001152,20220408,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Intern - Quantum Computing,I,DE
2303,countRef,openDate,employer,employerType,jobTitle,type,countries
2304,001153,20220828,ArQit Limited,O,Campaign Lead,A,GB
2305,countRef,openDate,employer,employerType,jobTitle,type,countries
2306,001154,20220204,University of Bath,U,Research Associate (Fixed Term),A,GB
2307,countRef,openDate,employer,employerType,jobTitle,type,countries
2308,001155,20210612,Siemens Energy,O,Senior Contract Manager / Delay & Quantum Expert (f/m/d) (DQE),A,DE
2309,countRef,openDate,employer,employerType,jobTitle,type,countries
2310,001156,20210415,University of Bristol,U,Research Associate/Senior Research Associate in Quantum Computing Theory,A,GB
2311,countRef,openDate,employer,employerType,jobTitle,type,countries
2312,001157,20211120,Oxford Quantum Circuits,O,Mechanical Design Engineer,A,GB
2313,countRef,openDate,employer,employerType,jobTitle,type,countries
2314,001158,20210630,University of Oxford,U,Technology Associate,A,GB
2315,countRef,openDate,employer,employerType,jobTitle,type,countries
2316,001159,20220524,Technical University of Munich (TUM),U,Scientific staff,A,DE
2317,countRef,openDate,employer,employerType,jobTitle,type,countries
2318,001160,20220221,Cambridge Quantum Computing,O,Software / Data Engineer,A,GB
2319,countRef,openDate,employer,employerType,jobTitle,type,countries
2320,001161,20210306,Universitat Hamburg,U,Research Associate for the project & Cluster of Excellence CUI: Advanced Imaging of Matter - Nonequilibrium Quantum Properties of Hybrid Mixtures of trapped ultracold Gases,A,DE
2321,countRef,openDate,employer,employerType,jobTitle,type,countries
2322,001162,20220830,Queens University Belfast,U,Lecturers in Photonics,F,GB
2323,countRef,openDate,employer,employerType,jobTitle,type,countries
2324,001163,20211005,Fraunhofer Institute for Manufacturing Engineering and Automation,O,Research Associate for Quantum Machine Learning and Quantum Computing,A,DE
2325,countRef,openDate,employer,employerType,jobTitle,type,countries
2326,001164,20210417,Microsoft,O,Ultra-high vacuum Hardware Engineer Quantum Team,A,DK
2327,countRef,openDate,employer,employerType,jobTitle,type,countries
2328,001165,20210527,Universitat Hamburg,U,Research Associate for the Project Compact laser interferometers for test mass readout in future gravitational wave detectors,A,DE
2329,countRef,openDate,employer,employerType,jobTitle,type,countries
2330,001166,20210605,IC Resources,O,Analog IC Design Engineer - Quantum Computing,A,GB
2331,countRef,openDate,employer,employerType,jobTitle,type,countries
2332,001167,20220222,Quantum Detectors,O,Warehouse Technician,A,GB
2333,countRef,openDate,employer,employerType,jobTitle,type,countries
2334,001168,20201205,Infleqtion / ColdQuanta,O,Opto-Mechanical Engineer,A,GB
2335,countRef,openDate,employer,employerType,jobTitle,type,countries
2336,001169,20211006,Deloitte,O,(Senior) Consultant (m/w/d) The Garage - Quantum.Link - Schwerpunkt Quantencomputing,A,DE
2337,countRef,openDate,employer,employerType,jobTitle,type,countries
2338,001170,20220902,University of Nottingham,U,Research Associate/Fellow (Fixed term),A,GB
2339,countRef,openDate,employer,employerType,jobTitle,type,countries
2340,001171,20210712,University of Twente,U,PHD POSITION CAN VIBRONIC COUPLING AID EFFICIENT PHOTOCHEMICAL CONVERSION?,A,DE
2341,countRef,openDate,employer,employerType,jobTitle,type,countries
2342,001172,20210422,Laser Quantum,O,Optical Development Engineer,A,GB
2343,countRef,openDate,employer,employerType,jobTitle,type,countries
2344,001173,20220902,IC Resources,O,Senior RF IC Design Engineer,A,GB
2345,countRef,openDate,employer,employerType,jobTitle,type,countries
2346,001174,20220323,Karlsruhe Institute of Technology (KIT),O,"Research Associate (f/m/d), chemistry or physics",A,DE
2347,countRef,openDate,employer,employerType,jobTitle,type,countries
2348,001175,20210217,Cambridge Quantum Computing,O,Product Manager - Cybersecurity,A,GB
2349,countRef,openDate,employer,employerType,jobTitle,type,countries
2350,001176,20211120,Adidas,O,Senior Specialist Quantum Simulation,A,DE
2351,countRef,openDate,employer,employerType,jobTitle,type,countries
2352,001177,20210618,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Frequency Comb Scientist,A,GB
2353,countRef,openDate,employer,employerType,jobTitle,type,countries
2354,001178,20210806,Riverlane,O,Head of Delivery,A,GB
2355,countRef,openDate,employer,employerType,jobTitle,type,countries
2356,001179,20220719,Technical University of Munich (TUM),U,Research assistant (HiWi) in project management as part of the Munich Quantum Valley Initiative (m/f/d),A,DE
2357,countRef,openDate,employer,employerType,jobTitle,type,countries
2358,001180,20220621,Quantagonia,O,Working Student: QA & Test Engineer,A,DE
2359,countRef,openDate,employer,employerType,jobTitle,type,countries
2360,001181,20210605,Cambridge Quantum Computing,O,"Quantum Software: Technical Support, Training, and Outreach Officer",A,GB
2361,countRef,openDate,employer,employerType,jobTitle,type,countries
2362,001182,20210408,University of St Andrews,U,Research Fellow in Experimental Condensed Matter Physics (Controlling Emergent Orders in Quantum Materials),A,GB
2363,countRef,openDate,employer,employerType,jobTitle,type,countries
2364,001183,20210306,JP Morgan Chase,O,Software Engineering,A,GB
2365,countRef,openDate,employer,employerType,jobTitle,type,countries
2366,001184,20210220,Cambridge Quantum Computing,O,Quantum Computing: Business Development & Product Lead,A,GB
2367,countRef,openDate,employer,employerType,jobTitle,type,countries
2368,001185,20210418,Oxford Quantum Circuits,O,Lead Software Engineer,A,GB
2369,countRef,openDate,employer,employerType,jobTitle,type,countries
2370,001186,20220306,De Beers Group of Companies,O,Graduate Scientist,A,GB
2371,countRef,openDate,employer,employerType,jobTitle,type,countries
2372,001187,20221109,Universitat Hamburg,U,Research Associate for the Project Seeing Excitons in Motion,A,DE
2373,countRef,openDate,employer,employerType,jobTitle,type,countries
2374,001188,20220601,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Administrative Project Manager Photonic Quantum Computing (IOF-2022-67),A,DE
2375,countRef,openDate,employer,employerType,jobTitle,type,countries
2376,001189,20210730,ArQit Limited,O,Senior Software Engineer - OGR,A,GB
2377,countRef,openDate,employer,employerType,jobTitle,type,countries
2378,001190,20221114,Max Planck Institute of Quantum Optics (MPQ),O,Media designer - in image and sound (m/f/d) part-time 50%,A,DE
2379,countRef,openDate,employer,employerType,jobTitle,type,countries
2380,001191,20220306,Aquark Technologies,O,Scientist,A,GB
2381,countRef,openDate,employer,employerType,jobTitle,type,countries
2382,001192,20220504,Universitt Freiburg,U,PhD Position: Miniaturization of optically pumped alkali magnetometers (OPM),A,DE
2383,countRef,openDate,employer,employerType,jobTitle,type,countries
2384,001193,20220718,nodeQ,O,Python GUI developer,A,GB
2385,countRef,openDate,employer,employerType,jobTitle,type,countries
2386,001194,20220305,Microsoft,O,Quantum Measurement Engineer,A,DK
2387,countRef,openDate,employer,employerType,jobTitle,type,countries
2388,001195,20221125,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student assistant (m/f/d) for the field of quantum computing,I,DE
2389,countRef,openDate,employer,employerType,jobTitle,type,countries
2390,001196,20220218,Infineon Technologies,O,Senior Engineer Quantum Technology (f/m/div)*,A,DE
2391,countRef,openDate,employer,employerType,jobTitle,type,countries
2392,001197,20210301,King's College London,U,Research Associate in the Department of Physics,A,GB
2393,countRef,openDate,employer,employerType,jobTitle,type,countries
2394,001198,20211224,Universitat Hamburg,U,Research Associate for the Project Rymax-One Quantum Optimizer - Theory,A,DE
2395,countRef,openDate,employer,employerType,jobTitle,type,countries
2396,001199,20220712,Imperial College London,U,Research Associate in Experimental Quantum Optomechanics,A,GB
2397,countRef,openDate,employer,employerType,jobTitle,type,countries
2398,001200,20220902,Moody's,O,Quantum Computing Engineer,A,DE
2399,countRef,openDate,employer,employerType,jobTitle,type,countries
2400,001201,20220818,Science and Technology Facilities Council (STFC),O,Project Manager,A,GB
2401,countRef,openDate,employer,employerType,jobTitle,type,countries
2402,001202,20220204,Technical University of Munich (TUM),U,Research Assistant (doctoral candidate; m/f/d) in the field of Policy and Governance of Innovative Technologies,A,DE
2403,countRef,openDate,employer,employerType,jobTitle,type,countries
2404,001203,20210923,Science and Technology Facilities Council (STFC),O,Superconducting Hardware Technology Development Manager,A,GB
2405,countRef,openDate,employer,employerType,jobTitle,type,countries
2406,001204,20221105,Keysight Technologies,O,Working Student - Quantum Engineering Solutions,I,DE
2407,countRef,openDate,employer,employerType,jobTitle,type,countries
2408,001205,20220203,Lancaster University,U,Senior Research Associate (x2) in condensed-matter atomic clocks,A,GB
2409,countRef,openDate,employer,employerType,jobTitle,type,countries
2410,001206,20221201,Deggendorf Institute of Technology (Technische Hochschule Deggendorf),O,"Professorship ""High Performance Computing/Quantum Computing""",F,DE
2411,countRef,openDate,employer,employerType,jobTitle,type,countries
2412,001207,20210909,Nottingham Trent University,U,Research Assistant in Quantum Intelligence,A,GB
2413,countRef,openDate,employer,employerType,jobTitle,type,countries
2414,001208,20210808,Riverlane,O,Scientific Writer,A,GB
2415,countRef,openDate,employer,employerType,jobTitle,type,countries
2416,001209,20221117,Max Planck Institute of Quantum Optics (MPQ),O,Public Outreach Manager (m/f/d) full time,A,DE
2417,countRef,openDate,employer,employerType,jobTitle,type,countries
2418,001210,20211008,Oxford Quantum Circuits,O,Executive Assistant,A,GB
2419,countRef,openDate,employer,employerType,jobTitle,type,countries
2420,001211,20220821,ArQit Limited,O,Technical Presales Engineer,A,GB
2421,countRef,openDate,employer,employerType,jobTitle,type,countries
2422,001212,20210828,Science and Technology Facilities Council (STFC),O,Applications Engineer,A,GB
2423,countRef,openDate,employer,employerType,jobTitle,type,countries
2424,001213,20220630,Intel,O,Neuromorphic Algorithms Researcher (Internship) (m/f/d),I,DE
2425,countRef,openDate,employer,employerType,jobTitle,type,countries
2426,001214,20220511,Q.ANT GmbH,O,IP Manager (m/f/d),A,DE
2427,countRef,openDate,employer,employerType,jobTitle,type,countries
2428,001215,20220409,IQM,O,"Software Engineer, m/f/d",A,DE
2429,countRef,openDate,employer,employerType,jobTitle,type,countries
2430,001216,20210410,ArQit Limited,O,Senior Developer,A,GB
2431,countRef,openDate,employer,employerType,jobTitle,type,countries
2432,001217,20221130,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,High-Performance Computing (HPC) Software Engineer (f/m/d) for Quantum Software Stack,A,DE
2433,countRef,openDate,employer,employerType,jobTitle,type,countries
2434,001218,20210403,JP Morgan Chase,O,Research Engineer,A,GB
2435,countRef,openDate,employer,employerType,jobTitle,type,countries
2436,001219,20220621,University of Southampton,U,Research Fellow,A,GB
2437,countRef,openDate,employer,employerType,jobTitle,type,countries
2438,001220,20210315,Cambridge Quantum Computing,O,Senior Solutions Architect - Cybersecurity - UK. Travel to offices in London and Cambridge as required (remote working in UK),A,GB
2439,countRef,openDate,employer,employerType,jobTitle,type,countries
2440,001221,20210512,Riverlane,O,Technical Project Manager,A,GB
2441,countRef,openDate,employer,employerType,jobTitle,type,countries
