,countRef,openDate,sector,europages,company_class_1,employer,employerType,jobTitle,type,countries
252,253,20210911,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,product manager - quantum error correction,A,GB
253,254,20220626,provides businesses with an easy on-ramp to quantum and hybrid computing,,company,quantagonia,O,simulation developer | c++ (m/w/d),A,DE
254,255,20220725,,,university,universitat konstanz,U,postdoctoral researcher (2022/191),P,DE
255,256,20210408,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,senior software engineer - tech lead,A,GB
256,257,20220218,a technology company,,company,ibm,O,"ai engineer (front end), advanced prototyping team",A,GB
257,258,20210629,major Japanese manufacturer of computers and electronic devices for consumers and industry,,company,toshiba,O,research scientist - quantum optical systems,A,GB
258,259,20220922,provides businesses with an easy on-ramp to quantum and hybrid computing,,company,quantagonia,O,cloud engineer (m/w/d),A,DE
259,260,20211008,,,,defence science and technology laboratory,O,stem summer/industrial placement,I,GB
260,261,20220507,cybersecurity company,,company,pqshield,O,sales engineer (europe),A,GB
261,262,20210504,chemical company,,company,basf,O,working student software programming (m/f/d),A,DE
262,263,20220305,,,,max planck institute for the science of light,O,phd student position (f/m/d) | biophysics,A,DE
263,264,20220521,"an integrated business from the hardware development of quantum computers, software development and provision of services",,company,quantinuum,O,talent acquisition manager / senior recruiter,A,GB
264,265,20211215,"one of the top providers of reinsurance, primary insurance, and insurance-related risk solutions in the world",Manufacturer/ Producer,,munich re,O,quantum computing & ai specialist,A,DE
265,266,20220630,Developer of IoT security technology,Manufacturer/ Producer,,angoka,O,technical project manager,A,GB
266,267,20210527,develops and manufactures high-end laser systems for scientific and industrial applications,,company,toptica photonics,O,sales manager europe (m/w/d) – quantum technologies,A,DE
267,268,20211013,symmetric encryption reborn for the cloud,,company,arqit limited,O,digital marketing manager,A,GB
268,269,20210326,red brick Russell Group research university,,university,university of bristol,U,research engineer in software engineering for quantum cryptography in networks,A,GB
269,270,20210714,,Service Provider,,ic resources,O,verification engineer - asic,A,GB
270,271,20211214,research university,,university,berlin institute of technology (technische universitat berlin),U,knowledge employee (postdoc) (d / m / f),P,DE
271,272,20211209,red brick Russell Group research university,,university,university of bristol,U,lecturer/senior lecturer/associate professor in theoretical condensed matter physics,F,GB
272,273,20220625,,,university,universitat hamburg,U,research associate for the project cluster of excellence quantum universe machine learning in astro- or particle physics,A,DE
273,274,20220902,American financial services company,,company,moody's,O,director - devops quantum computing,A,DE
274,275,20220827,,,university,westfalische wilhelms-universitat munster,U,research associate in the department for quantum technology / doctoral research associate in the department for quantum technology,A,DE
275,276,20211215,,Manufacturer/ Producer,,physikalisch-technische bundesanstalt (ptb),O,postdoc (m / f / d) specializing in theoretical particle physics,P,DE
276,277,20211020,regroupement d'instituts de recherche allemands œuvrant dans différents domaines scientifiques,,,leibniz-gemeinschaft,O,doktorand/in (m/w/d),A,DE
277,278,20210903,a quantum computing hardware and software company,,company,oxford quantum circuits,O,"software engineer, quantum control systems",A,GB
278,279,20211005,a quantum computing hardware and software company,,company,oxford quantum circuits,O,talent acquisition specialist,A,GB
279,280,20220817,a leading IT service provider for network performance and data security in the DACH region,,company,dacoso data communication solutions gmbh,O,solution consultant - quantum safe communications (m/w/d),A,DE
280,281,20220426,a quantum computing hardware and software company,,company,oxford quantum circuits,O,software engineer - compilation,A,GB
281,282,20211020,a quantum computing hardware and software company,,company,oxford quantum circuits,O,software engineer,A,GB
282,283,20220212,,,university,universitat hamburg,U,endowed professorship (w3) in the field of quantum inspired and quantum optimization,F,DE
283,284,20220515,independent quantum computing company,,company,cambridge quantum computing,O,"research scientist, quantum implementations",A,GB
284,285,20220927,,,university,universitat hamburg,U,research associate for the project cluster of excellence quantum universe measurement of the higgs self-coupling,A,DE
285,286,20210618,an exempt charity and a common law corporation,,university,university of cambridge,U,research assistant/ associate (quantum gases & collective phenomena) (fixed term),A,GB
286,287,20211231,symmetric encryption reborn for the cloud,category other,,arqit limited,O,systems engineer - ground systems,A,GB
287,288,20210930,an international pioneer in the aerospace industry,category other,,airbus,O,optical instruments performance engineer (d/m/f),A,DE
288,289,20211217,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd position - processor integration into cryogenic cmos circuits for quantum computing applications,A,DE
289,290,20210901,diamond company,,company,de beers group of companies,O,research scientist,A,GB
290,291,20210323,a quantum computing hardware and software company,,company,oxford quantum circuits,O,cad / solidworks engineer,A,GB
291,292,20220730,"an integrated business from the hardware development of quantum computers, software development and provision of services",,company,quantinuum,O,senior software engineer c++,A,GB
292,293,20220830,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,bachelor/master student,I,DE
293,294,20220511,independent quantum computing company,,company,cambridge quantum computing,O,optical systems engineer/physicist,A,GB
294,295,20210212,quantum computing hardware company,,company,iqm,O,"senior quantum hardware engineer - munich, germany (m/f/d)",A,DE
295,296,20210720,telecommunications company,,company,nu quantum,O,office manager,A,GB
296,297,20221207,"electronic capital goods for industry, infrastructure operators and government customers",Service Provider,,rohde & schwarz gmbh & co. kg,O,master's thesis (m/f/d): key exchange procedures based on key encapsulation mechanisms,I,DE
297,298,20211209,,,university,carl von ossietzky universitt oldenburg,U,"postdoctoral researcher-position (m/f/d), e13",P,DE
298,299,20221104,,category other,,infineon technologies,O,"director strategy and m&a, focus: quantum industry consortium (f/m/div)*",A,DE
299,300,20211120,,,university,technical university of munich (tum),U,full-time research assistant on the topic of simulation of authentication and data storage with quantum tokens,A,DE
300,301,20220903,,category other,,infineon technologies,O,digital design engineer quantum computing (f/m/div),A,DE
301,302,20210927,,,,newton colmore consulting ltd,O,algorithm developer quantum technology,A,GB
302,303,20220725,a high-tech startup,,company,q.ant gmbh,O,head of quantum computing (m/w/d),A,DE
303,304,20210422,,,university,universitat bielefeld,U,research,A,DE
304,305,20211030,symmetric encryption reborn for the cloud,category other,,arqit limited,O,web developer,A,GB
305,306,20210801,red brick Russell Group research university,,university,university of bristol,U,centre for doctoral training lectureship in quantum engineering (x2 posts),P,GB
306,307,20210527,"research, design, develop and manufacture lasers",,company,novanta,O,verification mechanical design engineer,A,GB
307,308,20210904,,,university,university of cologne,U,senior researcher (f/m/d),A,DE
308,309,20220429,,,university,university of oxford,U,programme coordinator,A,GB
309,310,20211130,global professional services company,,company,accenture,O,business consultant quantum computing (all genders),A,DE
310,311,20220826,a research institute of the Bavarian Academy of Sciences and Humanities (BAdW),Manufacturer/ Producer,,walther meissner institute,O,postdoctoral researcher quantum researcher for superconducting quantum computers (m/f/d),P,DE
311,312,20210418,a quantum computing hardware and software company,,company,oxford quantum circuits,O,communications and marketing specialist,A,GB
312,313,20211127,"develop, test and implement methods, components and devices right up to entire machines and production lines",,,fraunhofer institute for manufacturing engineering and automation,O,research assistant (m / f / d) in the field of quantum computing and quantum machine learning,A,DE
