,code,context,work_context
1581,19-4043.00,24,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1582,19-4043.00,23,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1583,19-4043.00,22,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
1584,19-4043.00,21,Exposed to Radiation — How often does this job require exposure to radiation?
1585,19-4043.00,20,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
1586,19-4043.00,20,Public Speaking — How often do you have to perform public speaking in this job?
1587,19-4043.00,19,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1588,19-4043.00,17,Exposed to High Places — How often does this job require exposure to high places?
1589,19-4043.00,15,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1590,19-4043.00,13,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1591,19-4043.00,13,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1592,19-4043.00,10,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1593,19-4043.00,10,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1594,19-4043.00,2,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1595,17-2111.00,97,Electronic Mail — How often do you use electronic mail in this job?
1596,17-2111.00,93,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1597,17-2111.00,92,Telephone — How often do you have telephone conversations in this job?
1598,17-2111.00,82,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1599,17-2111.00,82,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
1600,17-2111.00,81,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
1601,17-2111.00,81,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
1602,17-2111.00,81,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1603,17-2111.00,77,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
1604,17-2111.00,76,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
1605,17-2111.00,76,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
1606,17-2111.00,75,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1607,17-2111.00,73,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
1608,17-2111.00,73,Time Pressure — How often does this job require the worker to meet strict deadlines?
1609,17-2111.00,69,Letters and Memos — How often does the job require written letters and memos?
1610,17-2111.00,67,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
1611,17-2111.00,62,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
1612,17-2111.00,61,Deal With External Customers — How important is it to work with external customers or the public in this job?
1613,17-2111.00,61,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
1614,17-2111.00,59,Spend Time Sitting — How much does this job require sitting?
1615,17-2111.00,58,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
1616,17-2111.00,57,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
1617,17-2111.00,56,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
1618,17-2111.00,56,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
1619,17-2111.00,56,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
1620,17-2111.00,52,Public Speaking — How often do you have to perform public speaking in this job?
1621,17-2111.00,50,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
1622,17-2111.00,49,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
1623,17-2111.00,47,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
1624,17-2111.00,46,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
1625,17-2111.00,46,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
1626,17-2111.00,46,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
1627,17-2111.00,45,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1628,17-2111.00,45,Spend Time Standing — How much does this job require standing?
1629,17-2111.00,43,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
1630,17-2111.00,42,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
1631,17-2111.00,40,Exposed to High Places — How often does this job require exposure to high places?
1632,17-2111.00,38,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
1633,17-2111.00,35,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
1634,17-2111.00,35,Spend Time Walking and Running — How much does this job require walking and running?
1635,17-2111.00,35,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
1636,17-2111.00,34,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
1637,17-2111.00,29,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1638,17-2111.00,28,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
1639,17-2111.00,28,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
1640,17-2111.00,25,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1641,17-2111.00,24,Degree of Automation — How automated is the job?
1642,17-2111.00,21,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1643,17-2111.00,21,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1644,17-2111.00,17,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1645,17-2111.00,17,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
1646,17-2111.00,15,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1647,17-2111.00,13,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1648,17-2111.00,11,Exposed to Radiation — How often does this job require exposure to radiation?
1649,17-2111.00,9,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1650,49-9021.00,90,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1651,49-9021.00,89,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1652,49-9021.00,89,Telephone — How often do you have telephone conversations in this job?
1653,49-9021.00,88,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
1654,49-9021.00,86,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
1655,49-9021.00,84,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
1656,49-9021.00,84,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
1657,49-9021.00,83,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
1658,49-9021.00,81,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
1659,49-9021.00,79,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
1660,49-9021.00,79,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
1661,49-9021.00,79,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1662,49-9021.00,78,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
1663,49-9021.00,77,Time Pressure — How often does this job require the worker to meet strict deadlines?
1664,49-9021.00,77,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
1665,49-9021.00,76,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
1666,49-9021.00,75,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
1667,49-9021.00,75,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
1668,49-9021.00,74,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
1669,49-9021.00,74,Spend Time Standing — How much does this job require standing?
1670,49-9021.00,71,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1671,49-9021.00,71,Deal With External Customers — How important is it to work with external customers or the public in this job?
1672,49-9021.00,71,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
1673,49-9021.00,71,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
1674,49-9021.00,70,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
1675,49-9021.00,67,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
1676,49-9021.00,66,Exposed to High Places — How often does this job require exposure to high places?
1677,49-9021.00,65,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1678,49-9021.00,63,Electronic Mail — How often do you use electronic mail in this job?
1679,49-9021.00,63,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1680,49-9021.00,61,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
1681,49-9021.00,61,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1682,49-9021.00,60,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
1683,49-9021.00,58,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
1684,49-9021.00,58,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
1685,49-9021.00,56,Spend Time Walking and Running — How much does this job require walking and running?
1686,49-9021.00,51,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1687,49-9021.00,50,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
1688,49-9021.00,49,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1689,49-9021.00,48,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
1690,49-9021.00,48,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
1691,49-9021.00,47,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
1692,49-9021.00,43,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
1693,49-9021.00,38,Letters and Memos — How often does the job require written letters and memos?
1694,49-9021.00,32,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
1695,49-9021.00,31,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1696,49-9021.00,24,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
1697,49-9021.00,24,Spend Time Sitting — How much does this job require sitting?
1698,49-9021.00,18,Degree of Automation — How automated is the job?
1699,49-9021.00,17,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1700,49-9021.00,16,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1701,49-9021.00,9,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1702,49-9021.00,9,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
1703,49-9021.00,7,Public Speaking — How often do you have to perform public speaking in this job?
1704,49-9021.00,3,Exposed to Radiation — How often does this job require exposure to radiation?
1705,43-9041.00,100,Electronic Mail — How often do you use electronic mail in this job?
1706,43-9041.00,97,Spend Time Sitting — How much does this job require sitting?
1707,43-9041.00,95,Telephone — How often do you have telephone conversations in this job?
1708,43-9041.00,88,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
1709,43-9041.00,87,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
1710,43-9041.00,86,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1711,43-9041.00,85,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1712,43-9041.00,79,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1713,43-9041.00,77,Letters and Memos — How often does the job require written letters and memos?
1714,43-9041.00,77,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
1715,43-9041.00,73,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1716,43-9041.00,73,Time Pressure — How often does this job require the worker to meet strict deadlines?
1717,43-9041.00,71,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
1718,43-9041.00,68,Deal With External Customers — How important is it to work with external customers or the public in this job?
1719,43-9041.00,68,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
1720,43-9041.00,67,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
1721,43-9041.00,66,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
1722,43-9041.00,56,Degree of Automation — How automated is the job?
1723,43-9041.00,53,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
1724,43-9041.00,50,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
1725,43-9041.00,49,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
1726,43-9041.00,47,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
1727,43-9041.00,46,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
1728,43-9041.00,42,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
1729,43-9041.00,40,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
1730,43-9041.00,37,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
1731,43-9041.00,35,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
1732,43-9041.00,29,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
1733,43-9041.00,14,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
1734,43-9041.00,14,Spend Time Standing — How much does this job require standing?
1735,43-9041.00,13,Spend Time Walking and Running — How much does this job require walking and running?
1736,43-9041.00,8,Public Speaking — How often do you have to perform public speaking in this job?
1737,43-9041.00,6,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1738,43-9041.00,6,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
1739,43-9041.00,6,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
1740,43-9041.00,6,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1741,43-9041.00,4,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1742,43-9041.00,4,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
1743,43-9041.00,4,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1744,43-9041.00,2,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
1745,43-9041.00,2,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
1746,43-9041.00,1,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
1747,43-9041.00,0,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1748,43-9041.00,0,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
1749,43-9041.00,0,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
1750,43-9041.00,0,Exposed to High Places — How often does this job require exposure to high places?
1751,43-9041.00,0,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
1752,43-9041.00,0,Exposed to Radiation — How often does this job require exposure to radiation?
1753,43-9041.00,0,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1754,43-9041.00,0,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
1755,43-9041.00,0,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1756,43-9041.00,0,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1757,43-9041.00,0,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1758,43-9041.00,0,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
1759,43-9041.00,0,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
1760,51-9071.00,88,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1761,51-9071.00,88,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
1762,51-9071.00,88,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
1763,51-9071.00,83,Time Pressure — How often does this job require the worker to meet strict deadlines?
1764,51-9071.00,81,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
1765,51-9071.00,80,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1766,51-9071.00,77,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
1767,51-9071.00,76,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
1768,51-9071.00,75,Spend Time Sitting — How much does this job require sitting?
1769,51-9071.00,75,Telephone — How often do you have telephone conversations in this job?
1770,51-9071.00,72,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
1771,51-9071.00,70,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
1772,51-9071.00,68,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
1773,51-9071.00,66,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
1774,51-9071.00,63,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1775,51-9071.00,62,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
1776,51-9071.00,62,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
1777,51-9071.00,60,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
1778,51-9071.00,58,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
1779,51-9071.00,57,Deal With External Customers — How important is it to work with external customers or the public in this job?
1780,51-9071.00,57,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1781,51-9071.00,56,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
1782,51-9071.00,54,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
1783,51-9071.00,54,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
1784,51-9071.00,51,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
1785,51-9071.00,51,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
1786,51-9071.00,50,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
1787,51-9071.00,45,Letters and Memos — How often does the job require written letters and memos?
1788,51-9071.00,44,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
1789,51-9071.00,41,Electronic Mail — How often do you use electronic mail in this job?
1790,51-9071.00,39,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
1791,51-9071.00,32,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
1792,51-9071.00,31,Spend Time Standing — How much does this job require standing?
1793,51-9071.00,26,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
1794,51-9071.00,25,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1795,51-9071.00,24,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
1796,51-9071.00,22,Degree of Automation — How automated is the job?
1797,51-9071.00,19,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
1798,51-9071.00,18,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
1799,51-9071.00,17,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
1800,51-9071.00,15,Spend Time Walking and Running — How much does this job require walking and running?
1801,51-9071.00,12,Public Speaking — How often do you have to perform public speaking in this job?
1802,51-9071.00,7,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1803,51-9071.00,7,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1804,51-9071.00,6,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
1805,51-9071.00,5,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1806,51-9071.00,4,Exposed to Radiation — How often does this job require exposure to radiation?
1807,51-9071.00,3,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
1808,51-9071.00,3,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1809,51-9071.00,2,Exposed to High Places — How often does this job require exposure to high places?
1810,51-9071.00,1,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1811,51-9071.00,1,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1812,51-9071.00,1,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1813,51-9071.00,0,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1814,51-9071.00,0,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
1815,25-4022.00,96,Electronic Mail — How often do you use electronic mail in this job?
1816,25-4022.00,90,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1817,25-4022.00,88,Telephone — How often do you have telephone conversations in this job?
1818,25-4022.00,84,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1819,25-4022.00,83,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
1820,25-4022.00,83,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1821,25-4022.00,81,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
1822,25-4022.00,81,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1823,25-4022.00,71,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
1824,25-4022.00,70,Time Pressure — How often does this job require the worker to meet strict deadlines?
1825,25-4022.00,66,Deal With External Customers — How important is it to work with external customers or the public in this job?
1826,25-4022.00,63,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
1827,25-4022.00,62,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
1828,25-4022.00,61,Letters and Memos — How often does the job require written letters and memos?
1829,25-4022.00,59,Spend Time Sitting — How much does this job require sitting?
1830,25-4022.00,58,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
1831,25-4022.00,56,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
1832,25-4022.00,50,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
1833,25-4022.00,49,Public Speaking — How often do you have to perform public speaking in this job?
1834,25-4022.00,49,Spend Time Standing — How much does this job require standing?
1835,25-4022.00,47,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
1836,25-4022.00,47,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
1837,25-4022.00,45,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
1838,25-4022.00,43,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
1839,25-4022.00,42,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
