,code,importance,skill
14873,19-2043.00,19,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
14874,19-2043.00,16,Technology Design — Generating or adapting equipment and technology to serve user needs.
14875,19-2041.03,78,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
14876,19-2041.03,75,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
14877,19-2041.03,75,Speaking — Talking to others to convey information effectively.
14878,19-2041.03,75,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
14879,19-2041.03,72,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
14880,19-2041.03,69,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
14881,19-2041.03,69,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
14882,19-2041.03,69,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
14883,19-2041.03,66,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
14884,19-2041.03,66,Science — Using scientific rules and methods to solve problems.
14885,19-2041.03,60,Mathematics — Using mathematics to solve problems.
14886,19-2041.03,60,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
14887,19-2041.03,53,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
14888,19-2041.03,53,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
14889,19-2041.03,50,Coordination — Adjusting actions in relation to others' actions.
14890,19-2041.03,50,Instructing — Teaching others how to do something.
14891,19-2041.03,50,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
14892,19-2041.03,50,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
14893,19-2041.03,50,Persuasion — Persuading others to change their minds or behavior.
14894,19-2041.03,50,Time Management — Managing one's own time and the time of others.
14895,19-2041.03,44,Service Orientation — Actively looking for ways to help people.
14896,19-2041.03,41,Negotiation — Bringing others together and trying to reconcile differences.
14897,19-2041.03,35,Operations Analysis — Analyzing needs and product requirements to create a design.
14898,19-2041.03,28,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
14899,19-2041.03,28,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
14900,19-2041.03,28,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
14901,19-2041.03,25,Programming — Writing computer programs for various purposes.
14902,19-2041.03,22,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
14903,19-2041.03,22,Technology Design — Generating or adapting equipment and technology to serve user needs.
14904,19-2041.03,3,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
14905,19-2041.03,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
14906,19-2041.03,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
14907,19-2041.03,0,Operation and Control — Controlling operations of equipment or systems.
14908,19-2041.03,0,Repairing — Repairing machines or systems using the needed tools.
14909,19-2041.03,0,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
14910,17-3026.00,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
14911,17-3026.00,72,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
14912,17-3026.00,72,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
14913,17-3026.00,69,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
14914,17-3026.00,60,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
14915,17-3026.00,56,Speaking — Talking to others to convey information effectively.
14916,17-3026.00,56,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
14917,17-3026.00,56,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
14918,17-3026.00,56,Time Management — Managing one's own time and the time of others.
14919,17-3026.00,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
14920,17-3026.00,53,Mathematics — Using mathematics to solve problems.
14921,17-3026.00,53,Operations Analysis — Analyzing needs and product requirements to create a design.
14922,17-3026.00,53,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
14923,17-3026.00,50,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
14924,17-3026.00,50,Instructing — Teaching others how to do something.
14925,17-3026.00,50,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
14926,17-3026.00,50,Technology Design — Generating or adapting equipment and technology to serve user needs.
14927,17-3026.00,47,Coordination — Adjusting actions in relation to others' actions.
14928,17-3026.00,47,Persuasion — Persuading others to change their minds or behavior.
14929,17-3026.00,47,Science — Using scientific rules and methods to solve problems.
14930,17-3026.00,47,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
14931,17-3026.00,44,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
14932,17-3026.00,41,Negotiation — Bringing others together and trying to reconcile differences.
14933,17-3026.00,41,Repairing — Repairing machines or systems using the needed tools.
14934,17-3026.00,41,Service Orientation — Actively looking for ways to help people.
14935,17-3026.00,38,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
14936,17-3026.00,38,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
14937,17-3026.00,28,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
14938,17-3026.00,25,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
14939,17-3026.00,25,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
14940,17-3026.00,22,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
14941,17-3026.00,22,Programming — Writing computer programs for various purposes.
14942,17-3026.00,19,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
14943,17-3026.00,16,Operation and Control — Controlling operations of equipment or systems.
14944,17-3026.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
14945,17-2112.00,75,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
14946,17-2112.00,75,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
14947,17-2112.00,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
14948,17-2112.00,72,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
14949,17-2112.00,72,Speaking — Talking to others to convey information effectively.
14950,17-2112.00,69,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
14951,17-2112.00,60,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
14952,17-2112.00,56,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
14953,17-2112.00,56,Mathematics — Using mathematics to solve problems.
14954,17-2112.00,56,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
14955,17-2112.00,56,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
14956,17-2112.00,53,Coordination — Adjusting actions in relation to others' actions.
14957,17-2112.00,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
14958,17-2112.00,50,Instructing — Teaching others how to do something.
14959,17-2112.00,50,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
14960,17-2112.00,50,Time Management — Managing one's own time and the time of others.
14961,17-2112.00,47,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
14962,17-2112.00,44,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
14963,17-2112.00,44,Service Orientation — Actively looking for ways to help people.
14964,17-2112.00,41,Persuasion — Persuading others to change their minds or behavior.
14965,17-2112.00,38,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
14966,17-2112.00,38,Operations Analysis — Analyzing needs and product requirements to create a design.
14967,17-2112.00,35,Negotiation — Bringing others together and trying to reconcile differences.
14968,17-2112.00,35,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
14969,17-2112.00,31,Operation and Control — Controlling operations of equipment or systems.
14970,17-2112.00,31,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
14971,17-2112.00,28,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
14972,17-2112.00,28,Science — Using scientific rules and methods to solve problems.
14973,17-2112.00,28,Technology Design — Generating or adapting equipment and technology to serve user needs.
14974,17-2112.00,25,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
14975,17-2112.00,22,Programming — Writing computer programs for various purposes.
14976,17-2112.00,6,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
14977,17-2112.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
14978,17-2112.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
14979,17-2112.00,0,Repairing — Repairing machines or systems using the needed tools.
14980,49-9041.00,75,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
14981,49-9041.00,75,Operation and Control — Controlling operations of equipment or systems.
14982,49-9041.00,75,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
14983,49-9041.00,75,Repairing — Repairing machines or systems using the needed tools.
14984,49-9041.00,75,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
14985,49-9041.00,69,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
14986,49-9041.00,66,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
14987,49-9041.00,53,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
14988,49-9041.00,53,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
14989,49-9041.00,53,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
14990,49-9041.00,53,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
14991,49-9041.00,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
14992,49-9041.00,53,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
14993,49-9041.00,50,Coordination — Adjusting actions in relation to others' actions.
14994,49-9041.00,50,Speaking — Talking to others to convey information effectively.
14995,49-9041.00,50,Time Management — Managing one's own time and the time of others.
14996,49-9041.00,47,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
14997,49-9041.00,47,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
14998,49-9041.00,47,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
14999,49-9041.00,44,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15000,49-9041.00,44,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15001,49-9041.00,41,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
15002,49-9041.00,41,Instructing — Teaching others how to do something.
15003,49-9041.00,41,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15004,49-9041.00,41,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15005,49-9041.00,35,Mathematics — Using mathematics to solve problems.
15006,49-9041.00,31,Service Orientation — Actively looking for ways to help people.
15007,49-9041.00,28,Persuasion — Persuading others to change their minds or behavior.
15008,49-9041.00,25,Technology Design — Generating or adapting equipment and technology to serve user needs.
15009,49-9041.00,22,Negotiation — Bringing others together and trying to reconcile differences.
15010,49-9041.00,22,Operations Analysis — Analyzing needs and product requirements to create a design.
15011,49-9041.00,19,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15012,49-9041.00,19,Programming — Writing computer programs for various purposes.
15013,49-9041.00,19,Science — Using scientific rules and methods to solve problems.
15014,49-9041.00,16,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15015,11-3051.00,75,Coordination — Adjusting actions in relation to others' actions.
15016,11-3051.00,75,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
15017,11-3051.00,75,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
15018,11-3051.00,75,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
15019,11-3051.00,75,Speaking — Talking to others to convey information effectively.
15020,11-3051.00,72,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
15021,11-3051.00,72,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15022,11-3051.00,72,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
15023,11-3051.00,72,Time Management — Managing one's own time and the time of others.
15024,11-3051.00,69,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15025,11-3051.00,69,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
15026,11-3051.00,66,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
15027,11-3051.00,66,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
15028,11-3051.00,63,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15029,11-3051.00,60,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15030,11-3051.00,60,Mathematics — Using mathematics to solve problems.
15031,11-3051.00,60,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
15032,11-3051.00,60,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15033,11-3051.00,56,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15034,11-3051.00,56,Negotiation — Bringing others together and trying to reconcile differences.
15035,11-3051.00,53,Instructing — Teaching others how to do something.
15036,11-3051.00,53,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
15037,11-3051.00,53,Persuasion — Persuading others to change their minds or behavior.
15038,11-3051.00,53,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
15039,11-3051.00,50,Service Orientation — Actively looking for ways to help people.
15040,11-3051.00,47,Operations Analysis — Analyzing needs and product requirements to create a design.
15041,11-3051.00,44,Operation and Control — Controlling operations of equipment or systems.
15042,11-3051.00,31,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
15043,11-3051.00,28,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
15044,11-3051.00,28,Repairing — Repairing machines or systems using the needed tools.
15045,11-3051.00,25,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
15046,11-3051.00,16,Programming — Writing computer programs for various purposes.
15047,11-3051.00,16,Science — Using scientific rules and methods to solve problems.
15048,11-3051.00,16,Technology Design — Generating or adapting equipment and technology to serve user needs.
15049,11-3051.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
15050,53-7051.00,72,Operation and Control — Controlling operations of equipment or systems.
15051,53-7051.00,56,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
15052,53-7051.00,50,Coordination — Adjusting actions in relation to others' actions.
15053,53-7051.00,50,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
15054,53-7051.00,50,Time Management — Managing one's own time and the time of others.
15055,53-7051.00,50,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
15056,53-7051.00,47,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
15057,53-7051.00,47,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
15058,53-7051.00,44,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
15059,53-7051.00,44,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
15060,53-7051.00,44,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
15061,53-7051.00,44,Speaking — Talking to others to convey information effectively.
15062,53-7051.00,41,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15063,53-7051.00,38,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15064,53-7051.00,31,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
15065,53-7051.00,31,Repairing — Repairing machines or systems using the needed tools.
15066,53-7051.00,28,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
15067,53-7051.00,28,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15068,53-7051.00,28,Mathematics — Using mathematics to solve problems.
15069,53-7051.00,28,Service Orientation — Actively looking for ways to help people.
15070,53-7051.00,28,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
15071,53-7051.00,25,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
15072,53-7051.00,25,Instructing — Teaching others how to do something.
15073,53-7051.00,25,Negotiation — Bringing others together and trying to reconcile differences.
15074,53-7051.00,25,Persuasion — Persuading others to change their minds or behavior.
15075,53-7051.00,25,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
15076,53-7051.00,25,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
15077,53-7051.00,22,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15078,53-7051.00,22,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15079,53-7051.00,16,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15080,53-7051.00,16,Operations Analysis — Analyzing needs and product requirements to create a design.
15081,53-7051.00,16,Technology Design — Generating or adapting equipment and technology to serve user needs.
15082,53-7051.00,6,Programming — Writing computer programs for various purposes.
15083,53-7051.00,6,Science — Using scientific rules and methods to solve problems.
15084,53-7051.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
15085,19-3032.00,81,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
15086,19-3032.00,81,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
15087,19-3032.00,78,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
15088,19-3032.00,78,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
15089,19-3032.00,78,Speaking — Talking to others to convey information effectively.
15090,19-3032.00,75,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
15091,19-3032.00,75,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
15092,19-3032.00,75,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
15093,19-3032.00,75,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15094,19-3032.00,72,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
15095,19-3032.00,72,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15096,19-3032.00,69,Science — Using scientific rules and methods to solve problems.
15097,19-3032.00,69,Time Management — Managing one's own time and the time of others.
15098,19-3032.00,66,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
15099,19-3032.00,63,Coordination — Adjusting actions in relation to others' actions.
15100,19-3032.00,63,Persuasion — Persuading others to change their minds or behavior.
15101,19-3032.00,60,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15102,19-3032.00,56,Mathematics — Using mathematics to solve problems.
15103,19-3032.00,56,Operations Analysis — Analyzing needs and product requirements to create a design.
15104,19-3032.00,53,Instructing — Teaching others how to do something.
15105,19-3032.00,53,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15106,19-3032.00,53,Service Orientation — Actively looking for ways to help people.
15107,19-3032.00,50,Negotiation — Bringing others together and trying to reconcile differences.
15108,19-3032.00,44,Programming — Writing computer programs for various purposes.
15109,19-3032.00,31,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15110,19-3032.00,31,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15111,19-3032.00,31,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
15112,19-3032.00,25,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
15113,19-3032.00,19,Technology Design — Generating or adapting equipment and technology to serve user needs.
15114,19-3032.00,3,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
15115,19-3032.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
15116,19-3032.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
15117,19-3032.00,0,Operation and Control — Controlling operations of equipment or systems.
15118,19-3032.00,0,Repairing — Repairing machines or systems using the needed tools.
15119,19-3032.00,0,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
15120,15-1212.00,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
15121,15-1212.00,72,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
15122,15-1212.00,69,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
15123,15-1212.00,69,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
15124,15-1212.00,66,Speaking — Talking to others to convey information effectively.
15125,15-1212.00,63,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15126,15-1212.00,60,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
15127,15-1212.00,60,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
15128,15-1212.00,60,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
15129,15-1212.00,56,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
15130,15-1212.00,53,Time Management — Managing one's own time and the time of others.
15131,15-1212.00,50,Coordination — Adjusting actions in relation to others' actions.
15132,15-1212.00,50,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
15133,15-1212.00,50,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
15134,15-1212.00,50,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
15135,15-1212.00,47,Instructing — Teaching others how to do something.
15136,15-1212.00,47,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15137,15-1212.00,47,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15138,15-1212.00,47,Service Orientation — Actively looking for ways to help people.
15139,15-1212.00,44,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15140,15-1212.00,41,Negotiation — Bringing others together and trying to reconcile differences.
15141,15-1212.00,41,Persuasion — Persuading others to change their minds or behavior.
15142,15-1212.00,41,Programming — Writing computer programs for various purposes.
15143,15-1212.00,38,Operations Analysis — Analyzing needs and product requirements to create a design.
15144,15-1212.00,31,Mathematics — Using mathematics to solve problems.
15145,15-1212.00,28,Technology Design — Generating or adapting equipment and technology to serve user needs.
15146,15-1212.00,28,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
15147,15-1212.00,22,Science — Using scientific rules and methods to solve problems.
15148,15-1212.00,19,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
15149,15-1212.00,19,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15150,15-1212.00,19,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15151,15-1212.00,19,Operation and Control — Controlling operations of equipment or systems.
15152,15-1212.00,16,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
15153,15-1212.00,16,Repairing — Repairing machines or systems using the needed tools.
15154,15-1212.00,13,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
15155,15-1299.09,78,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
15156,15-1299.09,75,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
15157,15-1299.09,75,Coordination — Adjusting actions in relation to others' actions.
15158,15-1299.09,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
15159,15-1299.09,75,Time Management — Managing one's own time and the time of others.
15160,15-1299.09,75,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15161,15-1299.09,72,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15162,15-1299.09,72,Speaking — Talking to others to convey information effectively.
15163,15-1299.09,69,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
15164,15-1299.09,66,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
15165,15-1299.09,66,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
15166,15-1299.09,63,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
15167,15-1299.09,60,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
15168,15-1299.09,60,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
15169,15-1299.09,60,Negotiation — Bringing others together and trying to reconcile differences.
15170,15-1299.09,60,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15171,15-1299.09,56,Service Orientation — Actively looking for ways to help people.
15172,15-1299.09,53,Instructing — Teaching others how to do something.
15173,15-1299.09,53,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15174,15-1299.09,53,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15175,15-1299.09,53,Persuasion — Persuading others to change their minds or behavior.
15176,15-1299.09,50,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15177,15-1299.09,47,Mathematics — Using mathematics to solve problems.
15178,15-1299.09,38,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
15179,15-1299.09,35,Operations Analysis — Analyzing needs and product requirements to create a design.
15180,15-1299.09,31,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
15181,15-1299.09,31,Programming — Writing computer programs for various purposes.
15182,15-1299.09,28,Science — Using scientific rules and methods to solve problems.
15183,15-1299.09,28,Technology Design — Generating or adapting equipment and technology to serve user needs.
15184,15-1299.09,13,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
15185,15-1299.09,3,Operation and Control — Controlling operations of equipment or systems.
15186,15-1299.09,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
15187,15-1299.09,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
15188,15-1299.09,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
