,code,importance,category,task
10103,51-4041.00,84,Core,"Align and secure holding fixtures, cutting tools, attachments, accessories, or materials onto machines."
10104,51-4041.00,83,Core,Confer with numerical control programmers to check and ensure that new programs or machinery will function properly and that output will meet specifications.
10105,51-4041.00,83,Core,Operate equipment to verify operational efficiency.
10106,51-4041.00,82,Core,Evaluate machining procedures and recommend changes or modifications for improved efficiency or adaptability.
10107,51-4041.00,77,Core,Diagnose machine tool malfunctions to determine need for adjustments or repairs.
10108,51-4041.00,77,Core,"Design fixtures, tooling, or experimental parts to meet special engineering needs."
10109,51-4041.00,76,Core,Dispose of scrap or waste material in accordance with company policies and environmental regulations.
10110,51-4041.00,76,Core,"Confer with engineering, supervisory, or manufacturing personnel to exchange technical information."
10111,51-4041.00,76,Core,"Lay out, measure, and mark metal stock to display placement of cuts."
10112,51-4041.00,75,Core,"Separate scrap waste and related materials for reuse, recycling, or disposal."
10113,51-4041.00,73,Core,Check work pieces to ensure that they are properly lubricated or cooled.
10114,51-4041.00,85,Supplemental,"Support metalworking projects from planning and fabrication through assembly, inspection, and testing, using knowledge of machine functions, metal properties, and mathematics."
10115,51-4041.00,78,Supplemental,Install repaired parts into equipment or install new equipment.
10116,51-4041.00,76,Supplemental,"Dismantle machines or equipment, using hand tools or power tools to examine parts for defects and replace defective parts where needed."
10117,51-4041.00,74,Supplemental,"Test experimental models under simulated operating conditions, for purposes such as development, standardization, or feasibility of design."
10118,51-4041.00,74,Supplemental,"Set up or operate metalworking, brazing, heat-treating, welding, or cutting equipment."
10119,51-4041.00,72,Supplemental,Prepare working sketches for the illustration of product appearance.
10120,51-4041.00,72,Supplemental,"Establish work procedures for fabricating new structural products, using a variety of metalworking machines."
10121,51-4041.00,64,Supplemental,"Install experimental parts or assemblies, such as hydraulic systems, electrical wiring, lubricants, or batteries into machines or mechanisms."
10122,51-4041.00,64,Supplemental,Advise clients about the materials being used for finished products.
10123,29-2035.00,98,Core,Operate magnetic resonance imaging (MRI) scanners.
10124,29-2035.00,98,Core,Select appropriate imaging techniques or coils to produce required images.
10125,29-2035.00,97,Core,"Intravenously inject contrast dyes, such as gadolinium contrast, in accordance with scope of practice."
10126,29-2035.00,97,Core,"Position patients on cradle, attaching immobilization devices, if needed, to ensure appropriate placement for imaging."
10127,29-2035.00,96,Core,"Conduct screening interviews of patients to identify contraindications, such as ferrous objects, pregnancy, prosthetic heart valves, cardiac pacemakers, or tattoos."
10128,29-2035.00,95,Core,"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members."
10129,29-2035.00,95,Core,Provide headphones or earplugs to patients to improve comfort and reduce unpleasant noise.
10130,29-2035.00,94,Core,Take brief medical histories from patients.
10131,29-2035.00,90,Core,"Inspect images for quality, using magnetic resonance scanner equipment and laser camera."
10132,29-2035.00,88,Core,Create backup copies of images by transferring images from disk to storage media or workstation.
10133,29-2035.00,82,Core,"Troubleshoot technical issues related to magnetic resonance imaging (MRI) scanner or peripheral equipment, such as monitors or coils."
10134,29-2035.00,81,Core,Write reports or notes to summarize testing procedures or outcomes for physicians or other medical professionals.
10135,29-2035.00,78,Core,Test magnetic resonance imaging (MRI) equipment to ensure proper functioning and performance in accordance with specifications.
10136,29-2035.00,78,Core,Calibrate magnetic resonance imaging (MRI) console or peripheral hardware.
10137,29-2035.00,77,Core,Instruct medical staff or students in magnetic resonance imaging (MRI) procedures or equipment operation.
10138,29-2035.00,76,Core,"Attach physiological monitoring leads to patient's finger, chest, waist, or other body parts."
10139,29-2035.00,75,Core,Conduct inventories to maintain stock of clinical supplies.
10140,29-2035.00,73,Core,"Operate optical systems to capture dynamic magnetic resonance imaging (MRI) images, such as functional brain imaging, real-time organ motion tracking, or musculoskeletal anatomy and trajectory visualization."
10141,29-2035.00,70,Core,Request sedatives or other medication from physicians for patients with anxiety or claustrophobia.
10142,29-2035.00,69,Core,Connect physiological leads to physiological acquisition control (PAC) units.
10143,29-2035.00,66,Core,Schedule appointments for research subjects or clinical patients.
10144,29-2035.00,64,Core,Develop or otherwise produce film records of magnetic resonance images.
10145,29-2035.00,90,Supplemental,"Place and secure small, portable magnetic resonance imaging (MRI) scanners on body part to be imaged, such as arm, leg, or head."
10146,37-2012.00,86,Core,"Keep storage areas and carts well-stocked, clean, and tidy."
10147,37-2012.00,85,Core,"Carry linens, towels, toilet items, and cleaning supplies, using wheeled carts."
10148,37-2012.00,84,Core,"Clean rooms, hallways, lobbies, lounges, restrooms, corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met."
10149,37-2012.00,80,Core,"Empty wastebaskets, empty and clean ashtrays, and transport other trash and waste to disposal areas."
10150,37-2012.00,80,Core,"Sweep, scrub, wax, or polish floors, using brooms, mops, or powered scrubbing and waxing machines."
10151,37-2012.00,79,Core,"Replenish supplies, such as drinking glasses, linens, writing supplies, and bathroom items."
10152,37-2012.00,77,Core,"Clean rugs, carpets, upholstered furniture, and draperies, using vacuum cleaners and shampooers."
10153,37-2012.00,76,Core,"Wash windows, walls, ceilings, and woodwork, waxing and polishing as necessary."
10154,37-2012.00,75,Core,Dust and polish furniture and equipment.
10155,37-2012.00,82,Supplemental,"Disinfect equipment and supplies, using germicides or steam-operated sterilizers."
10156,37-2012.00,80,Supplemental,"Observe precautions required to protect hotel and guest property and report damage, theft, and found articles to supervisors."
10157,37-2012.00,78,Supplemental,"Sort, count, and mark clean linens and store them in linen closets."
10158,37-2012.00,77,Supplemental,"Sort clothing and other articles, load washing machines, and iron and fold dried items."
10159,37-2012.00,74,Supplemental,Assign duties to other staff and give instructions regarding work methods and routines.
10160,37-2012.00,71,Supplemental,Move and arrange furniture and turn mattresses.
10161,37-2012.00,71,Supplemental,Answer telephones and doorbells.
10162,37-2012.00,67,Supplemental,Replace light bulbs.
10163,37-2012.00,67,Supplemental,"Deliver television sets, ironing boards, baby cribs, and rollaway beds to guests' rooms."
10164,37-2012.00,65,Supplemental,Hang draperies and dust window blinds.
10165,37-2012.00,65,Supplemental,Request repair services and wait for repair workers to arrive.
10166,37-2012.00,64,Supplemental,"Prepare rooms for meetings and arrange decorations, media equipment, and furniture for social or business functions."
10167,37-2012.00,64,Supplemental,"Remove debris from driveways, garages, and swimming pool areas."
10168,37-2012.00,62,Supplemental,"Wash dishes and clean kitchens, cooking utensils, and silverware."
10169,37-2012.00,61,Supplemental,"Polish silver accessories and metalwork, such as fixtures and fittings."
10170,37-2012.00,49,Supplemental,"Run errands, such as taking laundry to the cleaners and buying groceries."
10171,43-9051.00,87,Core,"Wrap packages or bundles by hand, or by using tying machines."
10172,43-9051.00,82,Core,"Verify that items are addressed correctly, marked with the proper postage, and in suitable condition for processing."
10173,43-9051.00,82,Core,Remove containers of sorted mail or parcels and transfer them to designated areas according to established procedures.
10174,43-9051.00,80,Core,"Sort and route incoming mail, and collect outgoing mail, using carts as necessary."
10175,43-9051.00,79,Core,"Affix postage to packages or letters by hand, or stamp materials, using postage meters."
10176,43-9051.00,79,Core,"Determine manner in which mail is to be sent, and prepare it for delivery to mailing facilities."
10177,43-9051.00,78,Core,"Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors."
10178,43-9051.00,72,Core,"Seal or open envelopes, by hand or by using machines."
10179,43-9051.00,83,Supplemental,"Weigh packages or letters to determine postage needed, using weighing scales and rate charts."
10180,43-9051.00,82,Supplemental,"Operate embossing machines or typewriters to make corrections, additions, and changes to address plates."
10181,43-9051.00,82,Supplemental,Inspect mail machine output for defects and determine how to eliminate causes of any defects.
10182,43-9051.00,80,Supplemental,"Remove from machines printed materials, such as labeled articles, postmarked envelopes or tape, and folded sheets."
10183,43-9051.00,79,Supplemental,Release packages or letters to customers upon presentation of written notices or other identification.
10184,43-9051.00,78,Supplemental,Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.
10185,43-9051.00,75,Supplemental,Answer inquiries regarding shipping or mailing policies.
10186,43-9051.00,75,Supplemental,Lift and unload containers of mail or parcels onto equipment for transportation to sortation stations.
10187,43-9051.00,74,Supplemental,Contact delivery or courier services to arrange delivery of letters and parcels.
10188,43-9051.00,74,Supplemental,"Place incoming or outgoing letters or packages into sacks or bins based on destination or type, and place identifying tags on sacks or bins."
10189,43-9051.00,73,Supplemental,Clear jams in sortation equipment.
10190,43-9051.00,73,Supplemental,Mail merchandise samples or promotional literature in response to requests.
10191,43-9051.00,73,Supplemental,"Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools."
10192,43-9051.00,73,Supplemental,Read production orders to determine types and sizes of items scheduled for printing and mailing.
10193,43-9051.00,72,Supplemental,"Sell mail products, and accept payment for products and mailing charges."
10194,43-9051.00,69,Supplemental,"Start machines that automatically feed plates, stencils, or tapes through mechanisms, and observe machine operations to detect any malfunctions."
10195,43-9051.00,64,Supplemental,"Insert material for printing or addressing into loading racks on machines, select type or die sizes, and position plates, stencils, or tapes in machine magazines."
10196,43-9051.00,62,Supplemental,Stamp dates and times of receipt of incoming mail.
10197,43-9051.00,57,Supplemental,"Add ink, fill paste reservoirs, and change machine ribbons when necessary."
10198,43-9051.00,54,Supplemental,"Use equipment, such as forklifts and automated ""trains,"" to move containers of mail."
10199,43-9051.00,53,Supplemental,Fold letters or circulars and insert them in envelopes.
10200,49-9071.00,82,Core,"Perform routine maintenance, such as inspecting drives, motors, or belts, checking fluid levels, replacing filters, or doing other preventive maintenance actions."
10201,49-9071.00,76,Core,"Inspect, operate, or test machinery or equipment to diagnose machine malfunctions."
10202,49-9071.00,72,Core,"Adjust functional parts of devices or control instruments, using hand tools, levels, plumb bobs, or straightedges."
10203,49-9071.00,72,Core,"Repair machines, equipment, or structures, using tools such as hammers, hoists, saws, drills, wrenches, or equipment such as precision measuring instruments or electrical or electronic testing devices."
10204,49-9071.00,71,Core,"Order parts, supplies, or equipment from catalogs or suppliers."
10205,49-9071.00,70,Core,"Diagnose mechanical problems and determine how to correct them, checking blueprints, repair manuals, or parts catalogs, as necessary."
10206,49-9071.00,70,Core,"Design new equipment to aid in the repair or maintenance of machines, mechanical equipment, or building structures."
10207,49-9071.00,69,Core,"Assemble, install, or repair wiring, electrical or electronic components, pipe systems, plumbing, machinery, or equipment."
10208,49-9071.00,68,Core,"Clean or lubricate shafts, bearings, gears, or other parts of machinery."
10209,49-9071.00,68,Core,"Estimate costs to repair machinery, equipment, or building structures."
10210,49-9071.00,68,Core,Align and balance new equipment after installation.
10211,49-9071.00,68,Core,Record type and cost of maintenance or repair work.
10212,49-9071.00,68,Core,"Maintain or repair specialized equipment or machinery located in cafeterias, laundries, hospitals, stores, offices, or factories."
10213,49-9071.00,67,Core,"Dismantle machines, equipment, or devices to access and remove defective parts, using hoists, cranes, hand tools, or power tools."
10214,49-9071.00,65,Core,"Plan and lay out repair work, using diagrams, drawings, blueprints, maintenance manuals, or schematic diagrams."
10215,49-9071.00,64,Core,Install equipment to improve the energy or operational efficiency of residential or commercial buildings.
10216,49-9071.00,59,Core,"Set up and operate machine tools to repair or fabricate machine parts, jigs, fixtures, or tools."
10217,49-9071.00,59,Core,Perform general cleaning of buildings or properties.
10218,49-9071.00,58,Core,Train or manage maintenance personnel or subcontractors.
10219,49-9071.00,55,Core,"Fabricate or repair counters, benches, partitions, or other wooden structures, such as sheds or outbuildings."
10220,49-9071.00,52,Core,"Paint or repair roofs, windows, doors, floors, woodwork, plaster, drywall, or other parts of building structures."
10221,49-9071.00,71,Supplemental,"Perform routine maintenance on boilers, such as replacing burners or hoses, installing replacement parts, or reinforcing structural weaknesses to ensure optimal boiler efficiency."
10222,49-9071.00,70,Supplemental,Test and treat water supply.
10223,49-9071.00,68,Supplemental,"Provide groundskeeping services, such as landscaping or snow removal."
10224,49-9071.00,68,Supplemental,Operate cutting torches or welding equipment to cut or join metal parts.
10225,49-9071.00,65,Supplemental,"Inspect used parts to determine changes in dimensional requirements, using rules, calipers, micrometers, or other measuring instruments."
10226,49-9071.00,61,Supplemental,"Assemble boilers at installation sites, using tools such as levels, plumb bobs, hammers, torches, or other hand tools."
10227,49-9071.00,57,Supplemental,"Lay brick to repair or maintain buildings, walls, arches, or other structures."
10228,49-9071.00,51,Supplemental,"Position, attach, or blow insulating materials to prevent energy losses from buildings, pipes, or other structures or objects."
10229,49-9071.00,46,Supplemental,"Grind and reseat valves, using valve-grinding machines."
10230,49-9043.00,78,Core,Start machines and observe mechanical operation to determine efficiency and to detect problems.
10231,49-9043.00,76,Core,Read work orders and specifications to determine machines and equipment requiring repair or maintenance.
10232,49-9043.00,76,Core,"Inspect or test damaged machine parts, and mark defective areas or advise supervisors of repair needs."
10233,49-9043.00,76,Core,Reassemble machines after the completion of repair or maintenance work.
10234,49-9043.00,75,Core,"Dismantle machines and remove parts for repair, using hand tools, chain falls, jacks, cranes, or hoists."
10235,49-9043.00,74,Core,"Install, replace, or change machine parts and attachments, according to production specifications."
10236,49-9043.00,74,Core,"Collaborate with other workers to repair or move machines, machine parts, or equipment."
10237,49-9043.00,73,Core,"Inventory and requisition machine parts, equipment, and other supplies so that stock can be maintained and replenished."
10238,49-9043.00,72,Core,"Record production, repair, and machine maintenance information."
10239,49-9043.00,72,Core,"Set up and operate machines, and adjust controls to regulate operations."
10240,49-9043.00,70,Core,"Lubricate or apply adhesives or other materials to machines, machine parts, or other equipment according to specified procedures."
10241,49-9043.00,67,Core,Collect and discard worn machine parts and other refuse to maintain machinery and work areas.
10242,49-9043.00,66,Core,"Clean machines and machine parts, using cleaning solvents, cloths, air guns, hoses, vacuums, or other equipment."
10243,49-9043.00,66,Core,"Transport machine parts, tools, equipment, and other material between work areas and storage, using cranes, hoists, or dollies."
10244,49-9043.00,63,Core,"Replace, empty, or replenish machine and equipment containers such as gas tanks or boxes."
10245,49-9043.00,62,Core,"Replace or repair metal, wood, leather, glass, or other lining in machines, or in equipment compartments or containers."
10246,49-9043.00,59,Core,"Remove hardened material from machines or machine parts, using abrasives, power and hand tools, jackhammers, sledgehammers, or other equipment."
10247,49-9043.00,52,Supplemental,"Measure, mix, prepare, and test chemical solutions used to clean or repair machinery and equipment."
10248,39-5091.00,90,Core,Apply makeup to enhance or alter the appearance of people appearing in productions such as movies.
10249,39-5091.00,88,Core,"Select desired makeup shades from stock, or mix oil, grease, and coloring to achieve specific color effects."
10250,39-5091.00,88,Core,Duplicate work precisely to replicate characters' appearances on a daily basis.
10251,39-5091.00,88,Core,Cleanse and tone the skin to prepare it for makeup application.
10252,39-5091.00,87,Core,Assess performers' skin type to ensure that makeup will not cause break-outs or skin irritations.
10253,39-5091.00,87,Core,"Study production information, such as character descriptions, period settings, and situations, to determine makeup requirements."
10254,39-5091.00,87,Core,Alter or maintain makeup during productions as necessary to compensate for lighting changes or to achieve continuity of effect.
10255,39-5091.00,85,Core,"Analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene."
10256,39-5091.00,83,Core,Confer with stage or motion picture officials and performers to determine desired effects.
10257,39-5091.00,82,Core,"Establish budgets, and work within budgetary limits."
10258,39-5091.00,77,Core,Write makeup sheets and take photos to document specific looks and the products used to achieve the looks.
10259,39-5091.00,76,Core,Provide performers with makeup removal assistance after performances have been completed.
10260,39-5091.00,76,Core,"Requisition or acquire needed materials for special effects, including wigs, beards, and special cosmetics."
10261,39-5091.00,74,Core,"Evaluate environmental characteristics, such as venue size and lighting plans, to determine makeup requirements."
10262,39-5091.00,70,Core,"Attach prostheses to performers and apply makeup to create special features or effects, such as scars, aging, or illness."
10263,39-5091.00,68,Core,"Examine sketches, photographs, and plaster models to obtain desired character image depiction."
10264,39-5091.00,68,Core,Advise hairdressers on the hairstyles required for character parts.
10265,39-5091.00,66,Core,Design rubber or plastic prostheses that can be used to change performers' appearances.
10266,39-5091.00,66,Core,"Demonstrate products to clients, and provide instruction in makeup application."
10267,39-5091.00,65,Core,"Create character drawings or models, based upon independent research, to augment period production files."
10268,39-5091.00,61,Supplemental,Wash and reset wigs.
10269,13-1111.00,96,Core,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes."
10270,13-1111.00,94,Core,"Interview personnel and conduct on-site observation to ascertain unit functions, work performed, and methods, equipment, and personnel used."
10271,13-1111.00,91,Core,Analyze data gathered and develop solutions or alternative methods of proceeding.
10272,13-1111.00,89,Core,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis."
10273,13-1111.00,89,Core,Confer with personnel concerned to ensure successful functioning of newly implemented systems or procedures.
10274,13-1111.00,87,Core,Gather and organize information on problems or procedures.
10275,13-1111.00,71,Core,"Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy."
10276,13-1111.00,63,Core,"Review forms and reports and confer with management and users about format, distribution, and purpose, identifying problems and improvements."
10277,13-1111.00,61,Core,"Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program."
10278,13-1111.00,60,Core,"Design, evaluate, recommend, and approve changes of forms and reports."
10279,13-1111.00,39,Supplemental,Recommend purchase of storage equipment and design area layout to locate equipment in space available.
10280,39-5092.00,94,Core,Clean and sanitize tools and work environment.
10281,39-5092.00,91,Core,Apply undercoat and clear or colored polish onto nails with brush.
10282,39-5092.00,90,Core,Maintain supply inventories and records of client services.
10283,39-5092.00,89,Core,"Shape and smooth ends of nails, using scissors, files, or emery boards."
10284,39-5092.00,88,Core,"Prepare nail cuticles with water and oil, using cuticle knives to push back cuticles and scissors or nippers to trim cuticles."
10285,39-5092.00,86,Core,"Prepare customers' nails in soapy water, using swabs, files, and orange sticks."
10286,39-5092.00,85,Core,"Remove previously applied nail polish, using liquid remover and swabs."
10287,39-5092.00,83,Core,Use rotary abrasive wheels to shape and smooth nails or artificial extensions.
10288,39-5092.00,82,Core,Schedule client appointments and accept payments.
10289,39-5092.00,81,Core,"Assess the condition of clients' hands, remove dead skin, and massage hands."
10290,39-5092.00,80,Core,"Roughen surfaces of fingernails, using abrasive wheel."
10291,39-5092.00,79,Core,Advise clients on nail care and use of products and colors.
10292,39-5092.00,77,Core,Treat nails to repair or improve strength and resilience by wrapping.
10293,39-5092.00,73,Core,"Extend nails using powder, solvent, and paper forms attached to tips of customers' fingers to support and shape artificial nails."
10294,39-5092.00,70,Core,"Polish nails, using powdered polish and buffer."
10295,39-5092.00,61,Core,Whiten underside of nails with white paste or pencils.
10296,39-5092.00,56,Core,Promote and sell nail care products.
10297,39-5092.00,54,Core,Decorate clients' nails by piercing or attaching ornaments or designs.
10298,49-9095.00,86,Core,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers."
10299,49-9095.00,84,Core,Move and set up mobile homes or prefabricated buildings on owners' lots or at mobile home parks.
10300,49-9095.00,76,Core,"Inspect, examine, and test the operation of parts or systems to evaluate operating condition and to determine if repairs are needed."
10301,49-9095.00,75,Core,"Connect water hoses to inlet pipes of plumbing systems, and test operation of plumbing fixtures."
10302,49-9095.00,70,Core,"Remove damaged exterior panels, repair and replace structural frame members, and seal leaks, using hand tools."
10303,49-9095.00,69,Core,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, and diagrams."
10304,49-9095.00,69,Core,Confer with customers or read work orders to determine the nature and extent of damage to units.
10305,49-9095.00,67,Core,"Install, repair, and replace units, fixtures, appliances, and other items and systems in mobile and modular homes, prefabricated buildings, or travel trailers, using hand tools or power tools."
10306,49-9095.00,66,Core,"Reset hardware, using chisels, mallets, and screwdrivers."
10307,49-9095.00,64,Core,"Repair leaks in plumbing or gas lines, using caulking compounds and plastic or copper pipe."
10308,49-9095.00,63,Core,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, and hand tools."
10309,49-9095.00,61,Core,"Open and close doors, windows, and drawers to test their operation, trimming edges to fit, using jackplanes or drawknives."
10310,49-9095.00,64,Supplemental,Connect electrical systems to outside power sources and activate switches to test the operation of appliances and light fixtures.
10311,49-9095.00,61,Supplemental,"Refinish wood surfaces on cabinets, doors, moldings, and floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes."
10312,17-2112.03,84,Core,"Troubleshoot new or existing product problems involving designs, materials, or processes."
10313,17-2112.03,82,Core,"Investigate or resolve operational problems, such as material use variances or bottlenecks."
10314,17-2112.03,80,Core,"Identify opportunities or implement changes to improve manufacturing processes or products or to reduce costs, using knowledge of fabrication processes, tooling and production equipment, assembly methods, quality control standards, or product design, materials and parts."
10315,17-2112.03,79,Core,"Apply continuous improvement methods such as lean manufacturing to enhance manufacturing quality, reliability, or cost-effectiveness."
10316,17-2112.03,76,Core,Provide technical expertise or support related to manufacturing.
10317,17-2112.03,74,Core,Incorporate new manufacturing methods or processes to improve existing operations.
10318,17-2112.03,73,Core,Review product designs for manufacturability or completeness.
10319,17-2112.03,73,Core,"Determine root causes of failures or recommend changes in designs, tolerances, or processing methods, using statistical procedures."
10320,17-2112.03,72,Core,Prepare reports summarizing information or trends related to manufacturing performance.
10321,17-2112.03,71,Core,Prepare documentation for new manufacturing processes or engineering procedures.
10322,17-2112.03,71,Core,Design layout of equipment or workspaces to achieve maximum efficiency.
10323,17-2112.03,70,Core,"Communicate manufacturing capabilities, production schedules, or other information to facilitate production processes."
10324,17-2112.03,66,Core,"Supervise technicians, technologists, analysts, administrative staff, or other engineers."
10325,17-2112.03,66,Core,"Design, install, or troubleshoot manufacturing equipment."
10326,17-2112.03,66,Core,Evaluate manufactured products according to specifications and quality standards.
10327,17-2112.03,65,Core,"Estimate costs, production times, or staffing requirements for new designs."
10328,17-2112.03,64,Core,Train production personnel in new or existing methods.
10329,17-2112.03,62,Core,Design tests of finished products or process capabilities to establish standards or validate process requirements.
10330,17-2112.03,59,Core,Analyze the financial impacts of sustainable manufacturing processes or sustainable product manufacturing.
10331,17-2112.03,58,Core,"Develop sustainable manufacturing technologies to reduce greenhouse gas emissions, minimize raw material use, replace toxic materials with non-toxic materials, replace non-renewable materials with renewable materials, or reduce waste."
10332,17-2112.03,56,Core,"Purchase equipment, materials, or parts."
10333,17-2112.03,52,Core,"Evaluate current or proposed manufacturing processes or practices for environmental sustainability, considering factors such as greenhouse gas emissions, air pollution, water pollution, energy use, or waste creation."
10334,17-2112.03,52,Core,"Read current literature, talk with colleagues, participate in educational programs, attend meetings, attend workshops, or participate in professional organizations or conferences to keep abreast of developments in the manufacturing field."
10335,17-2112.03,41,Supplemental,Redesign packaging for manufactured products to minimize raw material use or waste.
10336,17-2121.00,81,Core,"Design complete hull and superstructure according to specifications and test data, in conformity with standards of safety, efficiency, and economy."
10337,17-2121.00,81,Core,Supervise other engineers and crew members and train them for routine and emergency duties.
10338,17-2121.00,79,Core,"Study design proposals and specifications to establish basic characteristics of craft, such as size, weight, speed, propulsion, displacement, and draft."
10339,17-2121.00,78,Core,Perform monitoring activities to ensure that ships comply with international regulations and standards for life-saving equipment and pollution preventatives.
10340,17-2121.00,77,Core,"Oversee construction and testing of prototype in model basin and develop sectional and waterline curves of hull to establish center of gravity, ideal hull form, and buoyancy and stability data."
10341,17-2121.00,77,Core,Evaluate performance of craft during dock and sea trials to determine design changes and conformance with national and international standards.
10342,17-2121.00,75,Core,"Prepare plans, estimates, design and construction schedules, and contract specifications, including any special provisions."
10343,17-2121.00,74,Core,"Check, test, and maintain automatic controls and alarm systems."
10344,17-2121.00,71,Core,"Design layout of craft interior, including cargo space, passenger compartments, ladder wells, and elevators."
10345,17-2121.00,69,Core,Evaluate operation of marine equipment during acceptance testing and shakedown cruises.
10346,17-2121.00,69,Core,"Act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently."
10347,17-2121.00,67,Core,"Conduct environmental, operational, or performance tests on marine machinery and equipment."
10348,17-2121.00,67,Core,Inspect marine equipment and machinery to draw up work requests and job specifications.
10349,17-2121.00,67,Core,"Prepare, or direct the preparation of, product or system layouts and detailed drawings and schematics."
10350,17-2121.00,67,Core,Investigate and observe tests on machinery and equipment for compliance with standards.
10351,17-2121.00,67,Core,"Maintain records of engineering department activities, including expense records and details of equipment maintenance and repairs."
10352,17-2121.00,64,Core,Coordinate activities with regulatory bodies to ensure repairs and alterations are at minimum cost and consistent with safety.
10353,17-2121.00,64,Core,"Design and oversee testing, installation, and repair of marine apparatus and equipment."
10354,17-2121.00,64,Core,"Prepare technical reports for use by engineering, management, or sales personnel."
10355,17-2121.00,63,Core,Procure materials needed to repair marine equipment and machinery.
10356,17-2121.00,61,Core,"Maintain contact with, and formulate reports for, contractors and clients to ensure completion of work at minimum cost."
10357,17-2121.00,60,Core,Maintain and coordinate repair of marine machinery and equipment for installation on vessels.
10358,17-2121.00,58,Core,Confer with research personnel to clarify or resolve problems and to develop or modify designs.
10359,17-2121.00,58,Core,"Conduct analytical, environmental, operational, or performance studies to develop designs for products, such as marine engines, equipment, and structures."
10360,17-2121.00,58,Core,"Determine conditions under which tests are to be conducted, as well as sequences and phases of test operations."
10361,17-2121.00,56,Core,Review work requests and compare them with previous work completed on ships to ensure that costs are economically sound.
10362,17-2121.00,53,Core,Analyze data to determine feasibility of product proposals.
10363,17-2121.00,63,Supplemental,"Schedule machine overhauls and the servicing of electrical, heating, ventilation, refrigeration, water, and sewage systems."
10364,17-2121.00,,Not available,"Conduct analyses of ships, such as stability, structural, weight, and vibration analyses."
10365,17-2121.00,,Not available,"Establish arrangement of boiler room equipment and propulsion machinery, heating and ventilating systems, refrigeration equipment, piping, and other functional equipment."
10366,13-1161.00,90,Core,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text."
10367,13-1161.00,84,Core,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand."
10368,13-1161.00,84,Core,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals."
10369,13-1161.00,83,Core,Measure and assess customer and employee satisfaction.
10370,13-1161.00,82,Core,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data."
10371,13-1161.00,78,Core,"Measure the effectiveness of marketing, advertising, and communications programs and strategies."
10372,13-1161.00,74,Core,Seek and provide information to help companies determine their position in the marketplace.
10373,13-1161.00,74,Core,"Forecast and track marketing and sales trends, analyzing collected data."
10374,13-1161.00,74,Core,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution."
10375,13-1161.00,69,Core,Monitor industry statistics and follow trends in trade literature.
10376,13-1161.00,66,Core,"Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services."
10377,13-1161.00,62,Core,Direct trained survey interviewers.
10378,13-1161.00,52,Core,Develop and implement procedures for identifying advertising needs.
10379,11-2021.00,83,Core,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors."
10380,11-2021.00,81,Core,"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers."
10381,11-2021.00,75,Core,"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections."
10382,11-2021.00,72,Core,"Develop pricing strategies, balancing firm objectives and customer satisfaction."
10383,11-2021.00,68,Core,Compile lists describing product or service offerings.
10384,11-2021.00,67,Core,"Direct the hiring, training, or performance evaluations of marketing or sales staff and oversee their daily activities."
10385,11-2021.00,66,Core,"Consult with product development personnel on product specifications, such as design, color, or packaging."
10386,11-2021.00,64,Core,"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends."
10387,11-2021.00,63,Core,"Negotiate contracts with vendors or distributors to manage product distribution, establishing distribution networks or developing distribution strategies."
10388,11-2021.00,60,Core,"Coordinate or participate in promotional activities or trade shows, working with developers, advertisers, or production managers, to market products or services."
10389,11-2021.00,60,Core,"Initiate market research studies, or analyze their findings."
10390,11-2021.00,54,Core,"Confer with legal staff to resolve problems, such as copyright infringement or royalty sharing with outside producers or distributors."
