,distance,number_of_the_match,official_code,official_job_name,matched_Unnamed: 0,matched_organization,matched_position,matched_link,matched_location,matched_date_added
82,110.56996,1,19-2012.00,Physicists,82,PsiQuantum,Computational Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mRROoORx9w0deYc2TRuGTGa7w8G8G2IBBbc3RtWg6dHXZ9TfMP3dNOavJprrViJY8TVOkSvOn4jFyf4wng2akJ49Wd2LBEZBAX8d2jZWwoge9AYfxmV80xS2fBvvojJ9cZQ5h6v9i8eoj_7JQUUtvMhw==,USA; California; Palo Alto,2022-09-17
83,88.80004,1,11-3051.01,Quality Control Systems Managers,83,PsiQuantum,Control System Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mRWXvhVXLL9k45tVNvcJ0ml5eoUPSZP1YjwbpCB73QPiJV10YloehGpTWFXhOI3GGkZCmXPH0jifPoSV6EcX1BrFpqGTr3EEvdVX9sKSjvCHXC1J_TT7yPDvWC6Ry5BE3iwWhqFyimtw6otLdzcpia7w==,USA; California; Palo Alto,2022-09-17
84,101.73282,1,17-2199.07,Photonics Engineers,84,PsiQuantum,Quantum System Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mSlD_dHnsaepgHBNRxcpXRXhYjDOTNl9nALlD4WNNDhMTGkxeSXtNu_gcqGlDABUZZEzNFsLs2FY8cikt3ogmSe11O26oP0NJ_0jZ4U5qePxvOael1-A5QWMEhjye4kCXEG31_KI5T-Y1PQI_N6f65Cw==,USA; California; Palo Alto,2022-09-17
85,51.26455,1,15-1252.00,Software Developers,85,PsiQuantum,"Software Engineer, Controls",https://jobs.quantumapalooza.com/u/BgAAAAABjS-mV-Ff9XyAoQxO3DtuCDqpsFgo_BpJ_WMiJ2jyKWCcPOPyRP0YcdOqhh4JwrOhGTjalpBLqM_BLJQMdC3KVYbYZxPSobGvlHLW5v7QEzMd8qMNwdFget15gK4KzKb-Yk_8ntuuluzMaanv-O36oJWeK_Q==,United Kingdom,2022-09-17
86,95.24217,1,17-2112.02,Validation Engineers,86,PsiQuantum,Test Development Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mW6ZcUfyNO4_7k7IK_04uow0MEzPvxdajiOazKrsv162kZMM680XXWSOSMkFPUFvWIG41SpFhYX-5Cg4Fiy8xGgYEBIdJDwLQzwY7Ap2SQEcjcCLBj8KSJ73Z6RgVl4cqgzeq8HYrQ8CNBhj5kNwlrdw==,USA; California; Palo Alto,2022-09-17
87,127.219925,1,15-2051.00,Data Scientists,87,QC Ware,Quantum Algorithms Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mnidBKUHCWlGK-JgEvyKZTUh2ieQMHXOZwcD59AgaCPLWj95edXBgnqH2D2z-43ULuJyDC9Rj6U76l9GawV8hfHU3vk42lYFH1do9jpU6Deviq1xf8w9aTUjOCZroyzskN08EU3MPr3u0CEuBHPVOq9Q==,"USA; California; Palo Alto
USA; Remote
France; Paris
European Union; Remote",2022-09-17
88,34.941372,1,15-1252.00,Software Developers,88,QC Ware,Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mqMnuFMxoQWqpWJAnzS5UCsvri9EMjt79Wyy8SWbfgSFF3pf7O7ekYVTvfCij_dj_8OvjCeOMO1qHwhyAyFV10pMgiak9Cw2IjVCsdoFC2EtITfE3hQgCDCkyjZ6aLBwaW-fDLmw6PA9F47RjpYodJXQ==,"USA; California; Palo Alto
USA; Remote
France; Paris
European Union; Remote",2022-09-17
89,93.25162,1,17-2112.03,Manufacturing Engineers,89,Rigetti Computing,Lead PCB/Flex Process Engineer - Assembly and Manufacturing,https://jobs.quantumapalooza.com/u/BgAAAAABjS-natuzTkqmAO9xFehzSamWCf3_93HkdyzlCp-GrKXhsXWaELFMTxijWnXQMlvuaBNtaIcvcu2ZiJBWPlnw4Yt_er0fHfTbWv0zNSGu6ntB1Y-BoyORVXrZLocHdlmUWOAUlACxMJm7kR375ButWyDXmTg==,"USA; California; Berkeley
USA; California; Fremont",2022-09-17
90,64.7813,1,17-3026.00,Industrial Engineering Technologists and Technicians,90,Bleximo,"Automation Engineer, Manufacturing and Supply Chain Operations",https://jobs.quantumapalooza.com/u/BgAAAAABjS-h6azSPDZNYYM3MMv_6LbnE8RCaZZ5J4T3TDPEOpJA7OeK9VZYLvNZBWaZOEwsyev4R3m2yAW9skWMoB6YiPyGJEnETB3O-DZVj4pJT2PZSSkAtoPxS7SJkWCOjsxYyHtJG-CXcdCjIMYpSpukODH10SA==,USA; California; Berkeley,2022-09-16
91,71.72034,1,19-2012.00,Physicists,91,Honeywell,Quantinuum - Sr. Advanced Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jp-rHOfnJmumaC79ePuZ8zfRWBLoQapgGKtPXZU4fN7DH39einZXTxBLJqexJ2o2WoE2zsw6rPFD1KNa_8cipu6wHhPOjqnEUtIzWw6_Ct4Pu_b7-x2JxDV8oVflNDTTOU_Lk0yr7c3kzwn1e2xoOhPw==,USA; Colorado; Broomfield,2022-09-16
92,33.463642,1,11-2021.00,Marketing Managers,92,SandboxAQ,Marketing Events Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nnP8vWYElUrnpi3BJtgJuQ4YSP_s3EVBFUFuxNwli8UlsRGutPaWiuUzakSaxBi6kqzyrMJCWuSnkQvkCqgdC4l88YnrK6gvr9VM0l7ce9IgVc_0SyyKnWkBkwsfabv57KbyxHdBRZctw0UMvxojfhRw==,USA; California; San Francisco,2022-09-16
93,89.8138,1,27-3042.00,Technical Writers,93,D-Wave Government,Technical Writer - Compliance,https://jobs.quantumapalooza.com/u/BgAAAAABjS-igatn70q73Sj9FNJ6C6SoJ6AiejUitMVSj_FIJkMd8edtPhpnhxR69lvQNHENl1LP6NeJXsrl8iiA_NZ8o-wjl6u0Ux0K5yC_-qTUbTaLvjpDzQRidUa_WOgtpHHXOKJg_r_lh-iPSTEEqTrlh10DZfw==,Canada; British Columbia; Burnaby,2022-09-14
94,56.594963,1,15-1252.00,Software Developers,94,ATOM Computing,Software Engineering Director,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h4vyoIf5bSyoe3xtc42gMSwIdM9Og760XUIjFcGn7wO9gmDHE8QF3pHJtxu6nAjVFmyEEoPKUXCJfRPApUuIDqcVzAV1EgjgZKWIuQvLJ70GpuAZeHEz4gxFS9NuEYreUKfBV5NTAJ2uELgUQmFN3XbQ==,USA; California; Berkeley,2022-09-13
95,200.72522,1,15-1243.00,Database Architects,95,IBM,Quantum Qiskit Core Developer -- Qiskit Runtime (Location Any),https://jobs.quantumapalooza.com/u/BgAAAAABjS-j5LtGr3Dtnei-e1fNn31lSPiDiS6YuXJVkStpmAw6ogmDcquCJ7CWdhAhR5rHGp4guPKr08k80ft1bTkP7VQfiOBS-tS_Pu593lbKYX1GyR396cin-WivKJG5YWjmqt7SMvsWQvxABCwlxPQJNmwmgFg==,USA; District Of Columbia; Washington,2022-09-13
96,184.28354,1,51-2092.00,Team Assemblers,96,IBM,Technical Product Manager-Accelerated Discovery,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kDHdCqvhaKg-zy1M28rDLWLA7GbiGWKcC6DGjU9J6sT5thAZYGHG7_jHwIgEwjYnWdeK2UfNvpvx58WR0hEOC3tE6vtZ5TBiw2V9ZsaiDqb4-aa8jDK8QrMoh8VvsX7Urh4WH5NCkL-4XCQrnFA001uQ==,USA; New York; Yorktown Heights,2022-09-13
97,46.994682,1,17-2141.00,Mechanical Engineers,97,IonQ,Staff Opto-Mechanical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-klvo_9l7wh7nFiYMqN3R71y3iO5jOZkJ6_gnZJZsqa0iz7Q6rMVGLE4r40rXiWZoawrT22oZ1Cb8BSnQBx5wRhHZXqN6I6P5cLa2iJXIH2lvitzohrKlNBlNH-7IojLG9FB7MB70rLrrkvyuNqGuJRiw==,USA; Washington; Seattle,2022-09-13
98,99.76749,1,11-1011.00,Chief Executives,98,Montana Instruments,Senior Project Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lQDBhoNoOeVH1VsznullzZaqnFAUAFJmczSUUerUfcnFy3gBQiD-n-gJY_tTJcY3N8BxK7ZVxlrOQcgOQ_Uy-yLfMqSyJMKUMN7otae3D4vMsxS645hK72tDJ7kT-Q26rYGUsElcuyuwwMEuVJVChhlw==,USA; Montana; Bozeman,2022-09-13
99,193.91129,1,29-2033.00,Nuclear Medicine Technologists,99,Northrop Grumman,"2023 Associate Electrical Engineer Linthicum, MD",https://jobs.quantumapalooza.com/u/BgAAAAABjS-ldSNVUix_1ZTOk3tSd16DFNFXC3l60L8LmDPwsRSG3fNOVlgKbCbedmBOMJR449jpYmFE-nsbAgOlVzVWb_A6sz6Lpo90eTefLXdr4JFdY8KbVLnBTBMTg__fDuePQpoRdyVzoFW1Omg41jPEVEhyHRw==,USA; Maryland; Linthicum,2022-09-12
100,89.81816,1,13-1199.04,Business Continuity Planners,100,IBM,Managing Strategy Consultant (Strategic Business Insights),https://jobs.quantumapalooza.com/u/BgAAAAABjS-j20UNMsBlbX3FR4aqWrZ37VUSm3DNsxbVmRhMr8uAE6oFxfK6CpOMFy1WAGO-R-PeMxlX4CuuqJFbKopcFvctwoK2YxYfXQTk799xgQkQYzYVBRuALUKDLC6EhIli7EhbZdp-rYi_2riuuaV3PYjtiKQ==,USA; New York; Yorktown Heights,2022-09-11
101,108.685135,1,11-9199.01,Regulatory Affairs Managers,101,Microsoft,Principal Innovation Program Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lIOSZivqcbQcX0-7klQqlkniOISG67hm59vaIiePjVdhxpokYWhEMHkboILp8dw5E9y9EpjndmwgFcZAtov3Lys-gqRdYB0rUICL39H8TACkC18wOGyeEOwtgmioH8hQY_c32as_p_h8fZ9ePsgwj7oQ==,USA; Washington; Redmond,2022-09-11
102,113.06027,1,17-2199.05,Mechatronics Engineers,102,Northrop Grumman,Staff Superconducting Electronics IC Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-loQ4PD78Y711djFtsUxCauQ9ZvAVKoQk2lMK8QbSQAbwVqjGI-prJ9BJiW0mSdge0XyXWxsCFLgvsL7sWsJQknOl5WonXxsHMT_ca2NmTxqCsxIgwuNMapdeMFkfRliekXOqfI_8rhCerqSZtu_wDguw==,USA; Maryland; Linthicum,2022-09-11
103,119.30194,1,15-1221.00,Computer and Information Research Scientists,103,Amazon Web Services (AWS),"Software Engineer, Center for Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABjS-hvZIIfFUodI_9bD1RZ2gfS1QJPt5mMp9Ye08uuTra3HFUzOQFfCk0ODQT2jXHP18JSAE9op7MnLJJXPLDMpXsltfIN2c5t2gwU-BPERM4-NzB9QMPwLe6Wq6GBjJFn4QngGIXFDmNtN0lEtBarqTrgZQ==,USA; California; San Francisco,2022-09-10
104,74.1451,1,11-2022.00,Sales Managers,104,Honeywell,Quantinuum - Enterprise Sales Executive/Rep,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jbygj_l9KIvag5omEOrJ8fYLbG4iq7J5-wOaxyZR53WJTt1TjUPs7I5OysBO2aBtPi-J6CSWF1ELTgKlIw8nzC5UaU8lU-kV4cY2R14tmHwwr3DF2scNexK8ZVfrBLDZ5wn3GOUtpkjis54em09wwrxQ==,"USA; Colorado; Broomfield
USA; Texas; Arlington
USA; Minnesota; Golden Valley",2022-09-10
105,144.70758,1,11-3061.00,Purchasing Managers,105,Honeywell,Quantinuum - Procurement Buyer II,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jjpcgb4Ij4pHyRtd_Qz_MH0K42NOQcJ3kpMYxnZ62dmSaGHD-sf7kwrBIZPsoqMD-iQ2z2bJRt5mhfyjl5vwZuxa090FPR52YbrDW7MguEw8wgmOnozwpVRIuCn6TyPq47GBLvhGVN6sHrbuYYoTHnww==,USA; Colorado; Broomfield,2022-09-10
106,199.2883,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",106,IBM,"IBM Quantum Sr. Product Marketing Manager (NYC, NY or Remote)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j154g48XM_l9You8H_UDINYID1aV12WbwVaDHnMtc8TkXw7G2y7XRjl4sUyCilQ8xgX5e9Ah7YPlJR5BvYK0vh1KQMfzK9rHPuUiwz_MmLFCE9xaGzbSL5F4Ka9VvC6oce2AsBOgN2gBWWwm6u1m_16A==,"USA; New York; Yorktown Heights
USA; Remote",2022-09-10
107,74.9228,1,17-2112.03,Manufacturing Engineers,107,IonQ,Manufacturing Leader,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kKjY8klr5_O4HNnfvKeOd2_IFEoy54S2eFHIRyagrKPUJVpDp2YZ_ONXuJWU5AdaBJtliiV42Rdyml-FdW6hjJ5irS0XZF3R2jzXA5hYQwIXTWu05J3-dlehTrAXIkFgjTpbfjg4STw3ez5ewUZHnqnQ==,USA; Washington; Seattle,2022-09-10
108,79.70055,1,17-2131.00,Materials Engineers,108,IonQ,Systems Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kskhHWTk442TmSW5EiTBhJElEF-TiWBHLnSVpn0l6v0wrZw1F4XCCCTwCRxUrw9-vUuLnW9hB0LGS2MLqWdtcqY9Xjh8KfNPB1cr235V0W5cFWohTcEb_sjWeujsjt7Sy6KwXcEtlagKLowifDYnMHsQ==,USA; Maryland; College Park,2022-09-10
109,118.73695,1,17-2061.00,Computer Hardware Engineers,109,Keysight,Quantum Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kvTJ6AXMkskfyvghoL3CuOpQdpJWbTOOvno1BTRG9Q4XpKZoRNi_a19aMBrKdDvZCBPvndNRqCPpFE_rJ9ID75TnHEa8T28lATKXAvXexe9SRHeRwKrFVI_m6rsD47pvRnX4kwl7_ggwH10E1jfBVz0g==,USA; Washington; Everett,2022-09-10
110,159.91591,1,15-1299.08,Computer Systems Engineers/Architects,110,Lockheed Martin,"Software Engineer Stf / Embedded / BSP / C++ / Grand Prairie, TX",https://jobs.quantumapalooza.com/u/BgAAAAABjS-k-2UjBGkW7ks76Su438_MXjXhI0B2Z1LEsy3l9-UpGr8vXJcJ5_AwTVcjs9ZzCePpe0IMTxIeAyrDvhYV3jxRFVPavcn7IJDPzkNwhwbtLiYdXeJxjXp5X56w_3ySyN3VHSBNRR5JSRtq3EX4lOR1xXQ==,USA; Texas; Grand Prairie,2022-09-10
111,94.805786,1,15-1252.00,Software Developers,111,Microsoft,Software Engineer II,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lNXZ4RzbpWtPfXrR3tUFbOmKdF-nMyuDNsTySogriTyoQhLtqeu_A7ecKvvioJEKcpTQ002n_JOqFhyDkBf6iqfG-Opnk2rnvXUa4-vW9xkVImWi67JnHfP-wYDo5Y1fXcrniBE28b35JtclFpziWdgw==,USA; Washington; Redmond,2022-09-10
112,89.1104,1,17-2071.00,Electrical Engineers,112,Montana Instruments,Electrical Engineer III,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lP8gdMRwU5vmmy1cqhpsqpuS9sE5b3XbE6cwnpNRBaclkzKVvE6VbCIKHqNCsivc1MuNltC7Tca-MgmR7PKf2D_rYBa4rZ_5XqM0ok5GvBkPWhf9l4TCzE3FSvUk4eb5c0eKCCg-bWviVa3f21U2bBjg==,USA; Montana; Bozeman,2022-09-10
113,125.28455,1,17-2199.05,Mechatronics Engineers,113,Northrop Grumman,Principal/Sr. Principal Superconducting Electronics IC Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ll-CEat4S0LmmUftDldeF1HUe0KZiJoKD5frceNws0EoqUB9_IJ_SXlXzUn7BA9QDSIErgmHMigHGNikcW5zJk92rfkiXklMnGSRlLr5AjPPVd0H9nsT-hPrO6qT2Iys1kp4ahkwz7VC7fpf9SyPtT6g==,USA; Maryland; Linthicum,2022-09-10
114,168.27661,1,15-1243.01,Data Warehousing Specialists,114,Zapata Computing,Full Stack Software Engineer (Visual Analytics),https://jobs.quantumapalooza.com/u/BgAAAAABjS-o2iEIWbsZd6eIU6DZftu7wV-owiV_rullA_YiICmOU2W_Yg6mJ4_QjDeNc9S9YGMz-9fCJbic7i87NQukGLv7GndI3-hz7OwJZyKiOKTiShyeJ60yCtUkSL3a-hED-GiUrbX3dr92cE2yvA2wdh-vTfQ==,USA; Indiana; Indianapolis,2022-09-10
115,123.69001,1,55-3015.00,Command and Control Center Specialists,115,Honeywell,Quantinuum - Principal Systems Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jh5UJ1nPewHP9Ql1gLI7fqWasY41Q3oZ8p2_QTY64Es3pnTyqNnx_2B-TWdgiFajQdipeDfx8FcN7CE9V8mLw8ZDhUlEAPTW1cmv0MtRIWN8ebiJUdEjid4RtU8fuNVk5FTW_gDG0Tx-NjBZRCcsKm8Q==,USA; Colorado; Broomfield,2022-09-07
116,131.96179,1,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",116,Honeywell,Quantinuum - Senior Advanced Mechanical Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jmyX3d2WzmwaMhTvNc7iOuJHCeM0vty2y7dHDBUprhKKK8SF4iPqncOMbotzd7xIHZki8E-T5-Cp_RkOR3stpzD0f6l4ITU8rs1IotMw0nHcuENVwk4tsRMVVgYrbLqZwA_mET3eR0W16b_2BlinSRBg==,USA; Minnesota; Golden Valley,2022-09-07
117,130.92209,1,19-2012.00,Physicists,117,Honeywell,Quantinuum - Advanced Trapped Ion Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jZQ1Sxivvj9uG57CcPk36N2MHLXXMKIkn2gPFvvPbvIg-BqRh86jCTfB32dn2QBTsOs1ffkPqqSS-gC4qcSEWg73rgatoxdulp-yvPwVRwsORmwasQalXGaRsJRBaBdgtQQ5miHU8rWZpTbTWmEi4ohA==,USA; Colorado; Broomfield,2022-09-06
118,120.6663,1,29-2011.04,Histotechnologists,118,Honeywell,Quantinuum - Laboratory Technician,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jdZNy3xcuAv1P06P-t8_4RBL1zwlI0_ezQiBjqIQoxRwWIBPT38eoEeKBZ5nBn3mzLkeo1LpsOo0Mh0a6EnxyEf5GD85KGpoXoBqjYb8DWA2SxB4J-1-uDocTj8iZh0Xsw7t2ulLig2zZxeGtiLVYOng==,USA; Minnesota; Golden Valley,2022-09-06
119,154.97395,1,25-1054.00,"Physics Teachers, Postsecondary",119,Honeywell,Quantinuum - Senior Advanced Trapped Ion Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jnoQXz3VJZv06ckljJ5lXi7iTsG23rf83GX4PCJqlIqrG4tyqPvWMrcuIZjyEiXhcB5QNnE3N_WCEXYi7r523-vSt-m1fzssoVSalDReR0Hs3MesGAtUyDJWVwOkwEbGI232MToLBXQRAMNeerW8yaqQ==,USA; Colorado; Broomfield,2022-09-06
120,106.69466,1,17-2199.07,Photonics Engineers,120,Toshiba,Quantum Information Theorist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oGzlwQxRswbPTbZtOOnkqpS-sCCVFUhupCmYQ023uqMNbh9LQvQe3mS05WMPIsBipZidQi1ECFYpkCReq0_efi_dfcBQTLopuOHB6rWZyPQGAW0pgi2UzUkvo4ldoVvL9SfhXt2cR_lUmmxtia_lni9g==,United Kingdom; Cambridge,2022-09-06
121,108.76966,1,15-1253.00,Software Quality Assurance Analysts and Testers,121,IonQ,"Senior Software Engineer, Test Infrastructure",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kcYlO_Mp4oVw6wmLvU2eJFmqYp1Fm9KWjGS5FEmFQRYwCNiM_nkWOMat51DHFlxyvOMRaFV_cxlzh3f5zY771I8SCa4ka1osDnk42QCagIRn1hnonSBfZHLyHIrHnZAbK6IZnE-KHprlx0SVwOXG1LgA==,USA; Washington; Seattle,2022-09-03
122,139.32559,1,17-2199.07,Photonics Engineers,122,Pasqal,Computational Quantum Dynamics Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mDEy3v5iG_El7TZzhbMd2L4XMXlJgMme3O3V7QWNnKJlV7L8cwZ5JWfGwwsutc-vD4i6dlrLHbpq70pIzqWQJaD6zAcwsQo_uVceWMPnYZ32dmm5NjCTDk4eWVGjhwSzM8WdAnoxLca6EaTkIF50x5bQ==,France; Palaiseau,2022-09-03
123,117.74083,1,15-1299.09,Information Technology Project Managers,123,Pasqal,Frontend Software Engineer Cloud Services,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mEwL3x3guP086srPw5-1hdBazSL9nxkVzlkjyo2oXFf6unij7xEySttRFPGoggg9z4tqheb_jUiI5wEsy8FjeL2ImuJvjCiAW301LrpajIhQz3kqojS4Pr399JPn75EDYPy0Rr1Gr4apCI6UahNUhUbw==,France; Palaiseau,2022-09-03
124,75.22807,1,15-1252.00,Software Developers,124,Pasqal,Scientific Software Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mKNqGhQAIG2mLMsRRS-DBRi3oKeY8J3sRNOhFw_JpT7hqmTkAgHSpP89SfqTDmwyyl2QE6GaaUdHJ4flAK3ez7YVYYyEGlKueE8WXuxKpAEK-cezqKGcLuNx455idTBv0vqNEk-lu21E09OZGUH8hmdA==,France; Palaiseau,2022-09-03
125,82.2206,1,19-4099.01,Quality Control Analysts,125,QuintessenceLabs,Quality Assurance (QA) Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nWIkTP8xsTyqNnMMEJ-koiCUss421OqxFdAbK-B-8QXh2Yfv_VizHU3bl3Z1Megy11rGfdPqcmPzZ3uEbjLpd8a0OUEDqzcEJv5jr71CRC2LFDHh0-ce3IRLHiaWEJKgaM_T179OwjxljieCPQdFYO7Q==,Australia,2022-09-03
126,86.340935,1,17-2199.07,Photonics Engineers,126,QuintessenceLabs,Quantum Optics Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nXBc2ZUXTJvzNzAMgsjTvEZfyWM_CVjduvJg3CSgGw7kInhus82OEfCnH5oa-C_p2OgF6a-dmMh4Wu5Xbyj-iW_GBcL7nQ9Jb9l903e9Bizy9cl3r-AY8o2py8O7Iug908gHnyo0Hli73ZO0x8uSuGeA==,Australia,2022-09-03
127,167.80902,1,15-1299.09,Information Technology Project Managers,127,Pasqal,UI UX Designer - Cloud Services,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mNawPNT2s_IaanzIHXiEFeFm49k9n7i3olpSahzQ4TyGCaXn8kVow1xF1LAoZzAqQoWHAOBXJKfvi0-lkwtJ2DlJS0UQ3S-4oJQVIfKleIGMTivCn3Ca6YJJEQo6SgSGaMCw4yGHUp8ipYcinF6gPK7w==,France; Palaiseau,2022-09-02
128,132.72241,1,43-6012.00,Legal Secretaries and Administrative Assistants,128,Amazon Web Services (AWS),"Corporate Counsel, AWS Legal",https://jobs.quantumapalooza.com/u/BgAAAAABjS-hapaLwFsKINIk4atwbmTmFy4JbTbnFmcuIzl9_JkIhOCgzRGoeU-G38IZVPRsocU0cDWz_xah5S81BtqhxSZ5fB_5U7jiwcNqsqYpRpd3vd6Wex0I394RyrwCwjBCMa3xBM4PtB0bZgtJhzipxC9X41g==,USA; California; Santa Monica,2022-09-01
129,131.10101,1,17-2199.07,Photonics Engineers,129,Amazon Web Services (AWS),Quantum Solutions Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hnz1AHQ6HcjuEEPMI8EoM0LbJpa8hIdssewhZgUAgt-81ioTF3oTCDs1l1Et9R9H4KOtSeTptaLIqajtQbU9Q5TrX2eHioxcR4LBf40yt_eZ2HZbG72MNOmYvwzP1cp_0gE_6XJTvY0ao5Ylg2kJ6Xng==,USA; Washington; Seattle,2022-09-01
