,organization,position,link,location,date_added,real_link,title,type,description,company,key
502,NVIDIA,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lx-8jJ0qYUYXEIsHZGx2NVlXInmwWFj_pypSF-8I4ml141DC5T2bKwMSyyI4uzJX4Ft7Iio72FV_TEG-phqP8n3jSB1QrrDoBnt5DVOfyXyfVvXyJA6cg2LcmYPluXFFqUIzHB_A17ZmH9M99Qsdas5w==,,2022-02-12,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-VA-Remote/Technical-Marketing-Engineer--Quantum-Computing-and-HPC_JR1953257,,,,Nvidia,nvidia.wd5.myworkdayjobs.com
503,ColdQuanta,"ColdQuanta
Boulder, CO 80301",https://jobs.quantumapalooza.com/u/BgAAAAABjS-iURuMhubcI2CoHoRU3JpDWHPdaC4F3orFV8fa7yoymHRPD5yLruH4YkYv8U7ahGqZnD2Wm6cK1UvUgo5iOPdrpGvxzh-DbSY23r8ad5YYqn-IW7YAqJpeJjh5Y_U87Y4_muNydEtiPqgIU9aIh8q810A==,,2022-02-11,https://www.indeed.com/viewjob?jk=f91075c777baf061,RF Engineer for Quantum Sensing,"Salary
$70,000 - $150,000 a year","We are looking for an experienced RF engineer to join our Quantum RF (QRF) sensing team. In this role, you'll be working with a team of highly skilled Physicists and Engineers on complex interdisciplinary projects from the research/conceptual phases through eventual successful product launches. This involves a variety of efforts in the planning, development, prototyping, and documentation of sensor designs. These efforts are within a research and development environment in pursuit of government and commercial projects. Passion for hardware development, including working in a fast-paced environment and hands-on design and development
Key responsibilities include establishing and maintaining the technical competencies of the QRF team in the design, evaluation, improvement, and application development of RF sensing using the core quantum modalities already developed at ColdQuanta. This position requires coordination and collaboration of activities with other functional managers and project managers/principal investigators.
Requirements
Responsibilities:
Ability to lead as Technical PI on special assignments & initiatives on an as-needed basis, within and outside of R&D
Participate in QRF business development and proposals efforts
Interact closely with inter-company engineering teams and/or with suppliers, vendors or customers
Involved in architectural trades and a range of QRF system design decisions all the way down to the component level
Model EM-functional components using RF software tools
Drive maximum reuse of development work with consistent technical direction across projects
Test planning and execution at the integrated receiver system
Required Qualifications:
BSEE with 6+ years of experience, MSEE with 2+ years of experience, or PHD with 1+ years of RF design experience
Deep knowledge of fundamental RF concepts, such as RF circuit analysis, noise, linearity, receiver architectures, etc
US Citizen or Green Card (ITAR sensitive material)
Desired Qualifications:
Expertise in receiver architectures, test plans, and over-the-air testing
Proficiency in EM simulation, design and fabrication using modeling software (ADS/AWR, HFSS)
Strong background/skillset in antennas, electromagnetics propagation, and/or digital communications
Familiar with software development (Python, and some C/C++), and fast to learn new tools used for automating test instruments and software defined radio (SDR) development
Successfully demonstrated written and verbal communication skills
Collaborative; capable of working across all levels of the organization and enjoys working in an interdisciplinary team environment
Organized and self-directed; comfortable working in a fast-paced, ever-changing environment
Benefits
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k, IRA)
Life Insurance (Basic, Voluntary & AD&D)
Paid Time Off (Vacation, Sick & Public Holidays)
Family Leave
Stock Option Plan
Student Loan Repayment Program",,www.indeed.com
504,Keysight,Experimental Quantum Computing Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ku_3DPY6ZREplAlh3ZxPwxDzROll3oJqP-2Y49yJN86e0pt_GoJ2uj1ufV29ckb65p1CqxdVo98D3I9mS6mAzu56XJGHhtb8xp1_LvOirUEpMbZFjqKwKMf7F7kjiNBwMOUNxRufCNhBQ7_JfISVadAw==,United States,2022-02-08,https://jobs.keysight.com/job/Cambridge-Quantum-Physicist-MA-02138/810745200/?feedId=216400&utm_source=Indeed&utm_campaign=Keysight_Indeed,Experimental Quantum Computing Physicist,,"About Keysight
Keysight is on the forefront of technology innovation, delivering breakthroughs and trusted insights to the world’s visionaries and innovators in electronic design, test, manufacturing, and optimization. Our ~14,000 employees create world-class solutions in wireless communications, 5G, automotive, quantum, aerospace, defense, and semiconductor markets for customers in over 100 countries.
  We’re recognized as a Great Place to Work across the globe due to our robust culture and dynamic working environment. Our global team acts as “One Keysight,” using collaboration, inclusivity, and integrity to advance technology. We’re driven and curious, and we value all ideas, especially bold ones. And our strong culture extends far beyond our own walls. We leverage our corporate social responsibility framework to support our communities, nurture the next generation of engineers, and promote environmental sustainability. Our technical solutions – and our methods for creating them – help connect and secure the world. Learn more about what we do and how we do it.
Job Description
Keysight is the world's leading electronic measurement company, helping scientists and engineers address their toughest technical challenges with confidence through innovations in wireless, modular, and software solutions. Our employees leverage their insight and passion to deliver measurement solutions in wireless communications, aerospace and defense, and semiconductor markets with world-class platforms, software and consistent measurement science. 

This job will be part of the Communications Solutions Group, which is responsible for Keysight's portfolio in the Wireless Data Ecosystem, including wireless devices, operators, internet infrastructure, and Aerospace & Defense. Our software-centric solutions accelerate our customers' time to market and reduce their costs - giving them a competitive advantage in today's and tomorrow's technology waves. 
  This position is targeted for an Experimental Quantum Computing Physicist who will join an R&D team inside Keysight's Quantum Engineering Solutions (QES) organization, which is responsible for producing world-leading solutions for the challenging and exciting market of quantum technologies, including quantum computing, quantum communications and quantum sensing. 

In this role, you will work with physicists and engineers around the globe, driving innovation across Keysight’s quantum solutions. You will leverage cutting-edge instrumentation to develop advanced tools for qubit control, pulse sequencing, and automated device tune-up, thus enabling the next generation of quantum experiments.  

 
This position is based out of our R&D office in the Cambridge area. 

  Job Qualifications
PhD degree in Physics, Electrical Engineering, or equivalent field.  
4+ years' experience working with experimental quantum systems in industry or academia 
Experience with scientific measurement techniques and instrumentation 
Proficiency in Python 
Excellent analytical and troubleshooting skills 
Excellent written and verbal communication skills 
Ability to work in a collaborative environment and to develop teamwork among individuals and over geographically disperse teams 
  Additional desired expertise: 
Qubit characterization, gate calibration, control of multi-qubit circuits with superconducting, spin, or atomic systems 
Development of software to execute quantum experiments 
Collaborative software development tools and practices, such as GitHub, Bitbucket, JIRA 
This position will be based in Cambridge, MA
  #LI-MED1
Job Function
  Shift:
Day Job
Schedule:
Full Time (F)
Travel Required:
< 25%
Duration (Temp Positions Only):
Not Applicable
  Candidates can be considered to work from the following locations:
  Americas : United States : Massachusetts : Cambridge
Job ID : 43562 
___________________________________________________________________________________
Careers Privacy Statement 
***Keysight is an Equal Opportunity Employer.***

Keysight Technologies Inc. is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other protected categories under all applicable laws.
 ",Keysight,jobs.keysight.com
505,D-Wave Government,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-idLJj5HMYrkdtVg8mQ05z1Fsl9-iLKq8SPZfM5XVWEK2qZI6ai8-bx_ypeCqf8jfF-1KHNpZuwHH0Pol0s_7cMx7Wy34aoW3ZLHu5LrBEY75ZE3nS0Xs4K4QycYrsINBAX8-WuKkclBGE4ogSGMsrhZQ==,,2022-02-05,https://jobs.lever.co/dwavesys/a607eb63-a36a-4396-9c3e-398848fe8569,,,,Lever,jobs.lever.co
506,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i_kARzkdF1uGerAr-l2tV8ZKSbsAK9-HREd92ODLp5FwrG4JhVovGalMROtEPIcofXg5yY96ykTlOERIVHRszSL9D4YE3VKX1FoPKVQSsGKfNlyYb8bo1X78kcpy1s-w75BTHNwf0bJ6cl2Y3BHjO1ww==,,2022-02-05,https://careers.google.com/jobs/results/125108650164265670/,,,,,careers.google.com
507,Boeing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h8IluPkSFJ2itAt-v4ZyII4bO_IH-AZXzZnE05oRDlXbi-bD0-O6heyO2tLbJvrjLNI0Ck141hDYXMYjlzXTHBZjEK9upJVwO0KxoApkwsu-c7Za30QHlvQR0477bCCdC0TofJb-JBHXKlOIs_Cvwwig==,,2022-02-04,https://jobs.boeing.com/job/-/-/185/22935803280,,,,Boeing,jobs.boeing.com
508,ColdQuanta,"ColdQuanta
Boulder, CO 80301",https://jobs.quantumapalooza.com/u/BgAAAAABjS-iLTVjFLCi9Bqu5iXD6pC2n8vhiZFdtH2K-4i22LdHXP93blZfWbKTGKz3j3KdlsA0VggCfTKwKnVTXjHJhmhZpbEzDaqWvItJ-xomsfb-4fcIb07gKUGqp5_khKR7jXPBuqeLqvyHB4inkZAD_OhYEzA==,,2022-02-04,https://www.indeed.com/viewjob?jk=51ff3ec96f3a6b5f,Atomic Physicist - Experimental,"Salary
$80,000 - $141,000 a year","ColdQuanta is seeking an atomic/AMO physicist with a strong background in cold atoms, particularly ultracold atoms in optical lattice potentials, to join our quantum signal processing team in the development of the world's first commercial quantum matter platform, “Albert.” You will work with a highly motivated team to develop novel quantum signal processing modalities based on atoms in complex potentials; and aid the transition of those techniques to cloud-deployed quantum signal processing and emulation platforms. We are looking for self-motivated, energetic individuals with strong problem solving and technical skills.

ColdQuanta is the leader in Cold Atom Quantum Technology, the most scalable, versatile, and commercially viable area of quantum. ColdQuanta is dedicated to making quantum a reality through the deployment of Information Processing Systems; and development of precision timing, sensing and networking solutions. ColdQuanta’s Quantum Signal Processing (QSP) team is lowering the barriers associated with quantum technology development, research, and education. The QSP team is developing cloud-based quantum signal processing platforms. Recipient of the 2022 SPIE Prism Award for top quantum innovation, ColdQuanta’s QSP Platforms will revolutionize the future of quantum technologies.
Primary Responsibilities

Participate in and ultimately lead R&D projects that will expand the functional capabilities of our quantum matter platforms
Develop expertise, operating modes, and techniques for manipulation of atomic samples in periodic potentials
Work with a diverse team of scientists and engineers to achieve specific project benchmarks and milestones
Contribute to project direction, design reviews, and external customer interactions; author/co-author papers, presentations and reports; give invited papers; attend project workshops and conference
Requirements
Required Skills and Qualifications:
PhD in atomic physics, with a specific emphasis on cold or ultracold atoms
Direct experience with and a deep understanding of experimental physics systems, especially laser and ultra-high vacuum, systems.
Working knowledge of control systems, machine learning, and signal processing
Entrepreneurial drive, intellectual agility and personal eagerness to develop with the needs of the business.
Desirable Skills and Knowledge
Direct experience with experiments with atoms in optical lattice potentials
2-3 years of post-doctoral experience, inclusive of research fellowships
Proficiency with Python, Mathematica, LabView, MATLAB, SolidWorks.
Benefits
This position will pay between $80,000 and $140,000
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k, IRA)
Life Insurance (Basic, Voluntary & AD&D)
Paid Time Off (Vacation, Sick & Public Holidays)
Family Leave
Stock Option Plan
Student Loan Repayment Program",,www.indeed.com
509,Q-CTRL Federal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mfrYtc-TfQ9BqYlYLDMcXsyrAokN305YZtTFkYg7Uf6cPIr-2swPTQVCwTGRn7j8bgF7D_OEIwftGnV8TmOcZWxWTsqWLz-NMM784YjDL1rZLuC0kBmnvmCY-cJ5pW5iMvZz8vA-RmthILxK7Uv0k3WA==,,2022-02-02,https://jobs.lever.co/q-ctrl/1d2e3c06-e66a-4200-844a-2b569784bb38,,,,Lever,jobs.lever.co
510,Toshiba,Toshiba,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oD9iEzdolNwx-W21zWyqKg9PU2UavZN6Bmjqn9SLvLDg5IeoG_udiB2bLL2egZkS7oaq54rrUotbuhk-Wn3uPXlmM90XVcCxN1p6iqbcWinB0HtJSASLznc4J_PV1xwYk1tClejasVg70uvDWRAJf5Qg==,Location: UK - Cambridge,2022-01-31,https://careers.toshiba.eu/displayjob.aspx?jobid=286,"Firmware Engineer
UK - Cambridge",Toshiba,"Toshiba Europe Limited has pioneered the development of quantum communication systems over the past decade, setting new standards for cryptography and data security. We are currently seeking a Firmware Engineer to join the growing team developing our products within Toshiba’s Quantum Technology Division, based in Cambridge, UK.
The successful candidate will take the lead in design, implementation and maintenance of our programable logic. In this role, you will develop the FPGA firmware within the heart of our products.  You should be able to demonstrate your experience handling data steams across multiple SerDes interfaces, across multiple clock and power domains, controlling proprietary hardware and standard interfaces such as SFP+ and PCIe.
You will join a dynamic organisation, working within a team of engineers and researchers, with the ability to make a significant impact and playing a major role in the development of next-generation secure communication products.
Responsibilities:
Architect and implement new solutions for next-generation quantum technology products
Manage Toshiba’s quantum technologies firmware code base, including maintenance of production code in addition to feature development
Work closely within the electronic development, and with the software & test teams to understand and solve firmware-related problems
Write technical design and test documentation
Mentor junior engineers
Essential:
Firmware engineering experience in VHDL & Verilog, including development of new IP blocks where an existing block is not suitable
Detailed knowledge of high-speed processing, network interfaces
Demonstrated experience interfacing within embedded environments
Excellent problem-solving skills
Ability to read and understand circuit diagrams
Familiarity with development practices from project conception through to test and maintenance, including best practices such as Test-Driven Development, CI/CT.
Motivation to work in a multidisciplinary product team, demonstrating excellent communication skills and time management to successfully drive projects
Desirable:
Electronic engineering experience in high-speed digital or RF
Software engineering experience in C/C++
Good familiarity with Linux
Engineering experience in the communications industry with design responsibilities",Toshiba,careers.toshiba.eu
511,Toshiba,Toshiba,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oKizFv2EeWzALn11P-u4bAQnEkB1UlKW13w9WS_JM4sBZmlo5LFM4_Qik2FBR7kLH6HLNffGzHEoWt3rz1AxuHvVG1BmPtxtBN6fmFJFJ06wluIWVgHSTAnJzSQIoLe81WE6eHdyk4S8cMKirDCIPiXw==,Location: UK - Cambridge,2022-01-31,https://careers.toshiba.eu/displayjob.aspx?jobid=283,"Senior Systems Software Engineer
UK - Cambridge",Toshiba,"Toshiba Europe Limited has pioneered the development of quantum communication systems over the past decade, setting new standards for cryptography and data security. We are currently seeking a Senior Systems Software Engineer to join the growing team developing our products within Toshiba’s new Quantum Technology Division, based in Cambridge, UK.
The successful candidate will play a leading role in the design, implementation and maintenance of the software stack for our new quantum communication products. In this role, you will develop both kernel-space device drivers and user-space command and control software (Linux environment), ensuring robust and reliable system operation. You will join a dynamic organisation, working within a team of engineers and researchers, with the ability to make a significant impact and playing a major role in the development of next-generation secure communication products.
Responsibilities:
Design, develop and maintain Linux device drivers for our custom electronic hardware
Architect and build command and control software to implement quantum communication protocols
Work closely with hardware development and test teams to understand and solve software-related problems
Write technical design and test documentation
Essential:
Software engineering experience in C/C++
Detailed knowledge of networking, hardware interfacing and system programming (within Linux environments)
Familiarity with kernel space development
Excellent programming and problem-solving skills
Familiarity with software development practices from project conception through to test and maintenance, including best practices such as  Git, unit testing, code quality automation, agile management etc.
Motivation to work in a multi-disciplinary product team, demonstrating excellent communication skills and time management to successfully drive projects
Desirable:
Knowledge of, or willingness to explore, other programming languages, e.g. Rust, Python, Go etc.
Experience with PCIe devices & FPGAs
Knowledge of security aspects of software development
Experience in cyber-security, cryptography and/or systems hardening
Software engineering experience in the communications industry",Toshiba,careers.toshiba.eu
512,Toshiba,Toshiba,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oFk488IJoO2UHZkE9MbyLGfbxrQRsbcGs7AdPdmmdDZp0VNWhgTgj4mUQQSQmgK7XYFdER7qL-92w4XZFJabhm4_B5MFfyaechds5_ZZ6Gp3QJz-sPYaR17aksNvsd7fHptWLH68YoZqbRB6ux0W4-6w==,Location: UK - Cambridge,2022-01-30,https://careers.toshiba.eu/displayjob.aspx?jobid=281,"Optical Assembly Technician
UK - Cambridge",Toshiba,"Toshiba Europe Ltd are at the forefront of innovating novel secure optical communication systems that are resistant to future advances in computing and mathematics. We invite applications for the post of an Optical Assembly Technician in the Quantum Technology Division based in Cambridge UK. The successful candidate will be responsible for manufacturing Toshiba’s quantum cryptography products. This is an opportunity to join a dynamic and world leading team, supported by one of the best known companies in digital electronics and services.  Appropriate training will be given.
Responsibilities:
Building and testing fibre optic sub-assemblies and systems.
Improving product designs to improve the manufacturing process.
Developing new processes to improve efficiency or product quality
Advising on the selection of new components or new test methodology
Writing assembly and test reports and contributing to the technical file

Essential requirements
Significant electronic assembly experience, with a degree level or vocational qualification in electrical or optical engineering preferred.
Excellent understanding of engineering drawings and manufacturing processes
Ability to be pro-active and use initiative
Keen attention to detail and high levels of accuracy
Ability to take ownership of projects and deliver to completion, within agreed timescales
Good communication skills, both written and verbal
Able to work individually or as a team member 

Desirable:
Experience of working with optical or fibre optic devices
Familiarity with Linux operation system",Toshiba,careers.toshiba.eu
513,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lnJ6alEkUiobSkZaJVM8iu0-UsbJaf3Bq5bZUcXdGJhLuKZonPdbij_Wg12qXrlCNdOp67XUWJ3bN7YQ65PAJWTAE5v58goE7f89zMGzZHmf_hLa6DMXh78jw6sgGsPL27WyOQgQkzuzXu42swwRY6sA==,,2022-01-29,https://www.northropgrumman.com/jobs/?category=Engineering&fof=1,Job Search,,,Northrop_Grumman,www.northropgrumman.com
514,Toshiba,Toshiba,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oKXf5ZXWOSoLOY7NX3Qx_eYoTp1_L75TZ-lToKTHrPOW_EImZ5UwQppS6_nuSH3TtvsHUfsUQnbfJXtMDICEJrXzPeFtVy6CHhbzB7rmxsaePtUsMMb1IC16LrzjywPtyXpm7RSnSMaWu3Ny6w1vVvJg==,Location: UK - Cambridge,2022-01-29,https://careers.toshiba.eu/displayjob.aspx?jobid=282,"Service and Installation Engineer
UK - Cambridge",Toshiba,"Toshiba Europe Limited are at the forefront of innovating novel secure optical communication systems that are resistant to future advances in computing and mathematics. We are currently seeking a Service and Installation Engineer to join our growing team within Toshiba’s new in the Quantum Technology Division based in Cambridge, UK. 
The successful candidate will play a role in the servicing and installing of quantum cryptography products developed by Toshiba.  In this role you will be fault finding and diagnosing quantum cryptography products both onsite at Cambridge, UK and in the field. You will also be involved in the installation and commissioning of quantum cryptography products around the world.  You will be joining a dynamic organisation, working within a team of engineers and researchers, with the ability to make a significant impact and playing a major role in the success of next-generation secure communication products. Appropriate training will be given.
Responsibilities:
Develop procedures for servicing and installing secure optical communication systems.
Set up and characterise optical communication systems to prove error free functionality and conformity to design standards.
Isolating, diagnosing and fixing problems.
Providing technical support to other departments, customers and strategic partners.
Documenting test procedures, process improvements, nonconformities and test results.
Installation and testing of equipment at customer locations in UK and abroad.

Essential:
Degree level qualification in Electronic Engineering, Physics, Electronics, Computer Science or a related discipline
Experience of successful experimental/practical work
Ability to work analytically and to solve problems efficiently
Good communication skills, both written and verbal
Ability to work individually or as a team member 
Happy to visit customers in UK and abroad

Desirable:
Experience of digital electronics or fibre optic systems
Familiarity with Linux operation system",Toshiba,careers.toshiba.eu
515,Rigetti Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-negua7Zr9e6cx3Wa9IsAcO27hBFIcNCerwKO-0Myf0QKgMUBGG_lSLSUsRt6IZ2gQP0_8gym8SZFoY6iswsBY4LoEQnfdAkglh83tKFhy-mrvrSfTZ3ibQzbP4FXXl867D0yMAQPIdd4CX0E3oFhvZMg==,,2022-01-27,https://jobs.lever.co/rigetti/78abd0ef-e4c7-4ef4-a87c-f3801cc2a0be,,,,Lever,jobs.lever.co
516,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mLL3n03F8QkMdi6SqMUO1_K_ahQg-cYAopabOaJ9tbm3qE-OWv_NxpXwgIV8FaCOs3L4sahSdOFTPTf8Zu9ry9WD1JCHa9Fw47l2Vh3PqXSB4y_jKkdSsgUsNdyosS5lE4BU4fmchKlXKo78ZKcCnSSQ==,,2022-01-24,https://pasqal.io/jobs/secops-engineer/,,,,Pasqal,pasqal.io
517,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jN-nY8f3pc42N2Cq1-3do3BZC4NXDFzJwMly9uktlcCJCJlyCuJIoA2tJbfCx2qFfbYeZAnq1AvPXwRA5G-IdHFhFJNUcwKKZFMXmbh_AncEOHV0jiQA2G8-89s08mWajoUgg1LgbDXXnae94hbuUcZw==,,2022-01-22,https://careers.google.com/jobs/results/115995378773304006/,,,,,careers.google.com
518,Qblox,Application Scientist - Semiconductor Qubits,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mfOA7IlOm7BcSAfELxDBGxKoJE31NUSInDl5e8Job2Mjj6LulIrbcUTOdTDB0c3MbNr4PlJKDf13cGCYMaoxACrph96SxmfW1aNCdp41x_LOsdkRa3sc9wRi6PGLL59oKaBHrtDOdYdI0Ku3xmWerNpg==,Application Scientist - Semiconductor Qubits,2022-01-22,https://qblox.jobs.personio.de/job/526389,Application Scientist - Semiconductor Qubits,Application Scientist - Semiconductor Qubits,"Qblox is looking for an application scientist to help us build industrial-scale quantum computers with our customers. We provide them with quantum control stacks that generate the analog signals needed for the control and readout of quantum bits. In this job you will:
Create new relations and manage existing relations with customers,
Represent Qblox at conferences - Visit customers around the world,
(Co-)author white and scientific publications,
Work with the marketing team in creating marketing material (website, videos),
Connect to our hardware and software teams to improve our user experience,",Qblox,qblox.jobs.personio.de
519,Qblox,Application Scientist - Superconducting Circuits,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mgd5nLOEwvGfSEGzfkV0R0Q4M9-Jtl6KNz8I8edNjc7-HP32TYbRFxq6BIpKYoIu4LQJiZFIqiZFdvH5S1kPrSWxcT-Ag0OGr9EDCLPJhTGVbrOvfSvDGqLh6TsXgxuQvEXp-93dMXl_LhuaouIUvT0A==,Application Scientist - Superconducting Circuits,2022-01-22,https://qblox.jobs.personio.de/job/526390,Application Scientist - Superconducting Circuits,Application Scientist - Superconducting Circuits,"Qblox is looking for an application scientist to help us build industrial-scale quantum computers with our customers. We provide them with quantum control stacks that generate the analog signals needed for the control and readout of quantum bits. In this job you will:
Create new relations and manage existing relations with customers,
Represent Qblox at conferences - Visit customers around the world,
(Co-)author white and scientific publications,
Work with the marketing team in creating marketing material (website, videos),
Connect to our hardware and software teams to improve our user experience,",Qblox,qblox.jobs.personio.de
520,IonQ,"Senior Engineer, Devices",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kFrgwUGQ50zdemBAWDxWaDmbOtIWxZogSe3nxclQc9apdsdomuIy7minpsWuBAn2Ox2FIPyUZvPwr0UvJ1ZDIYiOObF60fEQyoXt8nLAyZM36eienE2D1tLf-wH-NVNitQ0XCrV5TrjCTsqaOHaRGZlw==,"Location: College Park, Maryland",2022-01-21,https://ionq.com/jobs/4305405004,"Senior Engineer, Devices",Type: Full-Time,"IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ’s computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.
 We are looking for a Senior Device Engineer and as a Device Engineer, you’ll be part of a cross-functional team whose mission is to lead IonQ on its journey to build the world’s best quantum computers to solve the world’s most complex problems.  In this role, you will be the technical lead in an effort to characterize ion-trap and other micro-fabricated devices and device-package assemblies in order to provide essential feedback to design and fabrication teams.  This includes electrical, thermal, mechanical, and optical characterization. 
Responsibilities:
Lead the design, build, and operation of electronic, mechanical, thermal, and optical testing infrastructure for micro-fabricated devices and device package assemblies
Develop characterization procedures and protocols, and data analysis and organization tools
Perform detailed measurements, analyze and organize data, and present and discuss results with teammates for feedback to design and fabrication
Own and maintain cleanroom metrology and testing tools
Work within a team of micro-fabrication engineers, IC and PIC designers, and quantum computing physicists to improve device and device-assembly characterization, metrology, and packaging
You’d be a good fit with: 
Bachelors or higher in Engineering or Physics
5+ years of experience with hands-on electrical, thermal, mechanical, and/or optical characterization of micro-fabricated devices and device package assemblies
Experience building custom testbeds and developing custom device test procedures  
Experience working in cleanrooms with sensitive devices and equipment
Strong data analysis, visualization, and organizational skills
Strong programming skills (e.g., Python) for hardware control/automation and data analysis
You’d be a great fit with: 
Ph.D. or higher in Engineering or Physics
2+ years of experience leading technical projects focused on micro-fabricated device characterization and development
2+ years of experience in industry working within a team focused on setting and meeting technical goals and deadlines for product delivery
Experience working with ultra-high-vacuum (UHV) assemblies
Experience with cryogenics
Experience using micro-fabricated device and materials analysis tools and techniques, such as SEM, TEM, XPS, SIMS, EDS
Experience using 3D CAD tools (e.g., Solidworks)
Experience with failure mode and effects analysis (FMEA)
Our HQ is located in College Park, Maryland and we are a 15 minute metro ride from Washington DC. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don’t let this stop you from applying.
 
At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment  in which any individual can feel welcomed, respected, supported and valued.
 
We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.
 
If you are interested in being a part of this team and mission, we encourage you to apply.
IonQ Covid-19 Policy: IonQ requires all employees to provide proof of full vaccination for Covid-19 before starting employment.",Ionq,ionq.com
521,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nVAcHudbAg8DfANyrOL0PpJnisgp3RqfNzLtFCdZBhOQ6WOQdFlBTk4oju1FTYwRRV2PI-6nv4JZpzWUCSnnh7m8msPNB74ybhi06PswJFilO4LaRCQYPSY7sHugoHRzQw8n1GQuoVgFpwkZz6LBDh6Q==,"Boston , MA , United States",2022-01-18,https://jobs.recooty.com/quera-computing/software-engineer-quantum-computing-service-qu120,Software Engineer (Quantum Computing Service),Full Time,You are not satisfied with mediocre cookie-cutter approaches. You thrive when challenged to step outside the familiar in order to design solutions that are tailored to user needs.,,jobs.recooty.com
522,ATOM Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h3DW8YhFD6B5Ud9CTiN4G2kAziC8hgzb-qyREnp8S4qJwdccjf46xEQ2AOKuhsTDvtq1rgH9IyOQd3KDI6Ou0YX3LNTYoXzWvh7JYBkcs_R1OTS9Z_r7RdhLySivAAIsnDePB--UW3jthoceMYwKqm9w==,,2022-01-15,https://jobs.lever.co/atomcomputing/ddbb99a9-73fb-4747-91bf-e9d22d16eee4,,,,Lever,jobs.lever.co
523,Deloitte Consulting,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iiq5qfwoxpyKMhOBDxxSjMI0HyxxbqMIZvgKyWcWJcI69EpWzBg2sccMWxO_9a0admgq00gclbfPlLT4kF6L8XBG-0V0pa8IsOEk1e1aOE6c1kBXttVnG9atXkzg7ZgKR8Y5ryR5oojimph-IN-Rp0tQ==,,2022-01-13,https://careers.deloitte.ca/job/Ottawa-Manager%2C-Cyber-Infrastructure-Security%2C-Risk-Advisory-ON-K1P-5T8/821714200/,,,,,careers.deloitte.ca
