,organization,position,link,location,date_added,real_link,title,type,description,company,key
113,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oyZbcHHCbROU36w7LRxE0YzkdCVF0_RIqwicdhE3YG2LENlLROffbQy3MCIufvzJLaNzUYdFKkMcjqfZmUWMaACU2_o3iCzLhsJXqVWNk_GDlfM5WT37NZRWENL1ONKqXfiTkY1y8PXf56eu_RUmpRBw==,,2022-07-12,https://xanadu.applytojob.com/apply/Bsjbu86BPu/Quantum-Optics-Research-Software-Developer,,,,Xanadu,xanadu.applytojob.com
114,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o5yv8XI3HcNjp3TU0KTjlJGF-UP1IV6NivmNaTfSK-XmF-GN2AhXvDrbQDtF6qqJ48prSKSZtINVVQADxj-1WW6EtAAUxMYSH7PaZNMDwaTwpQGBpwCd-_QDe0JXFeFQELRp8lumxthBMnyi16uQ8EkA==,,2022-07-12,https://zapata.bamboohr.com/jobs/view.php?id=147,,,,Bamboo,zapata.bamboohr.com
115,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hfD6pyBbTn3GirMbsQ9ZOYmT9XhEhB92kHV8lzFau4gqHJ7RbuRfRaSV8g4NKSHF3vIdH2m0HJF-LokeYKeirRs9cgsf7zZwFpGNj30_-raHGYKrnoQkmHXDaaoCNpCJFfLH7FfDUow5jg4SIHIsoAVw==,,2022-07-10,https://www.amazon.jobs/en/jobs/2133626/,,,,,www.amazon.jobs
116,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jZhIMVkjiPdCGbKHvlNqJu5ENrOecRWKB71cK5MsFqaiLxbtuz9Z7TFCR-0dAVI8r8n-XBSLwZ6onrXcG6UWsTOnshFG1oGMzPszYq0pZoE0lfaOGvX_1dGLPCB7WDDmMXPZFAMrIwPfG3-Ka5QZnIEA==,,2022-07-09,https://careers.honeywell.com/us/en/job/HONEUSREQ361843EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
117,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jdAlMeAX8m-iXP7XqS9fUvgBoUL0krhmRNf8I6HXif4-jBCC9HJ1iN0WSuKaJstLiuExatyoi4FTXRIyng1iAknzj1sJLt3HASEuNd5WS4IeNpTRz0VUk5vGhYEnoYrSektirIsuBcMvDMCpcQs-I4Ig==,,2022-07-09,https://careers.honeywell.com/us/en/job/HONEUSREQ359192EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
118,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-je7VtT4fj7Bnuiyqi8frDNArj_H6-59kAy7zwqSTTN_3TRlf6nG4ubbCqt0PbGhBuQwpoCG4qNCNSBOWM83cHkH20MGQywXN6n8DC-6-PoIltLb_9aRmjiY4DnCnDGqnBfErWU37fZRW9JykdXrGwnew==,,2022-07-09,https://careers.honeywell.com/us/en/job/HONEUSREQ362098EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
119,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jn7H-PGRZisEHWYSx8jDnbmg5VVtWK85qT_rvzZNoOw4qfm5vKhsPFp0wzDt0nmqkq4drBo9e1u6ngjmaxw5tJN_Gi7FCHg4d8VR_46iaN0pNM_dvIGmIk9NNkYqtgpzjBX1HElbdDF9A-d2XndoSPPQ==,,2022-07-09,https://careers.honeywell.com/us/en/job/HONEUSREQ361855EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
120,IBM,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-j7-QcUgSRWrtZSS86QL-3bz1jUwJPrcNB5rSCgv-DobIocCTpJrhdTvneglIs_X9TSQ4vvIAdo5OzNkFzYAHj8TMEi3RpS2Q-xaqf3fTRYDj7T5MdRnteC_5anjxMCcbBAwcSX4gAWMq3b_nMf1jBigg==,,2022-07-08,https://careers.ibm.com/job-not-found/?jobid=16190677,,,,,careers.ibm.com
121,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lJCx4K6CoOnOfAWVcWdi8ATeAX-A3UAT14yxGnwKdFFbR5Fqs1ajf6ynfuJxdosgvsuE8AXlnFi1OfHMrG6JTte8DcFl71PczSkw90FPZ_B57BfK4w8r_D1OpXa4oYOjaAvEVdhUNynoSzS7xZXx2isw==,,2022-07-08,https://careers.microsoft.com/us/en/job/1376757/,,,,Microsoft,careers.microsoft.com
122,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mMNZxWLZnhkW51RsehpxDsVFchyojNPKUNpwX5gV38m7EuD1chuEfNKejznCaosl2IetUdWFgMc5W7pUYfpbgu8CoLK5S3QjdJ2uAtdpytJlVQu8AADtpmo7VNrKh7AB36AV0ACl20F7tiPA-qT-Du7A==,,2022-07-08,https://fr.linkedin.com/jobs/view/senior-quantum-applications-engineer-at-pasqal-3304314463,,,,,fr.linkedin.com
123,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hdEjZINVvb7IiVwaFzDZryPQHJH_yl5eSB2pr0qf885qUf8SJCtr-4tQsNkK11GuYlt74aKXKZ9Dk7X2z5AiayyVC_xV80sDTBbIG3J4z0OattC0Z5dV_Bp71I8QGGEj6PUsugz2Fv5dRjADB2KDQDNg==,,2022-07-07,https://www.amazon.jobs/en/jobs/2134445/,,,,,www.amazon.jobs
124,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hrxebFp-_fAkZ3n0V95Wfv-8tgqN18gDJTKzkUlyi4yl4no-fzWx6wKsh5qYe1jCg8Wo8RGiUKkLdCgVt1HqB3nGcTa4CGyrfkFKOGVgIGlpf1CprsVO02YsN8a8vVYk0glV4pZnNMD2SIdpN7ZO4wPg==,,2022-07-07,https://www.amazon.jobs/en/jobs/2134446/,,,,,www.amazon.jobs
125,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hlVueLBzaCHnvBaVmigwqV-tk4l5duBQHikLL_B74BJLYh9ZWmSaL1gHovTLr1prmSty0kEqmkcCZqbetfZfFoctufVkv0RRV0E_lHeGuOE5njGCsSmC1SsgGfiDZ8-WABUnans17nMS8UvG0ksp-Adw==,,2022-07-03,https://www.amazon.jobs/en/jobs/2117955/,,,,,www.amazon.jobs
126,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i4IPn7uxTR1E42KwyA0s9dkTX_bpmK7ns-dCwdQKzUv5kD7bVFue-0wCziXr7KfUboOJGao9IruUmmUi4dF2muxrKLflttl5aJvukdplzKfjhrdQkxNEUi3xL6pEItclRJmXL944SZms4zm7MjZ3fElQ==,,2022-07-02,https://careers.google.com/jobs/results/98340466165981894/,,,,,careers.google.com
127,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jJAlukHpCmHnIrFKBhOiQ_4B1c3sO3KxZHiia5HRs-L_ZF1ciss0ujdAgcokKrPr-ygHOpM78ZLTmfYRAbRtzwLspFfip-Yhjr6XLE37X395KfsVCHewgxSNvLqkFDPrOilH4ev8EQkOq-tSnfGXODrw==,,2022-07-02,https://careers.google.com/jobs/results/119055127794328262/,,,,,careers.google.com
128,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jbZykoG7k3AlaPhNx7PEQxWDx8btw2xadvm_2H3H7D7v0MLIQbfFFYkNaVn81uwfz3DHSoru6HFy16VNfvIEmZLLJtXnM_PUthPhAUkICcxCSSk1Owdbmg6yMticBFeGJscAlr67d7NZJXIs5RdgU3MA==,,2022-07-02,https://careers.honeywell.com/us/en/job/HONEUSREQ360930EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
129,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kF-T3v8rlXcHYC426TQi3WPwe_wpyd2EtFzYkvxvLG_uQO24gvemQHEzyUg-5KXGlRWaM-k0And7-5BFL9ycT_4sfmC3PI1rSmKKwnn2EamRD0i--qCI4YtzNiaHXJYVJHuTr__dVjEIYJwlVCnRIWeQ==,,2022-07-02,https://ionq.com/,,,,Ionq,ionq.com
130,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kKS5sc-4rQQDyD0P9uhEz207jwzb76zAAiIH5MSr8gMqVrmqb-Zrr1OMP5Fw4SUe2pcq_RybuIZ3v4PG46BZ7qkhFY2kvS32YYrCR3N2aVs7oZMSzgT9dIpd-HGMVWZ-PdrJTJWeNBotMb2tTB8b0-KA==,,2022-07-02,https://ionq.com/,,,,Ionq,ionq.com
131,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hmNpt6mKLIDwYxikiTPju5zH5tvjLKNH7AVkCWGArQXBUB6SiKC--tKjXQHVXHm5t56wpOU3RkpFUU2ywAiJgeHlM2mdLhBIo6QV9GNmdjuzlJ2PA-6sLqevdR59xQRV3PwxAUb8aO4DH6OyZ77SXjew==,,2022-06-30,https://www.amazon.jobs/en/jobs/2125279/,,,,,www.amazon.jobs
132,Booz Allen Hamilton,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iAmbJYhe3ty1IaxSrKu8Q-wgG9FBe0jzXZH6cio6hFRAyaqMTH0r4Vxlr301qLOlSFBhSJp_Lse3atvz1w25LXlhQBpVVu8j5pADm-m7sIUV8Ja4JtMAuo8l1v0nDzALZUZgpHVtSNxOVwMzPhWFyKRw==,,2022-06-30,https://careers.boozallen.com/jobs/Error,,,,Boozallen,careers.boozallen.com
133,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jpf8U5TJVViV075cT6UwX4Jup9RxNM_Tbpj9quEi1kt6PVyOxKcwFD8zgdtz-OGlU5UB5amw5lt31Yf63t1NM-VnfWAVwy9apeFewfw8GjvaoHIvjW9vOKfvXi8Ao5mmvxsGjplHfTQmdMZkFkTmfUEA==,,2022-06-30,https://careers.honeywell.com/us/en/job/HONEUSREQ360723EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
134,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lfyBWwzLteN8mi-Xkkvtnv9l-7RZUe2A-T1opMSdYQciwQUec8CDwmJjxsJNkgl9vvkjl_I6R5QCzdMnAvrLaTOxVH8XOiJQ3OTlu2GpCd1wOzCcca2Sw0Y-9ARKMiHdb_N24DNguLtcWzX96m_zjj_A==,,2022-06-30,https://www.northropgrumman.com/jobs/?category=Engineering&fof=1,Job Search,,,Northrop_Grumman,www.northropgrumman.com
135,Rigetti Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nYU7u-j-TiX7vMSkyIQXPPRjTVWRwdu5lsfVIN-EiR7NDaQWNBoSKcWbd2NbuLG6wrYZYNPt4aD1hVHnpTANVEr18vpphrRKL3qPDMh9dQFmHueBMMJlOyCrxV7VHaDqkFD27mXqXHfUR3WCNo8Y09Tw==,,2022-06-30,https://jobs.lever.co/rigetti/067a3e43-31be-4d6c-bbbb-41070b45dfe9,,,,Lever,jobs.lever.co
136,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hpVO7F-DDLwSGAlOZjdo-m08EgQ2g27tBtrHykqeP_BwrjKUecRWV3EFuGtUak8nu34vS9HCxaV57ZyPXOeBkDwfBEU1lpedW52qQuJSVc41yk5M6sT70qNO3aGooc_99NfJjt7mDlrnrPq6XKZMH1Zg==,,2022-06-29,https://www.amazon.jobs/en/jobs/2123069/,,,,,www.amazon.jobs
137,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hsPLlx4W8QhwcbCnYGf0xqpPUzsvxq8Lv_K5y3oTPdHss21qXTRxyt9wiNgoPwPt5zBNOKYDw6FPEqO9yUSibKUQN3b3p5H2ni217rJN6ruoDnYgd65uu8jGMzagcwMT6f7-Z-nEigsHMnUq0V5xaKkQ==,,2022-06-28,https://www.amazon.jobs/en/jobs/2122080/,,,,,www.amazon.jobs
138,Anametric,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hydv1zYxYGniLtcIHcvgV61j0eUY9AYy1nDMClD5o57aZvehJCZ7Wi68Tun8nA3UUmc1vGNFu_iJFSoegR_YK1rsgD6swP5cWaqvQeTVtLcnKHxWm1g9RQFaA6JwyWcPVOiu-oblL8kRZxfJbMVlathg==,,2022-06-25,https://anametric.com/wp-content/uploads/2022/05/Job-Req-Director-of-Strategic-Partnerships.pdf,,,,,anametric.com
139,Anametric,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hyFy1AFdBCm5--Ass6UXh2X2C4Kdo8Z9wF5CSTH_VFfvhgfHMTnBg9se6eTEcagdQaBIAx6ZF0-2g2jk1uPmXuXqamE1jOKgX_iFPBE1YW4bCYyWD7T3BuK_ll5eJGY-pkER7-xqbU_ecgpVri7n_rWQ==,,2022-06-25,https://anametric.com/wp-content/uploads/2021/08/Job-Req-Sr.-Processor-Design-Engineer.pdf,,,,,anametric.com
140,AOSense,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hzS-r935QIOG9XytuyiwDLjdaXeDAQULp7rSHpaUQDBvz0YdgNErCbQ6NB8dxgSEN_wAeWqFTt7ojgKzkwwaVHog-dDsWpV54vgIzEbJJPToEHst93HrMFVEyepkrjT4Oeu1sJRPIaBR7F5LweZXZp7w==,,2022-06-25,https://apply.workable.com/aosense/j/DD09908045/,,,,,apply.workable.com
141,AOSense,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hzlKfIlwAz9CCXF4lhTBxP7qFdXmt2lXcHPmsKornxJBZmJDURUw9FsZFnoUyK_aMp4bd7GWy2VRSYJ9T_v48Sh9ZqGoeMt7JEfKJLrvTamYMjjxLaXgrcG2cqdcq42tDVJqC9jthzhqZGIzpzLdwx0A==,,2022-06-25,https://apply.workable.com/aosense/j/EFCB81B297/,,,,,apply.workable.com
142,Cambridge Quantum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iIQRB_vvG-tJTOxFEnke9wK7_uBA8iQylp-Sj9ljiY0PeS9aumkOCylTwjpmVhdBcLyR1edGrqKNgFjOYPcZcGqxquL5mC6nhuTzuWjIu4xZt8lKOo0xVWgsW2mRMCdAEdS9qqMVb7nIr3jLCG1mDpNw==,,2022-06-25,https://jobs.eu.lever.co/cambridgequantum/90b609cf-1bbb-4a2d-a784-f955fa729336,,,,Lever,jobs.eu.lever.co
143,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iUJvsZlQXHhTPqARrW2HKFA80fAXRSTpRWxAhBZoWNsRfQ-qLkVyWaDYaawZ1diNaHmaqhlAbgGQWeqtg_kJTQF9LMY89ibHVL8Gp2BmqHEibK5UEGw2r3GyRYeC6fyJWNOPLzH16ZM8ay3KBgso00sA==,,2022-06-25,https://apply.workable.com/coldquanta/j/0E43DC9236/,,,,,apply.workable.com
144,D-Wave Government,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iby9u_l3g4Zrjv8Bk6Y2X-ewWlY51yjXJhHzqD5cgZ0utrxphDSssHQLBrLVzYoH7ox47SAc6B_oSnKQIL8S5x5cdngH-fC45Mu177egXM2XqJqo2yEgEPbXleKlW8PMUpIXqOlRe_93-6mIx_it0ZTw==,,2022-06-25,https://jobs.lever.co/dwavesys/b42fe805-a6f9-4c18-9522-79555ca1184f,,,,Lever,jobs.lever.co
145,D-Wave Government,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-id8m7dYrNm1WwbLHR6S-QxlBe20pJJEH2FyWnDA_UBzd0FhOxMN_FPan1_Lql-QcSX4dtJ0pwLA15qvGaBgXxwwVQEn2g7dKf4vn1HnNHHFnZ9dybkRqTs5GsnvjzuZ1w_tAQfyZkrcJ6mfO3snWb3gg==,,2022-06-25,https://jobs.lever.co/dwavesys/e671e4a2-9ccb-4d98-bd75-e48db0d3ee3f,,,,Lever,jobs.lever.co
146,D-Wave Government,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ifkBJIc1Prx-IeJNHpoeV6_EqO_Op5t_KTrzQhpjIHsP6hBqu89N6xVOfJsnXp8I6DAeJ_qE-PDAv1rgNVMO-tNQR-KzvX_mTiDbZK8lxprB85O0eBsAmgB3P6Jhkr5ooBKHgUW4OLkXiR-suNxi1rrg==,,2022-06-25,https://jobs.lever.co/dwavesys/c734d386-ce1b-4bcd-b7d3-602d22ecf5d9,,,,Lever,jobs.lever.co
147,IBM,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-j2YCq0eMFdQ7qhf_SHkwXrLE6eer9m89tY1sonq7X6jFoqidNbkuvJXH0bpFU8sWKq-7ZyHXv1DGmM8qMZay6JqfkOHpZYC88ws3bRqXRnvU7q5yGU4eq-pi0jpev5V5fe8c5WuGrPHLP94yBZEpb1Kw==,,2022-06-25,https://careers.ibm.com/job-not-found/?jobid=15937049,,,,,careers.ibm.com
148,Qblox,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mhhje7zyWamy-KYll0iFDPUDokgyJXScqSmlhtX1unZH4HP3sTW3_UmbCpy4NfeCZaAwX3ti836kMbyXQzQY_IKQaHMhFDVinFm0bqw51dUlfwbgCItBH7vfoFRIuzDKRHiSMCgVLQniOUyxYWiPNndA==,,2022-06-25,https://qblox.jobs.personio.de/job/707873,,,,Qblox,qblox.jobs.personio.de
149,Quantinuum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-myfw2DdUMefeEGX5Yw2h0hQk5iQdlrJ80HCS82ervShvOcf7aBB26wGggy9gQMhJozWPrgHcP3TNTUOGrSQBXAkdE76IUYFOD7pf08ryFOt_dE8scCwr_ierufSvI-v4DlDjkli9cImdC40ZXdFQed7w==,,2022-06-25,https://jobs.eu.lever.co/cambridgequantum/2e5c772b-385e-4a13-9a70-811ba241345d/,,,,Lever,jobs.eu.lever.co
150,Quantum Circuits,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m8IxDQ_ovrpNqvZKGgvZzGZ5OTt5n4ZsKkIBa-h71a9FhKMiQFEuVYbR7gE02v_ZP183rF5aXsIpMrSIDb5WuJPXPlE1PuVirW73HlmMv1omYOr1YiYkT15nrUZ45Ansso5AbVxeqrWP65jsHxcoGm8Q==,,2022-06-25,https://jobs.lever.co/quantumcircuits/266e812f-d349-4a21-bdc9-90bbb8bdfc25,,,,Lever,jobs.lever.co
151,Xairos,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-otnd29nMNEl6hRfISK-xAe9h0UMvJRN0VcZtYqL_Gh4V-vc-TtRAunXZ25nQD8b6TTx8ilVK469YtXxbaB0ZY-DsVDwczJhk5gfo1phEA_7_Y9Gg37cQ5lNUjjAeCasmfVldLS66i1SxpVxobShGuRcQ==,,2022-06-25,https://www.xairos.com/general-9#:~:text=Computer%20Software%20Engineer,,,,,www.xairos.com
152,Xairos,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ou0XZTtQAH9FAuDhJU67xps1KPHOOHUNT4AgOMudJANTSSxzM__KPwBtvXqrISD4ypxNu6e9AwdsUtj0DQ6odbuzMh1uBTtUZpJA0hoa2wWgXQfNIotGn4szL096feesZrBXXPw-ohm8COC1mQsvZYAQ==,,2022-06-25,https://www.xairos.com/general-9#:~:text=Quantum%20Optics,,,,,www.xairos.com
153,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hxYehVkW6vdhhylwCiRwDJekox0YX8do9uEKuKiCdh4S69B79kzXfndtbI4fMQucglJnJ9jz4Q3HaK05ZCRZYxhMWRvlnaNMn9-_mqbh8aW1BUY05E4fwBX7VvkBMNzdy9uHvZX2KApEoat10ZFf7lHw==,,2022-06-24,https://www.amazon.jobs/en/jobs/2117952/,,,,,www.amazon.jobs
154,Rigetti Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-neSj-WSNPWwuVl5y7eXerFPEPsPFuLtQnIxLVSEqJQwMOZhQ10M5xoWpvBC_7gE4cH9CskTg3YJtJu_wdg9O2PZNv6KLcFbU2gxGnCPk4b3djvwvlcLpckYhoJwDPQB9zXC1obRdWrfH2tUGIUatlVfw==,,2022-06-24,https://jobs.lever.co/rigetti/c32576c0-bd28-4b05-a0ad-65598d7262e2,,,,Lever,jobs.lever.co
155,D-Wave Government,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ieuCbC5dhQveYL2fFxdy-VIp5HllmcEIzTlUcs92nJEKiWlnBfPjg8SxK3TSL9Y8tH_v1RBpDHxAtnEb8XHXibIp3Eamo7Xm5X89KCfBNPYEpOpFDg1Ylculk5qz2VA0f7QSdJ-8qTk0Z98KjT3Bmb2w==,,2022-06-22,https://jobs.lever.co/dwavesys/a56237cc-2b05-4197-b7c5-2813d91736a1,,,,Lever,jobs.lever.co
156,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jo7UN9TvoNG3Rnp1XnHQlE_CC808DhmvzY8w76qPWZ6eQdOnTBxKegUKSbrp6PBPcHdPY89QKb2wbiL0OQPUKrgMOBD3Kdx1PHHBD7ogqDIaFp6Rdl7YdAA3B66021JujHS5XGStE1DHdT_MQN26WOYg==,,2022-06-22,https://careers.honeywell.com/us/en/job/HONEUSREQ359264EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
157,IBM,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kBoFk2iBr7WsCc18_NUR79GgK9y17CAt7uzJW0ABitI3ZioKK3IOKAQmIviI66t_Sabck185ZjfN_j9cdx2-eKPUOH90lAHpsHRGfX_II3n53beWW38QGyR-XXoeQtzmqHsJZoGfjkTHKH5Ch9qA6Z7Q==,,2022-06-22,https://careers.ibm.com/job-not-found/?jobid=16077637,,,,,careers.ibm.com
158,Q-CTRL Federal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mcfZL5nPqVZPIPT2Q3uKh9Dyl1nMpoNfPRCGeHRt0v9BD6h2iyDCdwJ6pSafzjb3adktkSOt9Z7CrUpK9FkP1EzKl9Bjaoh9KKsvcq-u_uRJNtIX9FK-oJrehmbJMAeVBlMhAhn9vj4n6JGTVKKnZg6Q==,,2022-06-16,https://jobs.lever.co/q-ctrl/9ad10211-8cc2-4011-a767-335921d720d7,,,,Lever,jobs.lever.co
159,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nhie7slPcu-vYGZC4qOMGi9cU10Yyv0xul3wNsRpssuF4BPySrEryTQzgcV5qnQpaVgaDZRxwUHU1dwNcuh2xSI8mJ7cGuhxfOvqx3Q4zk2Px8NLhsuTKUw5ko-13IHmDrLNnpUZIgn31K51tAl-ZCjw==,,2022-06-14,https://www.riverlane.com/vacancy/digital-design-engineer/,,,,Riverlane,www.riverlane.com
160,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nmRw2mxs_d-TfmP5g7lVdpOEErDCgoU29sxUhHev927UIB4xZSA5F9s10dYUQUQpjlLs0lr32zHv9q_zyQy_Ey2fJQOEwYqWEBgXgANAcKdJyjVPgAkUF28fnnb0Odocr2hAlKkw3XO0_d8aEvjyslYg==,,2022-06-13,https://www.sandboxaq.com/careers-list?gh_jid=4505155004,,,,,www.sandboxaq.com
161,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nrvM9hzx_N0IU59uW77OC8e06K-9_LFk2WMNRGbOcvU5JSXcCBjPjNYMjkjsJp1wXr-XEzdwjgg88RpP7bMYcbVzMSiEpJswP_k98qKlH5VGnUXBQBcRTucM1XQY-CdnIy38aG2RETJujDEnA0t1wZ0A==,,2022-06-13,https://www.sandboxaq.com/careers-list?gh_jid=4325272004,,,,,www.sandboxaq.com
162,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ns4PM3DFH3gGEa04MXWJwyqX77Ge2c1kENDCdYs8PZjfQHodXSrRvOLa4MEvXToBmKKyjGXy8Lg1S2SOHS7y0erLfh0_C-tf9_L64-3O21PoIEv_-aRNUuQO4H8jA2Aijninvt1UEVWWDlW7b10Ht3OA==,,2022-06-13,https://www.sandboxaq.com/careers-list?gh_jid=4437046004,,,,,www.sandboxaq.com
163,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nt8Eky8EHfo_NnkRYoGPHv9Gnx_1Ifyc9YpgAMsF82M99ZLKEIJkICr1xPNsbvSWVy3UOiNdBHNsv3luWnz4zkWMp-fMmBtCPWC82ev8xcR8A_gtOrNrkj_nxoRKKhTfZ15Gg3q-hlLYbHL3f1-Gwmqg==,,2022-06-13,https://www.sandboxaq.com/careers-list?gh_jid=4399578004,,,,,www.sandboxaq.com
164,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jRLNL8rjucwzy7Qt9S4MFGFdvVJKR3sB0j790LUGNZHLI7NneJq05kp1oCJw9OAJMP4Vj3Ou_kvZJJOz1RseJC2-IvoH3VDUpOX94REBRBkG4_-Lk6EyAk9vMJrztkhorRyDFssSG9_C1GsMIUoMOfzA==,,2022-06-10,https://careers.google.com/jobs/results/143404616084529862/,,,,,careers.google.com
165,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iQYgwhoCz8tTWrzD2tmZJeY-2LJFHicxqh3hcL9qdYxU6qYmFhTfShFo0LJlwPoms-A0b8Ba1xTkhuiYzPU7k_1FjHXsr8zScImKycBg5fKPk1ddULphe9XZaiPE1vFwnQIy3D7eL15ZYQQmLrrTS6vw==,,2022-06-04,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
166,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iXbAoQQF0_SQO3bIPjy3Qdxd7T10z0Dg7aPH8Qq3fozyy54f9PP-zjNJlm4pcQPy1lT2Kp9-69fHRoK0Ytr6WvBY_c9WRJzG3PFb-lA4yYS9-QboBAYBraX3zDa5jS1QblQc4AzbfapNaN4YzBdh2kNA==,,2022-06-04,https://apply.workable.com/coldquanta/j/6A8C377249/,,,,,apply.workable.com
167,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jl6mRdJ3SC7bO5ozIgfqHkxWaTc08PhHOC49fMJERmeQ-5_bFtoCF_d_kJIDJaca8gtQRh4j66k1d03Hj40_Sz-I4Nn39REYwT6hY387DAt2hYX2se3z4gEeLWAghkx6kcI4BXdCKZZ7xPAuGwPtOIHg==,,2022-06-03,https://careers.honeywell.com/us/en/job/HONEUSREQ372034EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
168,SRI International,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-n8SDOSVvqXQIWTu4fViANXNHWHtfCWYYWeL9t-0jST1RdweOas6sb8o2yAtOVv1F4TXMLmXSW8orU1VwhsoroDk1tysWwT4ffNgVyxuLu8NIyCb2lvIs7ClhGKLKqHZIhPvRwoOyU6_nPp-oC1djWH-Q==,,2022-06-02,https://careers-sri.icims.com/jobs/5170/project-%26-operations-manager%2c-qed-c/job,,,,,careers-sri.icims.com
169,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jJ6EhB9Hy0YvLPHoqY5sqpLLC4lLNwOH5q4pghfUXr96_lhTACA1goMnQLKDKT4Pi2MF3wUehYrfUEaegB9NnvcqdAHVvARELHf4S-Fa9mkeJtdvsBhZcBZoPHkuLV-rrd7Fy7EE-0yQwZbKm5HLtebg==,,2022-06-01,https://careers.google.com/jobs/results/86769526172984006/,,,,,careers.google.com
170,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nkTnjKL470E0efOdWpt5bUvNo_9oilxekTQ2yO8rfdd97x1m7qLnn02Biy0pAwuXAOv6P2-lhItP6xIwHN3dCcL1hL_m77Htl1JgE9uZbz2UoTgwpO6_PmOxk3CAnsQgI7ocdnckGOBnaXoS10JUGs8A==,,2022-05-30,https://www.riverlane.com/vacancy/senior-digital-design-engineer/,,,,Riverlane,www.riverlane.com
