,Title,Organisation ID,Organisation Name,Organisation Profile,Posted By - Name,Posted By - Profile,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry.1,Link,key,real_link,title,location,company,position,type,description
1834,Technicien en mécanique,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Longueuil, QC",,,On-site,,,,,2022-09-27 20:43:51,2022-10-05 14:16:08,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3278682738,www.linkedin.com,https://www.linkedin.com/jobs/view/3278682738,,,,,,
1835,PhD Residency - Quantum Sensor Development Resident,b3JnOjY4MjM4OTA5,SandboxAQ,,,,-,"San Francisco, CA",,,,,,,,2022-09-23 10:43:37,2022-10-05 14:16:08,,www.sandboxaq.com,NO,,,https://www.linkedin.com/jobs/view/3242832873,www.linkedin.com,https://www.linkedin.com/jobs/view/3242832873,PhD Residency - Quantum Sensor Development Resident,"San Francisco, Californie, États-Unis",SandboxAQ,,Temps plein,"Ready to join the AQ era?

SandboxAQ is solving challenging problems with AI + Quantum for positive impact. We partner with global leaders in government, academia, and the private sector to identify applications that would benefit from quantum-based applications to current and future commercial challenges. We engage with customers early and throughout the development process to improve market fit.

Our team’s unique approach enables cross-pollination across a diverse range of fields, from physics, computer science, neuroscience, mathematics, cryptography, natural sciences and more! Our success comes from coalescing diverse talent to create an environment where experimental thinking and collaboration yield breakthrough AI + Quantum solutions. Join a culture where thought leadership, diverse talent, employee engagement, and technological impact will create the next tech uproar.

We are deeply committed to education as a means to advance quantum solutions and computing initiatives. We invest in future talent through internship programs, research papers, developer tools, textbooks, educational talks/events and partnerships with universities/talent hubs to attract multi-disciplinary talent. Our hope is to inspire people from all walks of life to be prepared for the quantum era and encourage a path in STEM.


If you’re a graduate student in STEM ready to bring the new AI + Quantum era to the world, consider joining our residency program at SandboxAQ.

We are currently looking for PhD students in a wide variety of STEM fields — physics, computer science, AI, neuroscience, chemistry, cryptography, mathematics/statistics, biomedical engineering, aerospace engineering, geophysics, and more — to join our world-class team of engineers, scientists and technologists.


Our Biomedical Sensing team focuses on development and deployment of novel quantum sensors, using their superior properties to impact the space of biomedical applications.







SandboxAQ welcomes all.

We are committed to creating an inclusive culture where we have zero tolerance for discrimination. We invest in our employees' personal and professional growth. Once you work with us, you can’t go back to normalcy because great breakthroughs come from great teams and we are the best in quantum technology.

We offer competitive salaries, stock options depending on employment type, education stipends, medical/dental/vision, family planning/fertility, PTO (summer and winter breaks), financial wellness resources, 401(k) plans, and more.

Equal Employment Opportunity: All qualified applicants will receive consideration regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Accommodations: we provide reasonable accommodations for individuals with disabilities in job application procedures for open roles. If you need such an accommodation."
1836,Engineering Project Coordinator (ES),b3JnOjgxMDE2MDcx,Signaloid,,,,-,"Barcelona, Catalonia, Spain",,,Remote,,,,,2022-09-07 09:19:45,2022-10-05 14:16:08,,apply.workable.com,NO,,,https://www.linkedin.com/jobs/view/3256904687,www.linkedin.com,https://www.linkedin.com/jobs/view/3256904687,,,,,,
1837,Researcher,b3JnOjc4NjY5MzM3,Bosch Research,,,,-,"Renningen, Baden-Württemberg, Germany",,,Hybrid,,,,,2022-09-22 13:42:35,2022-10-05 14:16:08,,,NO,,,https://www.linkedin.com/jobs/view/3283469911,www.linkedin.com,https://www.linkedin.com/jobs/view/3283469911,,,,,,
1838,2023 Procurement Professional - Entry Level,b3JnOjU5NDM=,IBM,,,,-,"Austin, TX",,,,,,,,2022-09-24 00:00:00,2022-10-05 14:16:08,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3285193695,www.linkedin.com,https://www.linkedin.com/jobs/view/3285193695,,,,,,
1839,Quantum Engineer,b3JnOjEzMjA5NjU0,Atom Computing,,,,-,"Berkeley, CA",,,On-site,,,,,2022-08-30 02:25:07,2022-10-05 14:16:08,,jobs.lever.co,NO,,,https://www.linkedin.com/jobs/view/3284530315,www.linkedin.com,https://www.linkedin.com/jobs/view/3284530315,,,,,,
1840,Graduate Cluster Development Officer,b3JnOjkzNTA=,UK Research and Innovation,,,,-,"Didcot, England, United Kingdom",,,On-site,,,,,2022-09-09 15:48:18,2022-10-05 14:16:08,,uksbs.referrals.selectminds.com,NO,,,https://www.linkedin.com/jobs/view/3259884946,uk.linkedin.com,https://uk.linkedin.com/jobs/view/graduate-cluster-development-officer-at-uk-research-and-innovation-3308266717,,,,,,
1841,Simulation Developer | C++ (m/w/d),b3JnOjgxMDE1Mzkz,Quantagonia,,,,-,"Frankfurt, Hesse, Germany",,,,,,,,2022-09-22 02:07:14,2022-10-05 14:16:08,,t.gohiring.com,NO,,,https://www.linkedin.com/jobs/view/3278915077,www.linkedin.com,https://www.linkedin.com/jobs/view/3278915077,,,,,,
1842,Recruteur,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Ontario, Canada",,,On-site,,,,,2022-09-23 14:43:45,2022-10-05 14:16:08,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3295236603,ca.linkedin.com,https://ca.linkedin.com/jobs/recruiter-jobs?trk=expired_jd_redirect,,,,,,
1843,Technical Specialist - Cloud Endpoint,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Walldorf, Baden-Württemberg, Germany",,,Hybrid,,,,,2022-10-05 14:09:15,2022-10-05 14:16:11,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299458906,www.linkedin.com,https://www.linkedin.com/jobs/view/3299458906,,,,,,
1844,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Schleswig-Holstein, Germany",,,Hybrid,,,,,2022-10-05 14:09:17,2022-10-05 14:16:11,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299460743,www.linkedin.com,https://www.linkedin.com/jobs/view/3299460743,,,,,,
1845,Cloud Solution Architect Manager (Application Innovation),b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hamburg, Hamburg, Germany",,,Remote,,,,,2022-10-04 11:41:08,2022-10-05 14:16:11,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3231083020,www.linkedin.com,https://www.linkedin.com/jobs/view/3231083020,,,,,,
1846,2023 Vendor Manager Working Student (m/w/d),b3JnOjMwNDYxNQ==,Amazon,,,,-,"Munich, Bavaria, Germany",,,,,,,,2022-09-24 10:17:31,2022-10-05 14:16:11,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3244654189,www.linkedin.com,https://www.linkedin.com/jobs/view/3244654189,,,,,,
1847,Process & Knowledge Manager (m/w/d) für IT-Services,b3JnOjEwMjc4MTY=,Bundesdruckerei-Gruppe,,,,-,"Bonn, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-10-01 09:37:36,2022-10-05 14:16:11,,bundesdruckerei.softgarden.io,NO,,,https://www.linkedin.com/jobs/view/3229119869,www.linkedin.com,https://www.linkedin.com/jobs/view/3229119869,,,,,,
1848,Microsoft Quereinstieg für Berufserfahrene (m/w/d) in Hamburg,b3JnOjE2MjQ3,Deloitte,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-24 00:55:04,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3283991946,www.linkedin.com,https://www.linkedin.com/jobs/view/3283991946,,,,,,
1849,(Senior) Manager Datenschutz (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-22 11:09:55,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3280348922,www.linkedin.com,https://www.linkedin.com/jobs/view/3280348922,,,,,,
1850,Senior Consultant Compliance (m/w/d) in Köln,b3JnOjE2MjQ3,Deloitte,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-22 11:10:36,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3280352599,www.linkedin.com,https://www.linkedin.com/jobs/view/3280352599,,,,,,
1851,Berater Forschung und Entwicklung Quantencomputing (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 15:20:18,2022-10-05 14:16:11,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296435077,www.linkedin.com,https://www.linkedin.com/jobs/view/3296435077,,,,,,
1852,Manager Insurance / Riskmanagement (m/w/d) in Köln,b3JnOjE2MjQ3,Deloitte,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-24 00:54:40,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3283995559,www.linkedin.com,https://www.linkedin.com/jobs/view/3283995559,,,,,,
1853,Digital Cloud Solution Architect - English (UK market),b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Dublin, County Dublin, Ireland",,,Hybrid,,,,,2022-09-29 15:38:39,2022-10-05 14:16:11,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290769821,www.linkedin.com,https://www.linkedin.com/jobs/view/3290769821,,,,,,
1854,(Junior) Consultant Agile Methoden / Scrum Master (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-10-01 03:19:28,2022-10-05 14:16:11,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296791364,www.linkedin.com,https://www.linkedin.com/jobs/view/3296791364,,,,,,
1855,Business Development Intern (m/w/d),b3JnOjgxMDE1Mzkz,Quantagonia,,,,-,"Bad Homburg, Hesse, Germany",,,,,,,,2022-09-22 02:04:18,2022-10-05 14:16:11,,t.gohiring.com,NO,,,https://www.linkedin.com/jobs/view/3278902399,www.linkedin.com,https://www.linkedin.com/jobs/view/3278902399,,,,,,
1856,Quantum Control Engineer,b3JnOjgxMDE1NjQx,Quantum Brilliance,,,,-,"Stuttgart, Baden-Württemberg, Germany",,,On-site,,,,,2022-09-20 14:45:03,2022-10-05 14:16:11,,,NO,,,https://www.linkedin.com/jobs/view/3272684274,de.linkedin.com,https://de.linkedin.com/jobs/ingenieur-steuer-und-regelungstechnik-stellen?trk=expired_jd_redirect,,,,,,
1857,Optics Development Engineer (m/f/d),b3JnOjg1MDI=,Corning Incorporated,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-01 14:06:25,2022-10-05 14:16:11,,corningjobs.corning.com,NO,,,https://www.linkedin.com/jobs/view/3286947135,www.linkedin.com,https://www.linkedin.com/jobs/view/3286947135,,,,,,
1858,Research Engineer (m/f/d) for Quantum Cryptography Software Development (Full-time / Part-time) (Klagenfurt),b3JnOjIyOTQ1NTc=,AIT Austrian Institute of Technology GmbH,,,,-,"Klagenfurt, Carinthia, Austria",,,On-site,,,,,2022-08-28 14:52:45,2022-10-05 14:16:11,,jobs.ait.ac.at,NO,,,https://www.linkedin.com/jobs/view/3283589239,www.linkedin.com,https://www.linkedin.com/jobs/view/3283589239,,,,,,
1859,Technicien en mécanique,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Longueuil, QC",,,On-site,,,,,2022-09-27 20:43:51,2022-10-05 14:16:11,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3278682738,www.linkedin.com,https://www.linkedin.com/jobs/view/3278682738,,,,,,
1860,PhD Residency - Quantum Sensor Development Resident,b3JnOjY4MjM4OTA5,SandboxAQ,,,,-,"San Francisco, CA",,,,,,,,2022-09-23 10:43:37,2022-10-05 14:16:11,,www.sandboxaq.com,NO,,,https://www.linkedin.com/jobs/view/3242832873,www.linkedin.com,https://www.linkedin.com/jobs/view/3242832873,PhD Residency - Quantum Sensor Development Resident,"San Francisco, Californie, États-Unis",SandboxAQ,,Temps plein,"Ready to join the AQ era?

SandboxAQ is solving challenging problems with AI + Quantum for positive impact. We partner with global leaders in government, academia, and the private sector to identify applications that would benefit from quantum-based applications to current and future commercial challenges. We engage with customers early and throughout the development process to improve market fit.

Our team’s unique approach enables cross-pollination across a diverse range of fields, from physics, computer science, neuroscience, mathematics, cryptography, natural sciences and more! Our success comes from coalescing diverse talent to create an environment where experimental thinking and collaboration yield breakthrough AI + Quantum solutions. Join a culture where thought leadership, diverse talent, employee engagement, and technological impact will create the next tech uproar.

We are deeply committed to education as a means to advance quantum solutions and computing initiatives. We invest in future talent through internship programs, research papers, developer tools, textbooks, educational talks/events and partnerships with universities/talent hubs to attract multi-disciplinary talent. Our hope is to inspire people from all walks of life to be prepared for the quantum era and encourage a path in STEM.


If you’re a graduate student in STEM ready to bring the new AI + Quantum era to the world, consider joining our residency program at SandboxAQ.

We are currently looking for PhD students in a wide variety of STEM fields — physics, computer science, AI, neuroscience, chemistry, cryptography, mathematics/statistics, biomedical engineering, aerospace engineering, geophysics, and more — to join our world-class team of engineers, scientists and technologists.


Our Biomedical Sensing team focuses on development and deployment of novel quantum sensors, using their superior properties to impact the space of biomedical applications.







SandboxAQ welcomes all.

We are committed to creating an inclusive culture where we have zero tolerance for discrimination. We invest in our employees' personal and professional growth. Once you work with us, you can’t go back to normalcy because great breakthroughs come from great teams and we are the best in quantum technology.

We offer competitive salaries, stock options depending on employment type, education stipends, medical/dental/vision, family planning/fertility, PTO (summer and winter breaks), financial wellness resources, 401(k) plans, and more.

Equal Employment Opportunity: All qualified applicants will receive consideration regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Accommodations: we provide reasonable accommodations for individuals with disabilities in job application procedures for open roles. If you need such an accommodation."
1861,Engineering Project Coordinator (ES),b3JnOjgxMDE2MDcx,Signaloid,,,,-,"Barcelona, Catalonia, Spain",,,Remote,,,,,2022-09-07 09:19:45,2022-10-05 14:16:11,,apply.workable.com,NO,,,https://www.linkedin.com/jobs/view/3256904687,www.linkedin.com,https://www.linkedin.com/jobs/view/3256904687,,,,,,
1862,Researcher,b3JnOjc4NjY5MzM3,Bosch Research,,,,-,"Renningen, Baden-Württemberg, Germany",,,Hybrid,,,,,2022-09-22 13:42:35,2022-10-05 14:16:11,,,NO,,,https://www.linkedin.com/jobs/view/3283469911,www.linkedin.com,https://www.linkedin.com/jobs/view/3283469911,,,,,,
1863,2023 Procurement Professional - Entry Level,b3JnOjU5NDM=,IBM,,,,-,"Austin, TX",,,,,,,,2022-09-24 00:00:00,2022-10-05 14:16:11,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3285193695,www.linkedin.com,https://www.linkedin.com/jobs/view/3285193695,,,,,,
1864,Quantum Engineer,b3JnOjEzMjA5NjU0,Atom Computing,,,,-,"Berkeley, CA",,,On-site,,,,,2022-08-30 02:25:07,2022-10-05 14:16:11,,jobs.lever.co,NO,,,https://www.linkedin.com/jobs/view/3284530315,www.linkedin.com,https://www.linkedin.com/jobs/view/3284530315,,,,,,
1865,Graduate Cluster Development Officer,b3JnOjkzNTA=,UK Research and Innovation,,,,-,"Didcot, England, United Kingdom",,,On-site,,,,,2022-09-09 15:48:18,2022-10-05 14:16:11,,uksbs.referrals.selectminds.com,NO,,,https://www.linkedin.com/jobs/view/3259884946,www.linkedin.com,https://www.linkedin.com/jobs/view/3259884946,,,,,,
1866,Simulation Developer | C++ (m/w/d),b3JnOjgxMDE1Mzkz,Quantagonia,,,,-,"Frankfurt, Hesse, Germany",,,,,,,,2022-09-22 02:07:14,2022-10-05 14:16:11,,t.gohiring.com,NO,,,https://www.linkedin.com/jobs/view/3278915077,www.linkedin.com,https://www.linkedin.com/jobs/view/3278915077,Simulation Developer | C++ (m/w/d),"Francfort-sur-le-Main, Hesse, Allemagne",Quantagonia,,Temps plein,"Join Our Mission

Based in Germany with offices in the US and Sweden, Quantagonia is at the cutting edge of Quantum Computing helping companies apply it to their business to create game-changing strategic advantages. This is your opportunity to have a significant positive impact on the growth of a company, build your own skill set, and have the satisfaction of working at the cutting edge of a category that will shape the future of society.


Embrace “the full scientific stack” from idea to product:



We are a young and ambitious team of highly engaged experts. Your role will shift between “computational scientist” and “research engineer” as needed. In effect, you’ll bridge the worlds of science and engineering and as a side effect, have a ton of fun seeing your scientific findings hard at work for our customers!













Based in Germany with offices in the US and Sweden, Quantagonia is at the cutting edge of Quantum Computing helping companies apply it to their business to create game-changing strategic advantages. This is your opportunity to have a significant positive impact on the growth of a company, build your own skillset, and have the satisfaction of working at the cutting edge of a category that will shape the future of society."
1867,Recruteur,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Ontario, Canada",,,On-site,,,,,2022-09-23 14:43:45,2022-10-05 14:16:11,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3295236603,www.linkedin.com,https://www.linkedin.com/jobs/view/3295236603,,,,,,
1868,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Munich, Bavaria, Germany",,,Hybrid,,,,,2022-10-05 14:09:17,2022-10-05 14:16:11,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299457896,de.linkedin.com,https://de.linkedin.com/jobs/sicherheitsleiter-stellen?trk=expired_jd_redirect,,,,,,
1869,(Senior) Consultant – Digitale Organisationen (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-10-01 03:19:32,2022-10-05 14:16:11,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296791356,www.linkedin.com,https://www.linkedin.com/jobs/view/3296791356,,,,,,
1870,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Bavaria, Germany",,,Hybrid,,,,,2022-10-05 14:09:16,2022-10-05 14:16:11,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299456963,www.linkedin.com,https://www.linkedin.com/jobs/view/3299456963,,,,,,
1871,WHS Coordinator (m/w/d),b3JnOjMwNDYxNQ==,Amazon,,,,-,"Achim, Lower Saxony, Germany",,,,,,,,2022-09-29 23:59:15,2022-10-05 14:16:11,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3282277074,www.linkedin.com,https://www.linkedin.com/jobs/view/3282277074,WHS Coordinator (m/w/d),"Achim, Basse-Saxe, Allemagne",Amazon,,Temps plein,"Job Summary

DESCRIPTION

Du glaubst daran, dass wir bei Amazon Arbeitsschutz leben und „Safety Always“ nicht nur eine Phrase, sondern das Ziel einer jeden Organisation sein sollte. Dass es möglich ist, Arbeitsplätze und Prozesse dahingehend zu verbessern, dass sie keine Gefährdungen für Kolleginnen und Kollegen darstellen?

Dann ist die Stelle als Koordinator*in für Arbeitssicherheit (m/w/d) eventuell genau das Richtige für Dich!






Erfolgreich abgeschlossene Berufsausbildung in einem anerkannten Ausbildungsberuf oder einschlägige Berufserfahrung in einer vergleichbaren Position (z. B. Lead)




Idealerweise Vorkenntnisse aus Rettungsdienst, Feuerwehr oder ähnlichen Hilfsorganisationen

Erste Erfahrungen im Bereich Arbeitsschutz

Grundlegende Englischkenntnisse

Ausbildung zur Fachkraft für Arbeitssicherheit (Sifa)

Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung, dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken, Erfinden, Vereinfachen und Erstellen zu schätzen. Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart, erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs, Ihre persönlichen Daten in der elektronischen Datenbank zu speichern, die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird. Wenn Sie wünschen, dass Ihre persönlichen Daten gelöscht werden, können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert, dem einstellenden Unternehmen von Amazon zu gestatten, Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen. Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.

Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.

m/w/d


- Amazon Logistik Achim GmbH

Job ID: A2257348"
1872,Scrum Master (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:15,2022-10-05 14:16:11,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296435083,www.linkedin.com,https://www.linkedin.com/jobs/view/3296435083,,,,,,
1873,Manager Insurance / Riskmanagement (m/w/d) in Hamburg,b3JnOjE2MjQ3,Deloitte,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-24 00:54:37,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3283993910,www.linkedin.com,https://www.linkedin.com/jobs/view/3283993910,,,,,,
1874,(Senior -)Content Manager (m/w/d) Conversational AI/ KI/ Chatbot,b3JnOjEwMjc4MTY=,Bundesdruckerei-Gruppe,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-17 10:14:38,2022-10-05 14:16:11,,bundesdruckerei.softgarden.io,NO,,,https://www.linkedin.com/jobs/view/3139246674,www.linkedin.com,https://www.linkedin.com/jobs/view/3139246674,,,,,,
1875,Interim Content Developer (FTC),b3JnOjMwNDYxNQ==,Amazon,,,,-,"Berlin, Germany",,,,,,,,2022-09-24 02:16:36,2022-10-05 14:16:11,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3284384655,www.linkedin.com,https://www.linkedin.com/jobs/view/3284384655,,,,,,
1876,"Snr Program Manager, AFP Learning , AFP Learning",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Luxembourg, Luxembourg, Luxembourg",,,,,,,,2022-09-21 10:25:35,2022-10-05 14:16:11,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3239143509,www.linkedin.com,https://www.linkedin.com/jobs/view/3239143509,,,,,,
1877,Senior Consultant/Manager Testmanagement (m/w/d) in Berlin,b3JnOjE2MjQ3,Deloitte,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-22 17:18:01,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3281641019,www.linkedin.com,https://www.linkedin.com/jobs/view/3281641019,,,,,,
1878,Praktikant / Werkstudent Data Engineering & Governance (m/w/d) in Köln,b3JnOjE2MjQ3,Deloitte,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-29 11:36:21,2022-10-05 14:16:11,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3281723998,www.linkedin.com,https://www.linkedin.com/jobs/view/3281723998,Praktikant / Werkstudent Data Engineering & Governance (m/w/d) in Köln,"Cologne, Rhénanie du Nord-Westphalie, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich Consulting – Artificial Intelligence & Data helfen, aus Daten Sinn zu stiften? Im Team Data Engineering & Governance hilfst du Kunden, Cloud-Datenplattformen aufzubauen, diese durch Datenintegration und -aufbereitung zum Leben zu erwecken und ihre Analytics Use Cases mit Governance-konform umzusetzen. Sichere unseren gemeinsamen Erfolg und mach mit uns den Unterschied: als .

Standorte: .


Als Praktikant / Werkstudent (m/w/d) bist du bereit für den Einstieg in die Unternehmensberatung mit Schwerpunkt Data Engineering & Governance.







Als Praktikant:in / Werkstudent:in bist du ab sofort sofort idealerweise für einen Zeitraum von mindestens 3 Monaten verfügbar.

: Wir begrüßen ausdrücklich auch Bewerbungen von Menschen mit Behinderung. Alle Infos zu unserem Bewerbungsprozess findest du in unseren .

Job-ID: 39782"
1879,Scrum Master (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 15:20:18,2022-10-05 14:16:11,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296435078,de.linkedin.com,https://de.linkedin.com/jobs/view/scrum-master-all-genders-at-accenture-dach-3312630754,,,,,,
1880,Associate Superconducting Physicist/Superconducting Physicist,b3JnOjE0NzM0MzM0,Northrop Grumman,,,,-,"Linthicum, MD",,,On-site,,,,,2022-08-21 10:40:11,2022-10-05 14:16:11,,9nl.es,NO,,,https://www.linkedin.com/jobs/view/3268967956,www.linkedin.com,https://www.linkedin.com/jobs/view/3268967956,,,,,,
1881,Tenure-Track Assistant Professor (Two Positions),b3JnOjMwNTQyNw==,The University of British Columbia,,,,-,"Vancouver, BC",,,On-site,,,,,2022-09-26 00:00:00,2022-10-05 14:16:11,,phas.ubc.ca,NO,,,https://www.linkedin.com/jobs/view/3276363023,www.linkedin.com,https://www.linkedin.com/jobs/view/3276363023,,,,,,
1882,[Hybrid Cloud-S] Research Tokyo Student Intern（Intern_TRL）【IBM Japan】,b3JnOjU5NDM=,IBM,,,,-,"Tokyo, Tokyo, Japan",,,On-site,,,,,2022-09-28 04:43:26,2022-10-05 14:16:11,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3279153232,www.linkedin.com,https://www.linkedin.com/jobs/view/3279153232,,,,,,
1883,Analyste FP&A – Pension et plan de bonus,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-10-03 20:44:26,2022-10-05 14:16:11,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293803747,ca.linkedin.com,https://ca.linkedin.com/jobs/view/analyste-fp-a-%E2%80%93-pension-et-plan-de-bonus-at-quantum-management-services-ltd-3335338148,,,,,,
1884,Research Scientist Intern,b3JnOjEwNjAzNDc=,Tokyo Electron US,,,,-,"Austin, TX",,,On-site,,,,,2022-09-09 20:01:36,2022-10-05 14:16:11,,tel.wd3.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3262432837,www.linkedin.com,https://www.linkedin.com/jobs/view/3262432837,,,,,,
1885,Software Engineer - 1,b3JnOjEyMzU3Mg==,General Dynamics Mission Systems,,,,-,"Scottsdale, AZ",,,Hybrid,,,,,2022-09-16 15:02:00,2022-10-05 14:16:11,,https://careers-gdms.icims.com,NO,,,https://www.linkedin.com/jobs/view/3267328439,www.linkedin.com,https://www.linkedin.com/jobs/view/3267328439,,,,,,
